Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO,Name-additional
1,Chris Martin,2022-12-08,Boston Red Sox,LAD,37,2.7,7,85,0,0,0,0,0,0,0,,,,,9,16,3.84,1.151,269,0,9,251.0,255,29,34,261,martich02
2,Trea Turner,2022-12-08,Philadelphia Phillies,LAD,30,14.2,8,849,3424,586,1033,124,434,230,268,.302,.355,.487,.842,,,,,,,,,,,,,turnetr01
3,Justin Verlander,2022-12-07,New York Mets,HOU,40,6.1,17,24,50,2,5,0,1,0,0,.100,.100,.100,.200,244,133,3.24,1.117,482,482,0,3163.0,2654,322,880,3198,verlaju01
4,Mitch Haniger,2022-12-06,San Francisco Giants,SEA,32,4.4,6,564,2164,344,565,112,323,18,217,.261,.335,.476,.811,,,,,,,,,,,,,hanigmi01
5,Josh Lester,2022-12-06,Baltimore Orioles,DET,28,-0.1,1,2,5,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,,,,lestejo02
6,Chuckie Robinson,2022-12-06,Cincinnati Reds,CIN,28,-0.5,1,25,59,3,8,2,5,0,0,.136,.136,.271,.407,,,,,,,,,,,,,robinch04
7,Jared Solomon,2022-12-06,Cincinnati Reds,CIN,26,-0.3,1,0,0,,,,,,,,,,,0,0,10.80,1.560,9,0,0,8.1,8,3,5,9,solomja01
8,Austin Allen,2022-12-05,Miami Marlins,STL,29,0.0,4,57,118,8,23,2,7,0,8,.195,.252,.288,.540,,,,,,,,,,,,,allenau01
9,Carlos Estévez,2022-12-05,Los Angeles Angels,COL,30,0.7,6,219,0,0,0,0,0,0,0,,,,,18,21,4.59,1.407,321,0,25,302.0,307,42,118,312,estevca01
10,Kyle Gibson,2022-12-05,Baltimore Orioles,PHI,35,4.1,10,23,48,6,8,1,2,0,2,.167,.200,.229,.429,89,91,4.52,1.385,267,261,0,1504.0,1549,180,534,1202,gibsoky01
11,Joe Hudson,2022-12-05,Atlanta Braves,TBR,32,-0.2,4,,,,,,,,,,,,,,,,,,,,,,,,,hudsojo03
12,Tommy Hunter,2022-12-05,New York Mets,NYM,36,1.4,15,107,5,1,1,0,0,0,0,.200,.200,.200,.400,56,46,4.00,1.236,494,76,22,893.2,902,123,203,619,hunteto02
13,Clayton Kershaw,2022-12-05,Los Angeles Dodgers,LAD,35,7.9,15,357,698,46,113,1,40,1,34,.162,.205,.185,.390,197,87,2.48,1.001,401,398,0,2581.0,1955,206,629,2807,kershcl01
14,Brailyn Marquez,2022-12-05,Chicago Cubs,CHC,24,-0.2,2,,,,,,,,,,,,,,,,,,,,,,,,,marqubr01
15,Adonis Medina,2022-12-05,Milwaukee Brewers,NYM,26,-0.2,3,6,1,0,0,0,0,0,0,.000,.000,.000,.000,1,1,5.35,1.557,19,2,1,35.1,42,2,13,27,medinad01
16,Sean Reid-Foley,2022-12-05,New York Mets,NYM,27,-0.2,5,13,4,0,0,0,0,0,2,.000,.333,.000,.333,7,9,4.66,1.564,40,13,0,102.1,96,15,64,110,reidfse01
17,César Valdez,2022-12-05,Los Angeles Angels,LAA,38,0.5,5,14,4,0,0,0,0,0,0,.000,.000,.000,.000,5,6,6.11,1.598,69,6,11,112.0,141,17,38,91,valdece01
18,Donovan Walton,2022-12-05,San Francisco Giants,SFG,29,-0.3,4,61,168,17,30,3,20,1,9,.179,.225,.310,.534,0,0,27.00,4.000,1,0,0,1.0,3,1,1,0,waltodo01
19,Tyler White,2022-12-05,Minnesota Twins,ATL,32,,6,,,,,,,,,,,,,,,,,,,,,,,,,whitety01
20,Mike Clevinger,2022-12-04,Chicago White Sox,SDP,32,1.6,6,6,10,0,0,0,0,0,0,.000,.000,.000,.000,51,30,3.39,1.188,128,114,0,656.2,538,78,242,694,clevimi01
21,Meibrys Viloria,2022-12-04,Cleveland Guardians,SFG,26,0.0,4,93,244,22,49,3,24,0,24,.201,.270,.283,.553,,,,,,,,,,,,,vilorme01
22,Miguel Castro,2022-12-02,Arizona Diamondbacks,NYY,28,0.8,8,97,0,0,0,0,0,0,0,,,,,16,22,4.12,1.407,333,4,7,382.1,333,47,205,342,castrmi01
23,Franchy Cordero,2022-12-02,Baltimore Orioles,BOS,28,-0.9,6,227,653,91,144,21,74,13,64,.221,.290,.386,.676,,,,,,,,,,,,,cordefr02
24,Jacob deGrom,2022-12-02,Texas Rangers,NYM,35,9.1,9,186,383,27,78,3,29,1,17,.204,.238,.251,.488,82,57,2.52,0.998,209,209,0,1326.0,1021,117,303,1607,degroja01
25,Austin Brice,2022-12-01,Arizona Diamondbacks,PIT,31,0.0,7,101,5,0,0,0,0,0,0,.000,.000,.000,.000,4,4,5.12,1.298,144,1,0,168.2,153,29,66,160,briceau01
26,Alex De Goti,2022-12-01,Miami Marlins,HOU,28,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,degotal01
27,Anthony Gose,2022-12-01,Cleveland Guardians,CLE,32,0.0,7,372,1128,155,271,12,69,57,101,.240,.309,.348,.656,3,0,3.90,1.193,28,0,0,27.2,17,4,16,37,gosean01
28,Ronald Herrera,2022-12-01,Washington Nationals,WSN,28,,5,,,,,,,,,,,,,,,,,,,,,,,,,herrero01
29,Erick Mejia,2022-12-01,Washington Nationals,SEA,28,-0.4,3,,,,,,,,,,,,,,,,,,,,,,,,,mejiaer01
30,Shelby Miller,2022-12-01,Los Angeles Dodgers,SFG,32,-0.5,10,141,203,16,22,1,7,0,12,.108,.165,.182,.347,38,58,4.21,1.371,167,132,0,778.0,755,86,312,644,millesh01
31,Jimmy Yacabonis,2022-12-01,New York Mets,TBR,31,-0.6,5,3,2,0,0,0,1,0,0,.000,.000,.000,.000,4,6,6.03,1.695,71,13,0,118.0,131,23,69,96,yacabji01
32,Trevor Gott,2022-11-30,Seattle Mariners,MIL,30,-1.2,7,87,1,0,0,0,0,0,0,.000,.000,.000,.000,16,10,4.80,1.276,191,0,5,185.2,168,26,69,160,gotttr01
33,Jeimer Candelario,2022-11-29,Washington Nationals,DET,29,6.5,7,606,2183,283,525,66,248,7,237,.240,.322,.401,.723,,,,,,,,,,,,,candeje01
34,Chris Devenski,2022-11-29,Los Angeles Angels,PHI,32,-1.2,7,25,1,0,0,0,0,0,0,.000,.000,.000,.000,19,17,3.70,1.103,246,7,8,331.0,279,43,86,349,devench02
