Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO,Name-additional
1,Manny Delcarmen,2011-06-01,Texas Rangers,COL,29,1.9,6,27,1,0,0,0,0,0,0,.000,.000,.000,.000,11,8,3.97,1.377,298,0,3,292.2,268,24,135,249,delcama01
2,Geno Espineli,2011-05-05,San Francisco Giants,SFG,28,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,espinge01
3,Alex Cintron,2011-05-03,San Diego Padres,NYM,32,-1.8,9,,,,,,,,,,,,,,,,,,,,,,,,,cintral01
4,Luis Figueroa,2011-04-23,Milwaukee Brewers,LAA,37,,9,,,,,,,,,,,,,,,,,,,,,,,,,figuelu01
5,Tug Hulett,2011-04-23,Washington Nationals,SEA,28,-0.7,2,,,,,,,,,,,,,,,,,,,,,,,,,hulettu01
6,Joe Bisenius,2011-04-18,Chicago White Sox,WSN,28,-0.2,2,7,0,0,0,0,0,0,0,,,,,0,0,6.75,2.400,7,0,0,6.2,8,1,8,8,bisenjo01
7,Blaine Boyer,2011-04-18,Pittsburgh Pirates,ARI,29,-2.0,6,217,8,0,0,0,0,0,0,.000,.000,.000,.000,9,12,4.63,1.438,228,0,1,227.1,234,15,93,161,boyerbl01
8,Brian Lawrence,2011-04-15,Los Angeles Angels of Anaheim,FLA,35,,9,,,,,,,,,,,,,,,,,,,,,,,,,lawrebr02
9,Doug Davis,2011-04-12,Chicago Cubs,MIL,35,2.8,12,211,402,12,34,0,13,0,4,.085,.096,.104,.200,91,101,4.38,1.504,297,277,0,1670.0,1754,178,757,1243,davisdo02
10,Manny Corpas,2011-04-08,Texas Rangers,COL,28,0.7,5,267,6,0,0,0,0,0,2,.000,.250,.000,.250,12,16,3.93,1.336,280,0,34,286.0,302,26,80,206,corpama01
11,Ron Mahay,2011-04-08,Arizona Diamondbacks,MIN,40,2.1,15,107,28,3,6,1,3,0,1,.214,.267,.429,.695,27,12,3.83,1.417,514,3,4,568.0,539,75,266,470,mahayro01
12,Dewayne Wise,2011-04-06,Toronto Blue Jays,TOR,33,0.9,8,376,722,102,160,20,75,29,30,.222,.260,.382,.642,,,,,,,,,,,,,wisede01
13,Doug Mathis,2011-04-05,San Francisco Giants,TEX,28,0.3,3,2,0,0,0,0,0,0,0,,,,,3,3,4.84,1.615,45,6,1,87.1,106,14,35,44,mathido01
14,Dan Meyer,2011-04-05,Pittsburgh Pirates,FLA,29,-0.3,5,82,2,0,0,0,0,0,0,.000,.000,.000,.000,3,9,5.46,1.548,103,7,2,113.2,119,16,57,92,meyerda02
15,Ryan Rowland-Smith,2011-04-04,Houston Astros,SEA,28,0.4,4,6,4,0,0,0,0,0,0,.000,.000,.000,.000,12,17,4.57,1.420,115,47,2,362.2,381,51,134,220,rowlary01
16,Jeff Suppan,2011-04-04,Kansas City Royals,STL,36,-2.1,16,254,430,27,75,1,24,1,23,.174,.221,.198,.419,138,143,4.69,1.460,442,411,0,2512.0,2809,333,858,1383,suppaje01
17,Joe Koshansky,2011-04-01,San Francisco Giants,MIL,29,0.1,3,,,,,,,,,,,,,,,,,,,,,,,,,koshajo01
18,Tim Wood,2011-04-01,Pittsburgh Pirates,FLA,28,0.1,2,41,2,0,1,0,0,0,0,.500,.500,.500,1.000,1,1,4.32,1.600,44,0,1,50.0,55,4,25,26,woodti01
19,Horacio Ramirez,2011-03-29,Los Angeles Angels of Anaheim,SFG,31,0.3,7,88,179,9,27,0,5,0,2,.151,.160,.179,.339,39,35,4.64,1.478,157,105,0,679.1,742,82,262,314,ramirho01
20,Josh Fields,2011-03-28,Colorado Rockies,KCR,28,-1.4,5,217,713,95,167,34,107,3,69,.234,.303,.421,.724,,,,,,,,,,,,,fieldjo02
21,Kevin Frandsen,2011-03-28,Philadelphia Phillies,LAA,29,-0.4,5,228,568,65,138,7,53,6,36,.243,.302,.335,.636,,,,,,,,,,,,,frandke01
22,Bronson Sardinha,2011-03-28,Colorado Rockies,COL,28,,3,,,,,,,,,,,,,,,,,,,,,,,,,sardibr01
23,Matt Treanor,2011-03-28,Kansas City Royals,TEX,35,-0.6,7,360,973,85,221,13,97,2,99,.227,.311,.310,.621,,,,,,,,,,,,,treanma01
24,Joe Inglett,2011-03-27,Houston Astros,MIL,33,3.6,5,313,781,97,223,6,76,19,65,.286,.345,.397,.742,0,0,0.00,0.000,1,0,0,1.0,0,0,0,0,inglejo01
25,Jason Botts,2011-03-26,Colorado Rockies,WSN,30,0.0,5,,,,,,,,,,,,,,,,,,,,,,,,,bottsja01
26,Kevin Millwood,2011-03-25,New York Yankees,BAL,36,5.8,14,230,448,19,54,2,24,0,20,.121,.158,.167,.326,159,137,4.11,1.327,414,406,0,2505.0,2544,274,779,1940,millwke01
27,Jesse English,2011-03-24,Cleveland Indians,WSN,26,0.1,1,7,0,0,0,0,0,0,0,,,,,0,0,3.86,1.714,7,0,0,7.0,10,0,2,4,englije01
28,Fernando Nieve,2011-03-24,Houston Astros,NYM,28,0.0,4,94,28,0,5,0,2,0,2,.179,.233,.179,.412,8,11,4.61,1.406,99,19,0,185.2,177,34,84,143,nievefe01
29,Brett Carroll,2011-03-22,Milwaukee Brewers,FLA,28,1.1,4,173,283,46,58,5,28,2,21,.205,.284,.325,.609,,,,,,,,,,,,,carrobr01
30,Chris Woodward,2011-03-13,Toronto Blue Jays,SEA,35,-0.1,11,648,1696,208,408,33,191,9,137,.241,.298,.367,.665,,,,,,,,,,,,,woodwch01
31,Jeff Baisley,2011-03-08,Los Angeles Angels of Anaheim,OAK,28,-0.3,2,,,,,,,,,,,,,,,,,,,,,,,,,baislje01
32,Wes Whisler,2011-03-08,Chicago White Sox,FLA,28,-0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,whislwe01
33,Nick Johnson,2011-03-07,Cleveland Indians,NYY,32,2.5,9,794,2611,421,705,91,387,27,511,.270,.401,.443,.844,,,,,,,,,,,,,johnsni01
34,Steven Jackson,2011-03-05,Los Angeles Dodgers,PIT,29,-0.1,2,49,1,0,0,0,0,0,0,.000,.000,.000,.000,2,4,4.31,1.528,51,0,0,54.1,55,6,28,28,jacksst01
35,Edgar Gonzalez,2011-03-02,Tampa Bay Rays,LAD,28,-0.1,7,80,63,1,11,0,2,0,0,.175,.188,.190,.378,14,25,5.88,1.560,106,41,0,323.0,391,56,113,207,gonzaed01
36,Chad Durbin,2011-03-01,Cleveland Indians,PHI,33,1.9,11,198,24,0,2,0,1,0,0,.083,.080,.083,.163,36,44,5.05,1.501,308,75,4,691.0,735,98,302,453,durbich01
37,Elizardo Ramirez,2011-03-01,Texas Rangers,TEX,28,-0.4,6,,,,,,,,,,,,,,,,,,,,,,,,,ramirel01
38,Niuman Romero,2011-03-01,Toronto Blue Jays,BOS,26,-0.2,2,12,18,3,2,0,0,0,1,.111,.158,.111,.269,,,,,,,,,,,,,romerni01
39,Jack Egbert,2011-02-26,New York Mets,NYM,28,-0.3,1,0,0,0,0,0,0,0,0,,,,,0,0,27.00,3.750,2,0,0,2.2,8,1,2,0,egberja01
40,Jésus Feliciano,2011-02-19,New York Mets,NYM,32,-0.2,1,54,108,12,25,0,3,1,6,.231,.276,.287,.563,,,,,,,,,,,,,felicje01
41,Chris Shelton,2011-02-19,New York Mets,HOU,31,0.2,6,,,,,,,,,,,,,,,,,,,,,,,,,sheltch01
42,Andy Sisco,2011-02-19,New York Yankees,SFG,28,,5,,,,,,,,,,,,,,,,,,,,,,,,,siscoan01
43,Brett Tomko,2011-02-19,Texas Rangers,OAK,38,1.1,13,307,456,23,71,0,29,0,19,.156,.189,.175,.365,100,102,4.65,1.365,389,266,2,1798.1,1883,251,572,1195,tomkobr01
44,Vladimir Guerrero HOF,2011-02-18,Baltimore Orioles,TEX,36,5.0,15,2002,7593,1268,2427,436,1433,179,720,.320,.383,.563,.946,,,,,,,,,,,,,guerrvl01
45,John Maine,2011-02-17,Colorado Rockies,NYM,30,1.2,7,101,166,10,16,1,8,0,11,.096,.161,.120,.282,41,36,4.35,1.339,108,105,0,585.2,519,79,265,492,mainejo01
