Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO,Name-additional
20,Jason Maxwell,2002-03-30,Cincinnati Reds,MIN,30,-0.3,3,110,182,20,41,3,23,4,18,.225,.294,.330,.624,,,,,,,,,,,,,maxweja01
21,Brian Meadows,2002-03-30,Pittsburgh Pirates,KCR,26,-0.4,4,80,144,12,20,0,6,0,6,.139,.172,.160,.332,36,44,5.45,1.538,105,104,0,599.1,743,95,179,260,meadobr01
22,Donzell McDonald,2002-03-28,Kansas City Royals,NYY,27,0.0,1,5,3,0,1,0,0,0,0,.333,.333,.333,.667,,,,,,,,,,,,,mcdondo01
23,C.J. Nitkowski,2002-03-28,Houston Astros,NYM,29,0.2,6,68,15,1,2,0,1,0,0,.133,.133,.133,.267,16,30,5.37,1.598,270,44,3,419.1,446,53,224,300,nitkoc.01
24,Troy O'Leary,2002-03-28,Montreal Expos,BOS,32,3.5,9,1008,3563,502,984,119,526,13,286,.276,.332,.457,.789,,,,,,,,,,,,,o'leatr01
25,Eddie Pérez,2002-03-28,Cleveland Indians,ATL,34,-0.1,7,325,850,88,219,24,104,1,50,.258,.305,.398,.703,,,,,,,,,,,,,perezed02
26,Joe Roa,2002-03-28,Philadelphia Phillies,FLA,30,,3,26,15,0,2,0,0,0,1,.133,.188,.133,.321,2,6,5.40,1.691,30,4,0,73.1,99,9,25,34,roajo01
27,Chad Allen,2002-03-27,Baltimore Orioles,MIN,27,-0.9,3,209,706,91,194,14,73,15,59,.275,.332,.401,.732,,,,,,,,,,,,,allench01
28,James Mouton,2002-03-27,Montreal Expos,MIL,33,0.4,8,723,1570,223,386,18,147,109,174,.246,.328,.337,.665,,,,,,,,,,,,,moutoja01
29,Bobby Munoz,2002-03-27,Colorado Rockies,MON,34,0.2,7,53,67,6,11,1,7,0,1,.164,.176,.239,.415,11,22,5.17,1.592,100,38,1,278.1,324,30,119,153,munozbo01
30,Trace Coquillette,2002-03-26,Pittsburgh Pirates,DET,28,-0.3,2,,,,,,,,,,,,,,,,,,,,,,,,,coquitr01
31,Jeff Frye,2002-03-25,Cincinnati Reds,TOR,35,0.3,8,667,2155,316,626,16,194,56,212,.290,.357,.386,.742,,,,,,,,,,,,,fryeje01
32,Rich Rodriguez,2002-03-25,Texas Rangers,CLE,39,-0.8,11,505,28,3,3,0,1,0,3,.107,.194,.107,.301,28,20,3.77,1.407,570,2,7,620.1,624,61,249,381,rodriri02
33,Leo Estrella,2002-03-24,Chicago Cubs,CIN,27,0.0,1,0,0,0,0,0,0,0,0,,,,,0,0,5.79,1.929,2,0,0,4.2,9,1,0,3,estrele01
34,Jesus Pena,2002-03-24,Texas Rangers,BOS,27,-0.2,2,,,,,,,,,,,,,,,,,,,,,,,,,penaje01
35,Matt Walbeck,2002-03-24,Detroit Tigers,PHI,32,-0.7,9,596,1886,200,448,27,199,13,127,.238,.287,.323,.610,,,,,,,,,,,,,walbema01
36,Ernie Young,2002-03-24,Arizona Diamondbacks,SDP,32,-0.1,6,280,781,108,175,27,90,10,85,.224,.307,.380,.687,,,,,,,,,,,,,younger02
37,Bob Scanlan,2002-03-23,Colorado Rockies,MON,35,-0.7,9,222,30,1,2,0,3,0,1,.067,.094,.067,.160,20,34,4.63,1.476,290,39,17,536.2,583,41,209,245,scanlbo01
38,Mike Thurman,2002-03-15,New York Yankees,MON,28,0.5,5,89,131,6,4,0,0,0,7,.031,.086,.031,.117,25,36,5.04,1.454,93,85,0,460.2,492,57,178,273,thurmmi01
39,Matt Miller,2002-03-11,Detroit Tigers,DET,27,-0.3,1,0,0,0,0,0,0,0,0,,,,,0,0,7.45,2.069,13,0,0,9.2,16,0,4,6,millema01
40,Felipe Lira,2002-03-08,New York Mets,PHI,30,-0.7,7,54,19,3,4,2,3,0,0,.211,.200,.526,.726,26,46,5.32,1.521,163,79,1,577.1,656,84,222,348,lirafe01
41,Rodney Myers,2002-03-08,San Diego Padres,SDP,33,0.2,6,146,15,2,3,0,1,0,0,.200,.200,.267,.467,6,4,4.99,1.548,148,1,1,207.1,225,26,96,144,myersro01
42,Jason Wood,2002-03-08,Florida Marlins,PIT,32,-0.4,2,40,68,11,15,2,9,0,5,.221,.274,.353,.627,,,,,,,,,,,,,woodja02
43,Andres Galarraga,2002-03-07,Montreal Expos,SFG,41,1.2,16,2036,7522,1128,2172,377,1341,125,534,.289,.347,.503,.850,,,,,,,,,,,,,galaran01
44,Alan Mills,2002-03-07,Montreal Expos,BAL,35,0.1,12,94,5,0,0,0,1,0,1,.000,.167,.000,.167,39,32,4.12,1.528,474,5,15,636.0,577,83,395,456,millsal01
45,Josias Manzanillo,2002-03-05,Pittsburgh Pirates,PIT,34,2.9,8,180,11,0,1,0,0,0,0,.091,.091,.091,.182,10,10,4.12,1.329,219,1,5,286.0,251,28,129,257,manzajo01
46,Curtis Pride,2002-03-05,Pittsburgh Pirates,MON,33,-0.1,7,349,706,118,181,18,76,28,79,.256,.335,.414,.749,,,,,,,,,,,,,pridecu01
47,Tim Harikkala,2002-03-04,Milwaukee Brewers,MIL,30,-0.1,3,0,0,0,0,0,0,0,0,,,,,1,2,9.15,1.694,9,1,0,20.2,26,2,9,9,harikti01
48,Rey Sanchez,2002-02-27,Boston Red Sox,ATL,34,9.3,11,1167,3821,440,1047,12,300,51,182,.274,.311,.337,.648,,,,,,,,,,,,,sanchre01
49,Don Wengert,2002-02-27,Boston Red Sox,PIT,32,-2.3,7,49,19,0,0,0,0,0,2,.000,.095,.000,.095,14,32,6.01,1.655,160,48,3,438.2,569,73,157,226,wengedo01
50,Pete Harnisch,2002-02-25,Colorado Rockies,CIN,35,4.0,14,269,513,40,66,2,29,0,12,.129,.150,.177,.327,111,103,3.89,1.296,321,318,0,1959.0,1822,223,716,1368,harnipe01
51,Trent Hubbard,2002-02-24,San Diego Padres,CHC,38,-1.2,8,377,617,106,165,15,63,23,65,.267,.340,.407,.747,,,,,,,,,,,,,hubbatr01
52,Osvaldo Fernandez,2002-02-23,Montreal Expos,CIN,35,0.8,4,78,115,1,8,0,2,0,4,.070,.108,.070,.178,19,26,4.93,1.486,76,67,0,387.0,439,43,136,208,fernaos01
53,Mark Smith,2002-02-23,Florida Marlins,MON,32,-0.1,7,381,896,117,218,29,120,15,93,.243,.319,.400,.719,,,,,,,,,,,,,smithma03
54,Hipolito Pichardo,2002-02-22,Houston Astros,BOS,32,1.0,9,17,5,0,0,0,0,0,0,.000,.000,.000,.000,50,43,4.41,1.456,349,68,20,769.1,835,54,285,394,pichahi01
55,Tim Crabtree,2002-02-21,Los Angeles Dodgers,TEX,32,1.7,7,15,1,0,0,0,0,0,0,.000,.000,.000,.000,21,22,4.20,1.482,342,0,9,394.0,434,29,150,288,crabtti01
56,Jose Mercedes,2002-02-21,Cleveland Indians,BAL,31,2.3,7,15,19,0,1,0,0,0,0,.053,.100,.053,.153,33,39,4.82,1.440,140,79,0,575.2,611,75,218,307,mercejo02
57,Bill Simas,2002-02-20,Detroit Tigers,CHW,30,2.9,6,,,,,,,,,,,,,,,,,,,,,,,,,simasbi01
58,Ed Sprague,2002-02-20,Texas Rangers,SEA,34,0.7,11,1203,4095,506,1010,152,558,6,358,.247,.318,.419,.737,,,,,,,,,,,,,spraged02
59,Ed Vosberg,2002-02-19,Montreal Expos,PHI,40,-0.1,9,102,2,0,0,0,0,0,0,.000,.000,.000,.000,10,15,4.26,1.528,262,3,13,232.1,247,21,108,179,vosbeed01
60,Tim Raines HOF,2002-02-18,Florida Marlins,BAL,42,0.9,22,2404,8783,1562,2588,169,973,808,1308,.295,.386,.427,.812,,,,,,,,,,,,,raineti01
61,Mandy Romero,2002-02-18,Pittsburgh Pirates,OAK,34,,2,39,70,10,13,2,5,1,6,.186,.250,.286,.536,,,,,,,,,,,,,romerma01
62,Sandy Martinez,2002-02-17,Montreal Expos,MON,31,-0.6,7,214,558,39,130,6,51,1,37,.233,.286,.337,.623,,,,,,,,,,,,,martisa01
63,Ron Villone,2002-02-16,Pittsburgh Pirates,HOU,32,-0.2,7,155,110,4,11,0,4,0,1,.100,.108,.118,.226,29,31,4.91,1.557,274,57,5,566.0,560,72,321,443,villoro01
64,David Newhan,2002-02-15,Los Angeles Dodgers,PHI,28,-0.3,3,63,86,17,14,3,9,2,10,.163,.247,.302,.550,,,,,,,,,,,,,newhada01
65,Mark Johnson,2002-02-14,Milwaukee Brewers,DET,27,-0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,johnsma05
66,Pedro Swann,2002-02-14,Toronto Blue Jays,ATL,31,-0.1,1,4,2,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,,,,swannpe01
67,Justin Thompson,2002-02-14,Texas Rangers,TEX,29,1.5,4,5,14,1,1,0,0,0,0,.071,.071,.071,.143,36,43,3.98,1.335,101,101,0,647.0,629,71,235,427,thompju02
68,Rickey Henderson HOF,2002-02-13,Boston Red Sox,SDP,43,3.0,23,2979,10710,2248,3000,290,1094,1395,2141,.280,.402,.420,.823,,,,,,,,,,,,,henderi01
69,Bobby Chouinard,2002-02-12,Colorado Rockies,COL,30,1.1,5,95,8,1,1,0,0,0,0,.125,.125,.125,.250,11,8,4.57,1.448,111,13,1,181.0,197,26,65,110,chouibo01
70,Todd Erdos,2002-02-12,Boston Red Sox,BOS,28,-0.1,5,35,3,0,0,0,0,0,0,.000,.000,.000,.000,2,0,5.57,1.601,63,0,2,93.2,105,12,45,58,erdosto01
71,Mike Lansing,2002-02-12,Cleveland Indians,BOS,34,-1.3,9,1110,4150,554,1124,84,440,119,299,.271,.324,.401,.725,,,,,,,,,,,,,lansimi01
72,Mike Mohler,2002-02-12,Los Angeles Dodgers,ARI,33,-0.9,9,89,4,0,1,0,0,0,0,.250,.250,.250,.500,14,27,4.99,1.583,347,20,10,417.0,428,45,232,281,mohlemi01
73,Micah Franklin,2002-02-11,Arizona Diamondbacks,MIL,30,,4,,,,,,,,,,,,,,,,,,,,,,,,,frankmi01
74,Marc Wilkins,2002-02-11,Tampa Bay Devil Rays,PIT,31,0.4,6,239,20,1,3,0,2,0,2,.150,.227,.150,.377,19,14,4.28,1.469,245,2,3,294.2,278,23,155,218,wilkima01
75,Ken Huckaby,2002-02-10,Toronto Blue Jays,ARI,31,0.0,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,,,,huckake01
76,Bruce Aven,2002-02-09,Cleveland Indians,LAD,30,1.7,4,252,592,84,164,20,103,5,53,.277,.344,.441,.785,,,,,,,,,,,,,avenbr01
77,Israel Alcantara,2002-02-08,Milwaukee Brewers,BOS,29,0.0,2,35,83,12,23,4,10,1,6,.277,.326,.446,.772,,,,,,,,,,,,,alcanis01
78,Midre Cummings,2002-02-08,Milwaukee Brewers,ARI,30,0.5,9,436,1057,126,271,20,117,8,89,.256,.316,.381,.698,,,,,,,,,,,,,cummimi01
79,Al Martin,2002-02-08,St. Louis Cardinals,SEA,34,3.4,10,1132,4004,645,1112,129,459,171,373,.278,.341,.449,.790,,,,,,,,,,,,,martial03
80,Omar Olivares,2002-02-08,Cleveland Indians,PIT,34,1.8,12,221,242,25,58,5,29,0,6,.240,.257,.351,.608,77,86,4.67,1.485,349,229,4,1591.2,1678,159,685,853,olivaom01
81,Tim Bogar,2002-02-07,Colorado Rockies,LAD,35,-0.5,9,701,1516,180,345,24,161,13,143,.228,.298,.332,.631,,,,,,,,,,,,,bogarti01
82,Dave Berg,2002-02-06,Toronto Blue Jays,FLA,31,1.8,4,354,911,109,249,10,83,8,92,.273,.343,.373,.716,,,,,,,,,,,,,bergda01
83,Jeff Abbott,2002-02-05,Boston Red Sox,FLA,29,-0.7,5,233,596,82,157,18,83,6,38,.263,.307,.416,.724,,,,,,,,,,,,,abbotje01
84,Manny Aybar,2002-02-05,San Francisco Giants,TBD,30,-0.7,5,163,69,6,13,1,5,0,2,.188,.211,.232,.443,16,18,5.14,1.496,168,28,3,348.1,362,43,159,233,aybarma01
85,Jon Nunnally,2002-02-05,Kansas City Royals,KCR,30,-0.1,6,,,,,,,,,,,,,,,,,,,,,,,,,nunnajo01
86,Manny Alexander,2002-02-04,New York Yankees,SEA,31,-0.5,8,540,1198,161,280,15,108,37,81,.234,.285,.328,.613,,,,,,,,,,,,,alexama02
87,Brad Clontz,2002-02-04,San Diego Padres,ATL,31,0.9,6,,,,,,,,,,,,,,,,,,,,,,,,,clontbr01
88,David Lee,2002-02-03,Minnesota Twins,SDP,29,2.1,3,80,6,1,1,0,0,0,0,.167,.167,.167,.333,4,2,4.09,1.616,84,0,1,103.1,105,13,62,86,leeda01
89,Ricky Bones,2002-02-01,Los Angeles Dodgers,FLA,33,-0.4,11,141,20,3,2,0,3,0,3,.100,.200,.100,.300,63,82,4.85,1.475,375,164,1,1278.1,1422,167,464,564,bonesri01
90,Robinson Cancel,2002-02-01,Oakland Athletics,MIL,26,-0.4,1,15,44,5,8,0,5,0,2,.182,.234,.227,.461,,,,,,,,,,,,,cancero01
91,Brooks Kieschnick,2002-02-01,Cleveland Indians,COL,30,-0.4,4,113,173,20,38,8,27,1,19,.220,.297,.405,.701,,,,,,,,,,,,,kiescbr01
92,Kenny Lofton,2002-02-01,Chicago White Sox,CLE,35,10.9,11,1366,5439,1050,1642,92,551,479,663,.302,.377,.425,.802,,,,,,,,,,,,,loftoke01
93,Rudy Seanez,2002-02-01,Texas Rangers,ATL,33,1.9,10,203,4,1,0,0,0,0,1,.000,.200,.000,.200,16,13,4.32,1.400,242,0,11,245.2,214,24,130,238,seaneru01
94,Chris Widger,2002-02-01,New York Yankees,SEA,31,1.1,6,467,1426,143,342,50,183,10,112,.240,.298,.410,.709,,,,,,,,,,,,,widgech01
95,Pat Mahomes,2002-01-31,Chicago Cubs,TEX,31,0.8,9,95,34,5,10,0,4,0,1,.294,.314,.412,.726,41,37,5.57,1.599,283,60,5,654.0,683,111,363,416,mahompa01
96,Donne Wall,2002-01-31,Anaheim Angels,NYM,34,1.8,7,209,68,6,12,0,1,0,3,.176,.211,.191,.402,31,28,4.09,1.322,217,37,2,453.0,451,59,148,309,walldo01
97,James Baldwin,2002-01-30,Seattle Mariners,LAD,30,6.8,7,21,39,1,3,0,2,0,0,.077,.077,.154,.231,72,59,4.98,1.450,196,177,0,1095.0,1176,160,412,719,baldwja01
98,Deivi Cruz,2002-01-30,San Diego Padres,DET,29,4.3,5,703,2405,258,652,37,277,12,69,.271,.293,.390,.683,,,,,,,,,,,,,cruzde01
99,Aaron Holbert,2002-01-30,Seattle Mariners,TOR,29,,1,1,3,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,,,,holbeaa01
100,Pokey Reese,2002-01-30,Pittsburgh Pirates,BOS,29,5.6,5,604,2061,279,516,36,180,120,159,.250,.308,.363,.671,,,,,,,,,,,,,reesepo01
101,John Valentin,2002-01-30,New York Mets,BOS,35,0.8,10,991,3709,596,1043,121,528,47,441,.281,.361,.460,.821,,,,,,,,,,,,,valenjo02
102,Mike James,2002-01-29,Colorado Rockies,STL,34,0.3,6,92,2,1,0,0,0,0,0,.000,.000,.000,.000,16,14,3.60,1.378,275,0,11,302.2,273,28,144,237,jamesmi01
103,Ricky Ledee,2002-01-29,Philadelphia Phillies,TEX,28,-0.4,4,345,1038,150,254,25,165,23,117,.245,.322,.398,.720,,,,,,,,,,,,,ledeeri01
104,Dan Miceli,2002-01-29,Texas Rangers,COL,31,-0.1,9,363,19,0,1,0,0,0,0,.053,.053,.053,.105,33,36,4.72,1.449,439,9,32,494.0,494,64,222,449,micelda01
105,Julio Mosquera,2002-01-29,Texas Rangers,NYY,30,,2,11,30,2,7,0,2,0,0,.233,.258,.333,.591,,,,,,,,,,,,,mosquju01
106,Bo Porter,2002-01-29,Colorado Rockies,TEX,29,-0.6,3,89,126,23,27,2,8,3,13,.214,.284,.333,.617,,,,,,,,,,,,,portebo03
107,Luis Saturria,2002-01-29,St. Louis Cardinals,STL,25,-0.1,2,25,10,1,1,0,1,1,1,.100,.182,.200,.382,,,,,,,,,,,,,saturlu01
108,Larry Sutton,2002-01-29,Oakland Athletics,MIN,32,-0.7,5,237,548,60,132,11,74,4,53,.241,.307,.350,.657,,,,,,,,,,,,,suttola01
109,Bryan Ward,2002-01-29,Chicago Cubs,BOS,30,-0.4,3,,,,,,,,,,,,,,,,,,,,,,,,,wardbr01
110,Ron Coomer,2002-01-28,New York Yankees,CHC,35,0.0,7,787,2746,308,758,85,417,13,161,.276,.315,.426,.740,,,,,,,,,,,,,coomero01
111,Mike Kinkade,2002-01-28,Los Angeles Dodgers,BAL,29,-0.2,4,97,217,24,56,6,23,3,17,.258,.329,.387,.716,,,,,,,,,,,,,kinkami01
112,John Mabry,2002-01-28,Philadelphia Phillies,FLA,31,-2.1,8,813,2361,264,640,55,285,6,180,.271,.325,.398,.723,0,0,63.00,10.000,2,0,0,1.0,6,0,4,0,mabryjo01
113,Tom Martin,2002-01-28,Tampa Bay Devil Rays,NYM,32,-0.6,5,69,6,0,0,0,0,0,0,.000,.000,.000,.000,8,5,5.32,1.627,120,0,2,130.1,149,14,63,86,martito02
114,Ismael Valdez,2002-01-28,Texas Rangers,ANA,28,4.7,8,191,327,14,40,1,11,4,10,.122,.148,.147,.295,72,74,3.70,1.266,224,197,1,1295.2,1264,146,376,930,valdeis01
115,Andy Barkett,2002-01-25,Tampa Bay Devil Rays,PIT,29,0.2,1,17,46,5,14,1,3,1,4,.304,.373,.413,.786,,,,,,,,,,,,,barkean01
116,David Bell,2002-01-25,San Francisco Giants,SEA,29,5.6,7,726,2383,293,608,61,278,14,179,.255,.309,.396,.705,,,,,,,,,,,,,bellda01
117,Chris Clapinski,2002-01-25,Los Angeles Dodgers,FLA,30,0.4,2,,,,,,,,,,,,,,,,,,,,,,,,,clapich01
118,Matt Stairs,2002-01-25,Milwaukee Brewers,CHC,34,3.0,9,818,2485,398,658,140,470,21,358,.265,.359,.495,.854,,,,,,,,,,,,,stairma01
119,Brian Boehringer,2002-01-24,Pittsburgh Pirates,SFG,33,1.6,7,119,30,0,2,0,2,0,3,.067,.152,.100,.252,16,23,4.36,1.525,203,21,2,367.1,366,46,194,300,boehrbr01
120,Kevin Brown,2002-01-24,Tampa Bay Devil Rays,MIL,29,0.2,6,83,188,30,48,7,31,0,14,.255,.313,.452,.765,,,,,,,,,,,,,brownke04
121,Robert Ellis,2002-01-24,Los Angeles Dodgers,ARI,31,-0.4,2,17,26,2,4,0,1,0,1,.154,.185,.154,.339,6,5,5.47,1.485,22,17,0,97.0,106,12,38,46,ellisro02
122,Hector Carrasco,2002-01-23,Texas Rangers,MIN,32,1.6,8,213,18,0,1,0,0,0,0,.056,.056,.056,.111,28,36,4.17,1.473,458,1,15,567.0,556,40,279,455,carrahe01
123,Chris Fussell,2002-01-23,Kansas City Royals,KCR,26,-1.4,3,,,,,,,,,,,,,,,,,,,,,,,,,fussech01
124,Michael Jackson,2002-01-23,Minnesota Twins,HOU,37,1.4,15,367,28,3,5,0,1,0,1,.179,.207,.250,.457,58,64,3.35,1.201,902,7,142,1086.2,869,115,436,951,jacksmi02
125,Steve Reed,2002-01-23,San Diego Padres,ATL,37,1.8,10,440,21,0,3,0,0,0,0,.143,.143,.143,.286,38,26,3.67,1.247,607,0,17,641.2,583,84,217,488,reedst01
126,Alberto Reyes,2002-01-23,Pittsburgh Pirates,LAD,32,0.9,7,100,10,2,2,0,0,0,0,.200,.200,.200,.400,15,8,4.22,1.407,192,0,3,236.2,207,31,126,225,reyesal01
127,Chan Perry,2002-01-22,Kansas City Royals,ATL,29,-0.3,1,13,14,1,1,0,0,0,0,.071,.071,.071,.143,,,,,,,,,,,,,perrych01
128,Jay Tessmer,2002-01-22,New York Yankees,MIL,30,-0.4,3,0,0,0,0,0,0,0,0,,,,,1,0,7.77,1.727,20,0,0,22.0,29,5,9,14,tessmja01
129,Tony Tarasco,2002-01-21,New York Mets,NYM,31,-0.5,7,397,910,136,217,28,103,37,98,.238,.313,.387,.700,,,,,,,,,,,,,tarasto01
130,Mike Bell,2002-01-20,Colorado Rockies,COL,27,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,bellmi02
131,Rick Helling,2002-01-20,Arizona Diamondbacks,TEX,31,9.3,8,42,39,1,3,0,0,0,0,.077,.077,.077,.154,72,58,4.75,1.408,201,171,0,1111.2,1129,177,436,766,helliri01
132,Pedro Santana,2002-01-20,Cincinnati Reds,DET,25,0.0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,santape01
133,Dan Wheeler,2002-01-20,Atlanta Braves,TBD,24,0.2,3,0,0,0,0,0,0,0,0,,,,,2,5,6.43,1.724,30,8,0,71.1,94,12,29,61,wheelda01
134,Horacio Estrada,2002-01-19,Arizona Diamondbacks,COL,26,-0.6,3,15,9,1,1,0,0,0,0,.111,.111,.111,.222,4,1,7.50,2.028,15,4,0,36.0,48,10,25,22,estraho01
135,Ron Gant,2002-01-18,San Diego Padres,OAK,37,4.6,14,1713,6099,1018,1564,302,945,239,732,.256,.337,.468,.805,,,,,,,,,,,,,gantro01
136,Marcus Jensen,2002-01-18,Milwaukee Brewers,TEX,29,0.0,6,129,308,31,59,5,25,0,46,.192,.297,.299,.595,,,,,,,,,,,,,jensema01
137,Jamie Arnold,2002-01-17,Houston Astros,SFG,28,-1.4,2,,,,,,,,,,,,,,,,,,,,,,,,,arnolja01
138,David Wells,2002-01-17,New York Yankees,CHW,39,9.1,15,17,46,2,6,0,0,0,0,.130,.130,.130,.261,166,114,4.08,1.255,495,325,13,2407.1,2462,285,559,1635,wellsda01
139,Scott Winchester,2002-01-17,Montreal Expos,CIN,29,-0.3,4,35,26,0,3,0,1,0,0,.115,.148,.115,.264,3,8,5.42,1.582,38,17,0,116.1,149,21,35,55,winchsc01
140,Eric Young Sr.,2002-01-17,Milwaukee Brewers,CHC,35,5.9,10,1237,4524,762,1307,55,427,377,489,.289,.365,.395,.760,,,,,,,,,,,,,younger01
141,Pedro Astacio,2002-01-16,New York Mets,HOU,33,10.1,10,305,562,24,73,0,26,0,4,.130,.139,.144,.283,103,96,4.50,1.360,308,265,0,1742.2,1798,218,572,1366,astacpe01
142,Alan Benes,2002-01-16,Chicago Cubs,STL,30,-0.4,6,97,125,6,21,0,8,0,2,.168,.181,.216,.397,27,23,4.42,1.410,101,59,0,431.1,414,54,194,349,benesal01
143,Bryce Florie,2002-01-16,Oakland Athletics,DET,32,0.1,8,109,9,0,1,0,0,0,2,.111,.273,.111,.384,20,24,4.47,1.505,261,29,2,493.2,500,46,243,395,floribr01
144,Chan Ho Park,2002-01-16,Texas Rangers,LAD,29,10.1,8,214,341,23,58,2,23,0,16,.170,.206,.238,.444,80,54,3.80,1.319,221,176,0,1183.2,1001,124,560,1098,parkch01
145,Anthony Shumaker,2002-01-16,Chicago Cubs,BAL,29,-0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,shumaan01
146,Terry Adams,2002-01-15,Philadelphia Phillies,LAD,29,2.7,7,375,52,2,2,0,1,0,4,.038,.105,.058,.163,37,43,4.04,1.448,385,22,39,581.1,581,40,261,484,adamste01
147,Cliff Brumbaugh,2002-01-15,Colorado Rockies,COL,28,-0.8,1,21,46,6,10,1,4,0,3,.217,.265,.326,.591,,,,,,,,,,,,,brumbcl01
148,Chris Holt,2002-01-15,Colorado Rockies,DET,30,2.7,5,102,177,12,16,0,6,0,8,.090,.134,.102,.236,28,51,4.76,1.501,133,112,1,736.2,853,69,253,426,holtch01
149,Jason Jacome,2002-01-15,Houston Astros,ARI,31,,7,,,,,,,,,,,,,,,,,,,,,,,,,jacomja01
150,Kurt Abbott,2002-01-14,Minnesota Twins,ATL,33,-1.0,9,702,2044,273,523,62,242,22,133,.256,.305,.423,.728,,,,,,,,,,,,,abbotku01
151,Jeff Branson,2002-01-14,Los Angeles Dodgers,LAD,35,-0.2,9,694,1555,173,383,34,156,9,122,.246,.300,.372,.672,,,,,,,,,,,,,bransje01
