Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO,Name-additional
11,Zach McAllister,2019-04-04,Los Angeles Dodgers,LAD,31,1.7,8,19,6,0,1,0,0,0,0,.167,.167,.167,.333,29,35,4.09,1.388,280,68,1,591.2,622,69,199,542,mcallza01
12,Brett Nicholas,2019-04-04,Chicago White Sox,SDP,30,-0.2,2,,,,,,,,,,,,,,,,,,,,,,,,,nichobr01
13,Cliff Pennington,2019-04-04,New York Yankees,TEX,35,0.8,11,971,2799,324,678,36,242,84,266,.242,.309,.339,.648,0,0,9.00,3.000,1,0,0,1.0,1,0,2,1,pennicl01
14,Junichi Tazawa,2019-04-04,Chicago Cubs,LAA,33,-1.2,9,90,1,0,0,0,0,0,0,.000,.000,.000,.000,21,26,4.12,1.320,388,4,4,395.1,413,49,109,374,tazawju01
15,Ryan Flaherty,2019-04-01,Cleveland Indians,ATL,32,-0.6,7,533,1303,148,281,37,141,10,112,.216,.286,.347,.633,,,,,,,,,,,,,flahery01
16,Anthony Bass,2019-03-28,Cincinnati Reds,CHC,31,-0.1,7,89,38,3,4,0,6,1,0,.105,.105,.158,.263,5,9,4.51,1.406,147,18,3,299.1,311,30,110,202,bassan01
17,Jake Elmore,2019-03-28,Pittsburgh Pirates,CHW,32,-0.7,5,197,418,34,90,4,33,4,48,.215,.297,.280,.577,,,,,,,,,,,,,elmorja01
18,Bryan Holaday,2019-03-28,Miami Marlins,MIA,31,0.0,7,225,556,53,130,6,62,1,28,.234,.274,.320,.594,0,0,8.10,1.200,3,0,0,3.1,4,1,0,1,holadbr01
19,Adam Rosales,2019-03-28,Minnesota Twins,CLE,36,1.9,11,651,1621,186,367,48,179,17,135,.226,.291,.365,.656,,,,,,,,,,,,,rosalad01
20,Mason Williams,2019-03-28,Baltimore Orioles,CIN,27,-0.2,4,76,187,20,54,3,12,3,10,.289,.325,.396,.721,,,,,,,,,,,,,willima10
21,Eric Young Jr.,2019-03-28,Seattle Mariners,LAA,34,0.3,10,651,1725,275,422,13,112,162,147,.245,.312,.332,.643,,,,,,,,,,,,,younger03
22,Brandon Guyer,2019-03-27,Chicago White Sox,CLE,33,1.7,7,517,1291,184,323,32,137,22,91,.250,.339,.388,.727,0,0,0.00,0.000,1,0,0,1.0,0,0,0,0,guyerbr01
23,Dixon Machado,2019-03-27,Chicago Cubs,DET,27,-1.2,4,172,458,44,104,2,37,3,34,.227,.285,.295,.579,,,,,,,,,,,,,machadi01
24,René Rivera,2019-03-27,New York Mets,ATL,35,1.4,10,506,1402,110,309,40,164,1,86,.220,.271,.353,.624,,,,,,,,,,,,,riverre01
25,Jordan Patterson,2019-03-26,Toronto Blue Jays,CIN,27,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,pattejo03
26,John Axford,2019-03-25,Toronto Blue Jays,LAD,36,0.5,10,354,1,0,0,0,0,0,0,.000,.000,.000,.000,38,34,3.87,1.414,543,1,144,525.1,483,50,260,589,axforjo01
27,Drew Butera,2019-03-25,Colorado Rockies,COL,35,-0.9,9,497,1223,112,246,19,111,0,82,.201,.258,.299,.558,0,0,8.31,2.077,6,0,0,4.1,5,1,4,4,buterdr01
28,Alcides Escobar,2019-03-25,Chicago White Sox,KCR,32,-2.1,11,1437,5307,605,1367,41,442,174,231,.258,.293,.343,.636,,,,,,,,,,,,,escobal02
29,Daniel Hudson,2019-03-25,Toronto Blue Jays,LAD,32,-1.0,9,282,108,7,24,1,21,0,5,.222,.261,.296,.557,40,32,3.99,1.270,310,60,9,619.2,591,63,196,545,hudsoda01
30,Andrew Romine,2019-03-25,Philadelphia Phillies,SEA,33,-0.8,9,581,1198,149,282,10,81,40,82,.235,.291,.301,.591,0,0,12.71,2.647,7,0,0,5.2,10,3,5,1,rominan01
31,Tim Collins,2019-03-24,Chicago Cubs,WSN,29,0.2,5,51,1,0,0,0,0,0,0,.000,.000,.000,.000,12,17,3.62,1.412,266,0,0,233.2,197,23,133,241,colliti01
32,Justin Grimm,2019-03-24,Los Angeles Dodgers,SEA,30,-1.5,7,249,7,0,0,0,0,0,0,.000,.000,.000,.000,20,23,4.98,1.402,306,19,4,356.0,345,44,154,361,grimmju01
33,Matt Joyce,2019-03-24,Atlanta Braves,OAK,34,3.6,11,1182,3336,483,802,138,459,34,489,.240,.339,.431,.770,,,,,,,,,,,,,joycema01
34,Alex Wilson,2019-03-24,Milwaukee Brewers,DET,32,3.9,6,20,0,0,0,0,0,0,0,,,,,13,13,3.23,1.188,290,1,4,320.2,300,28,81,213,wilsoal01
35,Rubén Tejada,2019-03-23,New York Mets,BAL,29,-0.6,8,657,2110,224,530,10,158,16,202,.251,.325,.318,.643,,,,,,,,,,,,,tejadru01
36,Lucas Duda,2019-03-21,Kansas City Royals,ATL,33,2.1,9,919,2993,380,723,152,455,6,383,.242,.337,.452,.789,,,,,,,,,,,,,dudalu01
37,Josh Tomlin,2019-03-21,Atlanta Braves,CLE,34,1.0,9,14,19,2,7,0,1,0,0,.368,.368,.421,.789,61,53,4.77,1.226,183,144,0,898.2,969,167,133,612,tomlijo01
38,Carlos González,2019-03-19,Cleveland Indians,COL,33,2.8,11,1332,4888,800,1403,231,775,122,430,.287,.345,.506,.851,,,,,,,,,,,,,gonzaca01
39,Jason Adam,2019-03-17,Toronto Blue Jays,KCR,27,-0.2,1,1,0,0,0,0,0,0,0,,,,,0,3,6.12,1.392,31,0,0,32.1,30,9,15,37,adamja01
40,Anthony Gose,2019-03-17,Cleveland Indians,TEX,28,-0.3,5,372,1128,155,271,12,69,57,101,.240,.309,.348,.656,,,,,,,,,,,,,gosean01
41,Travis Taijeron,2019-03-16,New York Mets,LAD,30,-0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,taijetr01
42,Chris Dominguez,2019-03-14,Washington Nationals,WSN,32,,4,,,,,,,,,,,,,,,,,,,,,,,,,dominch01
43,Tony Sipp,2019-03-14,Washington Nationals,HOU,35,0.5,10,84,1,0,0,0,0,0,0,.000,.000,.000,.000,25,20,3.67,1.239,580,0,7,482.2,386,73,212,513,sippto01
44,Tyler Goeddel,2019-03-13,Washington Nationals,LAD,26,-1.2,2,,,,,,,,,,,,,,,,,,,,,,,,,goeddty01
45,Collin Cowgill,2019-03-12,Washington Nationals,PHI,33,-0.2,7,,,,,,,,,,,,,,,,,,,,,,,,,cowgico01
46,Adam Jones,2019-03-11,Arizona Diamondbacks,BAL,33,4.8,13,1686,6524,897,1813,266,878,95,309,.278,.318,.456,.774,,,,,,,,,,,,,jonesad01
47,Martín Maldonado,2019-03-11,Kansas City Royals,HOU,32,2.9,8,612,1767,171,388,51,193,2,130,.220,.289,.350,.639,,,,,,,,,,,,,maldoma01
48,Cameron Rupp,2019-03-09,Detroit Tigers,SEA,30,2.1,5,,,,,,,,,,,,,,,,,,,,,,,,,ruppca01
49,Wilkin Castillo,2019-03-08,Miami Marlins,NYY,35,,2,22,35,6,11,0,2,0,1,.314,.333,.343,.676,,,,,,,,,,,,,castiwi01
50,Carlos Gómez,2019-03-07,New York Mets,TBR,33,2.0,12,1427,4638,665,1172,142,536,264,312,.253,.313,.412,.726,0,0,81.00,12.000,1,0,0,0.1,0,0,4,0,gomezca01
51,Bud Norris,2019-03-07,Toronto Blue Jays,STL,34,1.0,10,227,204,10,32,0,12,0,7,.157,.191,.191,.382,67,90,4.45,1.396,355,188,47,1221.1,1220,156,485,1153,norribu01
52,Clay Buchholz,2019-03-05,Toronto Blue Jays,ARI,34,2.3,12,29,46,0,4,0,1,0,2,.087,.125,.109,.234,88,64,3.86,1.290,224,206,0,1273.1,1200,126,442,985,buchhcl01
53,Bryce Harper,2019-03-02,Philadelphia Phillies,WSN,26,8.1,7,927,3306,610,922,184,521,75,585,.279,.388,.512,.900,,,,,,,,,,,,,harpebr03
54,Nick Vincent,2019-03-01,San Francisco Giants,SEA,32,2.2,7,169,2,0,0,0,0,0,0,.000,.000,.000,.000,20,17,3.17,1.108,352,1,4,332.0,286,29,82,332,vinceni01
55,Adam Warren,2019-03-01,San Diego Padres,SEA,31,1.8,7,49,6,0,0,0,0,0,0,.000,.000,.000,.000,26,23,3.42,1.221,298,21,6,463.2,407,47,159,403,warread01
56,Sean Nolin,2019-02-28,Chicago White Sox,COL,29,,3,0,0,0,0,0,0,0,0,,,,,1,3,6.89,1.787,8,7,0,31.1,43,6,13,15,nolinse01
57,Chris Rowley,2019-02-28,San Diego Padres,TEX,28,-0.6,2,0,0,0,0,0,0,0,0,,,,,1,3,7.91,1.914,8,3,0,19.1,26,5,11,11,rowlech01
58,Matt Wieters,2019-02-27,St. Louis Cardinals,WSN,33,1.4,10,1081,3791,422,953,135,519,8,353,.251,.315,.410,.725,,,,,,,,,,,,,wietema01
59,Logan Forsythe,2019-02-26,Texas Rangers,MIN,32,5.3,8,857,2769,349,686,63,266,40,295,.248,.327,.372,.700,,,,,,,,,,,,,forsylo01
60,Marwin Gonzalez,2019-02-25,Minnesota Twins,HOU,30,7.5,7,795,2466,303,650,76,292,37,179,.264,.318,.419,.737,,,,,,,,,,,,,gonzama01
61,Casey Coleman,2019-02-24,New York Mets,CHC,31,,8,,,,,,,,,,,,,,,,,,,,,,,,,colemca01
62,Damien Magnifico,2019-02-24,Arizona Diamondbacks,PIT,28,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,magnida01
63,Tyler Clippard,2019-02-23,Cleveland Indians,TOR,34,2.4,12,473,15,0,3,0,0,0,0,.200,.200,.267,.467,52,46,3.16,1.127,698,9,68,754.0,540,98,310,841,clippty01
64,Josh Harrison,2019-02-23,Detroit Tigers,PIT,31,6.1,8,842,2787,363,773,52,269,75,120,.277,.317,.408,.725,0,0,0.00,0.000,1,0,0,0.1,0,0,0,0,harrijo05
65,José Iglesias,2019-02-23,Cincinnati Reds,DET,29,5.0,7,656,2202,247,594,21,188,46,112,.270,.315,.363,.678,,,,,,,,,,,,,iglesjo01
66,Ervin Santana,2019-02-23,Chicago White Sox,MIN,36,8.3,14,46,103,11,13,0,8,0,2,.126,.143,.155,.298,149,125,4.06,1.269,384,381,0,2408.0,2307,316,748,1921,santaer01
67,Preston Tucker,2019-02-23,Chicago White Sox,ATL,28,-1.4,3,243,600,65,133,23,68,0,41,.222,.281,.403,.684,,,,,,,,,,,,,tuckepr01
68,Manny Machado,2019-02-21,San Diego Padres,LAD,26,17.3,7,926,3720,522,1050,175,513,53,296,.282,.335,.487,.822,,,,,,,,,,,,,machama01
69,Trevor Plouffe,2019-02-21,Philadelphia Phillies,PHI,33,-0.6,9,830,2933,364,710,106,379,12,246,.242,.304,.410,.714,,,,,,,,,,,,,plouftr01
70,Derek Dietrich,2019-02-19,Cincinnati Reds,MIA,29,3.3,6,608,1879,268,477,60,204,5,144,.254,.335,.422,.757,,,,,,,,,,,,,dietrde01
71,Nick Hundley,2019-02-19,Oakland Athletics,SFG,35,0.8,11,943,3027,314,752,91,371,15,217,.248,.300,.406,.706,,,,,,,,,,,,,hundlni01
72,Mike Moustakas,2019-02-19,Milwaukee Brewers,MIL,30,4.4,8,988,3611,408,908,147,474,15,263,.251,.307,.431,.737,,,,,,,,,,,,,moustmi01
73,Tyler Pill,2019-02-19,Texas Rangers,LAD,29,-0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,pillty01
74,Ramón Torres,2019-02-19,Chicago White Sox,KCR,26,-0.4,2,42,102,13,23,0,5,1,5,.225,.269,.265,.533,,,,,,,,,,,,,torrera01
75,Luke Bard,2019-02-18,Los Angeles Angels,MIN,28,0.0,1,0,0,0,0,0,0,0,0,,,,,0,0,5.40,1.286,8,0,0,11.2,10,4,5,13,bardlu01
76,Rookie Davis,2019-02-18,Pittsburgh Pirates,CIN,26,-0.8,1,7,6,0,1,0,0,0,0,.167,.286,.333,.619,1,3,8.63,2.167,7,6,0,24.0,38,7,14,20,davisro03
77,Adeiny Hechavarria,2019-02-18,New York Mets,NYY,30,2.0,7,811,2809,270,714,28,238,32,145,.254,.290,.345,.635,,,,,,,,,,,,,hechaad01
78,Yangervis Solarte,2019-02-18,San Francisco Giants,TOR,31,3.6,5,642,2334,273,605,74,300,6,185,.259,.317,.410,.728,,,,,,,,,,,,,solarya01
79,Aaron Loup,2019-02-17,San Diego Padres,PHI,31,1.0,7,29,1,0,0,0,0,0,0,.000,.000,.000,.000,12,20,3.49,1.271,378,0,6,322.2,311,25,99,299,loupaa01
80,Adam Moore,2019-02-16,Texas Rangers,TBR,35,-0.1,9,104,292,21,58,7,23,2,13,.199,.239,.312,.550,,,,,,,,,,,,,mooread01
81,Robbie Grossman,2019-02-15,Oakland Athletics,MIN,29,2.8,6,537,1776,239,455,36,193,20,265,.256,.355,.378,.732,,,,,,,,,,,,,grossro01
82,Sergio Romo,2019-02-15,Miami Marlins,TBR,36,1.5,11,533,7,0,0,0,0,0,0,.000,.000,.000,.000,38,31,2.86,1.006,643,5,109,562.2,438,59,128,632,romose01
83,Xavier Cedeño,2019-02-14,Chicago Cubs,MIL,32,0.9,8,96,1,0,0,0,0,0,0,.000,.000,.000,.000,10,7,3.69,1.366,249,0,3,175.2,171,16,69,174,cedenxa01
84,Andrew Faulkner,2019-02-14,Los Angeles Dodgers,BAL,26,-0.3,3,,,,,,,,,,,,,,,,,,,,,,,,,faulkan01
85,Tim Federowicz,2019-02-14,Cleveland Indians,CIN,31,-0.2,7,134,331,25,66,8,32,0,20,.199,.247,.323,.570,,,,,,,,,,,,,federti01
86,Craig Gentry,2019-02-14,San Francisco Giants,BAL,35,0.9,10,601,1242,180,325,7,104,94,102,.262,.333,.339,.672,,,,,,,,,,,,,gentrcr01
87,Gerardo Parra,2019-02-14,San Francisco Giants,COL,32,-1.4,10,1347,4487,582,1248,79,474,88,293,.278,.325,.405,.730,,,,,,,,,,,,,parrage01
88,Stephen Vogt,2019-02-14,San Francisco Giants,MIL,34,1.7,6,521,1643,181,413,57,218,1,139,.251,.310,.416,.726,,,,,,,,,,,,,vogtst01
89,Asher Wojciechowski,2019-02-14,Cleveland Indians,CHW,30,-1.1,2,23,14,0,1,0,0,0,0,.071,.071,.071,.143,4,4,6.64,1.525,30,11,0,78.2,94,16,26,80,wojcias01
90,Brett Anderson,2019-02-13,Oakland Athletics,OAK,31,-0.6,10,53,79,1,8,0,5,0,6,.101,.165,.139,.304,46,52,4.09,1.341,157,145,3,821.1,884,78,217,592,anderbr04
91,Jake Diekman,2019-02-13,Kansas City Royals,ARI,32,1.5,7,209,0,0,0,0,0,0,0,,,,,14,15,3.75,1.397,365,0,7,312.0,267,20,169,383,diekmja01
92,Jandel Gustave,2019-02-13,San Francisco Giants,HOU,26,0.0,2,0,0,0,0,0,0,0,0,,,,,1,0,3.98,1.426,20,0,0,20.1,18,2,11,18,gustaja01
93,Caleb Joseph,2019-02-13,Arizona Diamondbacks,BAL,33,1.1,5,402,1217,126,272,31,122,2,71,.224,.271,.353,.623,,,,,,,,,,,,,josepca01
94,Aaron Barrett,2019-02-12,Washington Nationals,WSN,31,,2,83,0,0,0,0,0,0,0,,,,,6,3,3.47,1.257,90,0,0,70.0,61,2,27,84,barreaa01
95,Vidal Nuno III,2019-02-12,Washington Nationals,TBR,31,1.4,6,24,28,2,4,0,2,0,0,.143,.172,.143,.315,8,21,4.06,1.279,155,42,0,377.0,377,65,105,312,nunovi01
96,Brandon Snyder,2019-02-12,Washington Nationals,TBR,32,0.1,6,122,200,27,48,9,29,0,7,.240,.276,.455,.731,,,,,,,,,,,,,snydebr03
97,Brad Brach,2019-02-11,Chicago Cubs,ATL,33,3.9,8,159,1,0,0,0,0,0,0,.000,.000,.000,.000,31,23,3.08,1.274,424,0,33,456.0,380,46,201,482,brachbr01
98,Melky Cabrera,2019-02-11,Pittsburgh Pirates,CLE,34,2.2,14,1754,6500,852,1856,137,807,99,493,.286,.335,.418,.753,,,,,,,,,,,,,cabreme01
99,Zach Duke,2019-02-11,Cincinnati Reds,SEA,36,2.4,14,347,318,17,57,2,23,0,12,.179,.208,.220,.428,66,90,4.30,1.447,540,169,4,1336.2,1533,128,401,836,dukeza01
100,Francisco Peña,2019-02-11,St. Louis Cardinals,STL,29,-1.0,5,86,190,18,41,5,13,1,8,.216,.249,.311,.559,,,,,,,,,,,,,penafr01
101,Homer Bailey,2019-02-09,Kansas City Royals,LAD,33,-2.6,12,205,368,22,59,0,17,0,11,.160,.187,.182,.369,67,77,4.56,1.377,212,212,0,1230.1,1287,153,407,1001,baileho02
102,Tyler Cloyd,2019-02-09,Tampa Bay Rays,MIA,32,-0.3,4,23,32,3,3,0,1,0,5,.094,.216,.125,.341,5,9,6.35,1.652,27,17,0,112.0,143,18,42,85,cloydty01
103,Jeremy Hellickson,2019-02-08,Washington Nationals,WSN,32,4.3,9,100,166,7,24,0,14,0,9,.145,.197,.175,.371,74,72,4.07,1.239,223,216,0,1230.1,1159,175,365,899,hellije01
104,Mike Miller,2019-02-08,Boston Red Sox,BOS,29,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,millemi01
105,Sean Rodríguez,2019-02-08,Philadelphia Phillies,PIT,34,0.9,11,1023,2447,320,553,77,286,41,206,.226,.300,.380,.680,,,,,,,,,,,,,rodrise01
106,Marc Rzepczynski,2019-02-08,Arizona Diamondbacks,SEA,33,0.9,10,175,1,0,0,0,0,0,0,.000,.000,.000,.000,14,27,3.89,1.436,506,23,2,434.2,419,36,205,409,rzepcma01
107,Brad Boxberger,2019-02-07,Kansas City Royals,ARI,31,-0.4,7,115,3,0,0,0,0,0,0,.000,.000,.000,.000,20,27,3.42,1.280,291,0,76,284.1,219,40,145,368,boxbebr01
108,Matt Davidson,2019-02-07,Texas Rangers,CHW,28,-0.1,4,273,926,103,209,49,143,0,81,.226,.295,.435,.730,0,0,0.00,0.667,3,0,0,3.0,1,0,1,2,davidma02
109,Sherman Johnson,2019-02-07,Cincinnati Reds,LAA,28,-0.2,1,10,10,0,0,0,0,0,0,.000,.091,.000,.091,,,,,,,,,,,,,johnssh01
110,Nate Karns,2019-02-07,Baltimore Orioles,KCR,31,1.1,5,7,8,1,1,1,1,0,0,.125,.125,.500,.625,16,11,4.37,1.339,63,54,1,310.2,292,47,124,321,karnsna01
111,J.D. Martin,2019-02-07,Los Angeles Dodgers,TBR,36,,9,,,,,,,,,,,,,,,,,,,,,,,,,martijd01
112,Devin Mesoraco,2019-02-07,New York Mets,NYM,31,0.6,8,468,1402,152,325,58,192,4,138,.232,.309,.406,.715,,,,,,,,,,,,,mesorde01
113,Hunter Pence,2019-02-07,Texas Rangers,SFG,36,1.4,12,1607,6082,834,1701,224,877,114,491,.280,.334,.458,.792,,,,,,,,,,,,,pencehu01
114,Jason Coats,2019-02-06,Tampa Bay Rays,TBR,29,0.2,2,,,,,,,,,,,,,,,,,,,,,,,,,coatsja01
115,Nick Franklin,2019-02-06,Pittsburgh Pirates,MIL,28,0.1,6,301,833,83,178,24,96,17,77,.214,.285,.359,.644,,,,,,,,,,,,,frankni01
116,Tom Koehler,2019-02-06,Pittsburgh Pirates,LAD,33,-0.8,6,,,,,,,,,,,,,,,,,,,,,,,,,koehlto01
117,Justin Nicolino,2019-02-06,Minnesota Twins,CIN,27,-0.9,3,,,,,,,,,,,,,,,,,,,,,,,,,nicolju01
118,Cody Asche,2019-02-05,Los Angeles Dodgers,NYM,29,-1.7,5,,,,,,,,,,,,,,,,,,,,,,,,,ascheco01
119,Curtis Granderson,2019-02-05,Miami Marlins,MIL,38,5.3,15,1919,6919,1173,1742,332,903,153,883,.252,.340,.470,.810,,,,,,,,,,,,,grandcu01
120,Ty Kelly,2019-02-05,Los Angeles Angels,NYM,30,0.5,3,118,158,21,32,3,21,0,20,.203,.288,.323,.611,,,,,,,,,,,,,kellyty01
121,Ricardo Rodríguez,2019-02-05,Texas Rangers,TEX,26,0.0,2,0,0,0,0,0,0,0,0,,,,,0,1,5.49,1.678,20,0,1,19.2,28,3,5,14,rodriri04
122,Jesús Sucre,2019-02-05,Baltimore Orioles,TBR,31,0.3,6,223,597,47,133,10,66,3,26,.223,.259,.308,.568,0,0,18.00,3.500,5,0,0,4.0,12,1,2,0,sucreje01
123,Francisco Liriano,2019-02-04,Pittsburgh Pirates,DET,35,0.5,13,113,217,7,33,2,15,0,8,.152,.182,.194,.376,107,111,4.18,1.359,350,300,1,1743.2,1589,176,781,1752,liriafr01
124,Jonathan Aro,2019-02-01,Atlanta Braves,SDP,28,0.1,3,,,,,,,,,,,,,,,,,,,,,,,,,arojo01
125,Tony Barnette,2019-02-01,Chicago Cubs,TEX,35,2.5,3,6,0,0,0,0,0,0,0,,,,,11,4,3.50,1.250,125,0,2,144.0,137,13,43,132,barneto01
126,Jason Hammel,2019-02-01,Texas Rangers,KCR,36,2.2,13,189,344,21,52,1,21,0,7,.151,.168,.183,.351,96,114,4.62,1.373,377,298,4,1810.1,1919,232,567,1428,hammeja01
127,Wade Miley,2019-02-01,Houston Astros,MIL,32,1.3,8,126,239,12,37,1,12,0,9,.155,.185,.188,.374,71,76,4.26,1.388,216,212,0,1236.1,1287,134,429,975,mileywa01
128,Greg Holland,2019-01-31,Arizona Diamondbacks,WSN,33,1.4,8,132,0,0,0,0,0,0,0,,,,,23,20,2.83,1.181,426,0,189,423.1,317,25,183,547,hollagr01
129,Ian Krol,2019-01-30,Cincinnati Reds,NYM,28,0.5,6,145,3,0,0,0,0,0,0,.000,.000,.000,.000,8,6,4.50,1.468,225,0,1,190.0,206,27,73,178,krolia01
130,Brandon Maurer,2019-01-30,Pittsburgh Pirates,KCR,28,-2.4,6,157,1,0,0,0,0,0,0,.000,.000,.000,.000,16,31,5.36,1.442,289,21,36,371.0,407,47,128,326,maurebr01
131,Jenrry Mejia,2019-01-30,Boston Red Sox,NYM,29,,8,,,,,,,,,,,,,,,,,,,,,,,,,mejiaje01
132,Martín Pérez,2019-01-30,Minnesota Twins,TEX,28,3.4,7,11,20,0,1,0,0,0,0,.050,.050,.050,.100,43,49,4.63,1.479,141,128,0,761.1,856,81,270,462,perezma02
133,Mark Reynolds,2019-01-30,Colorado Rockies,WSN,35,1.9,12,1610,5297,781,1260,294,851,62,685,.238,.329,.456,.785,0,0,0.00,0.000,1,0,0,0.1,0,0,0,0,reynoma01
134,JB Shuck,2019-01-30,Pittsburgh Pirates,MIA,32,-3.0,6,433,1125,133,275,8,84,24,79,.244,.294,.316,.610,0,0,9.00,1.000,1,0,0,1.0,1,0,0,0,shuckja01
135,Ezequiel Carrera,2019-01-29,Los Angeles Dodgers,NYM,32,0.9,7,,,,,,,,,,,,,,,,,,,,,,,,,carreez01
136,Freddy Galvis,2019-01-29,Toronto Blue Jays,SDP,29,5.1,7,804,2867,298,704,65,300,51,173,.246,.290,.374,.664,,,,,,,,,,,,,galvifr01
137,Shawn Kelley,2019-01-29,Texas Rangers,OAK,35,1.8,10,187,2,0,0,0,0,0,0,.000,.000,.000,.000,27,23,3.67,1.167,443,0,15,417.1,357,64,130,478,kellesh01
138,Neil Walker,2019-01-29,Miami Marlins,NYY,33,3.8,10,1173,4207,569,1127,141,568,29,417,.268,.339,.430,.768,,,,,,,,,,,,,walkene01
139,Emilio Bonifácio,2019-01-28,Tampa Bay Rays,MIL,34,-1.0,11,831,2610,355,669,13,165,166,215,.256,.313,.333,.645,,,,,,,,,,,,,bonifem01
140,Mike Olt,2019-01-28,Minnesota Twins,BOS,30,,6,,,,,,,,,,,,,,,,,,,,,,,,,oltmi01
141,Ricardo Pinto,2019-01-28,Tampa Bay Rays,CHW,25,-0.9,1,25,1,1,0,0,0,0,0,.000,.000,.000,.000,1,2,7.89,1.888,25,0,0,29.2,39,7,17,25,pintori01
142,Casey Sadler,2019-01-28,Tampa Bay Rays,PIT,28,-0.3,3,9,3,0,0,0,0,0,0,.000,.000,.000,.000,1,1,6.86,1.729,9,1,0,19.2,25,1,9,15,sadleca02
143,Luis Santos,2019-01-28,Tampa Bay Rays,TOR,28,0.2,2,1,0,0,0,0,0,0,0,,,,,1,2,5.15,1.500,25,1,1,36.2,41,8,14,40,santolu01
144,Justin Wilson,2019-01-28,New York Mets,CHC,31,2.7,7,231,7,0,0,0,0,0,0,.000,.000,.000,.000,26,19,3.33,1.268,412,0,14,370.2,304,27,166,407,wilsoju10
145,Hunter Strickland,2019-01-27,Seattle Mariners,SFG,30,2.6,5,243,1,0,0,0,0,0,0,.000,.000,.000,.000,14,14,2.91,1.195,253,0,19,226.0,191,17,79,211,strichu01
146,AJ Pollock,2019-01-26,Los Angeles Dodgers,ARI,31,5.5,7,637,2277,367,640,74,264,103,185,.281,.338,.467,.805,,,,,,,,,,,,,polloaj01
147,Alec Asher,2019-01-25,Colorado Rockies,MIL,27,0.7,4,15,18,0,3,0,2,0,0,.167,.167,.222,.389,4,12,5.42,1.379,38,18,0,119.2,127,19,38,78,asheral01
148,Justin De Fratus,2019-01-25,Los Angeles Dodgers,LAD,31,,7,,,,,,,,,,,,,,,,,,,,,,,,,defraju01
149,Marco Estrada,2019-01-25,Oakland Athletics,TOR,35,5.7,11,150,135,4,19,0,7,0,7,.141,.183,.170,.353,62,66,4.24,1.213,278,189,0,1227.2,1102,192,387,1083,estrama01
150,George Kontos,2019-01-25,Chicago Cubs,NYY,34,1.8,8,313,7,0,0,0,0,0,0,.000,.000,.000,.000,18,18,3.10,1.154,350,0,2,357.0,309,38,103,288,kontoge01
