Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO,Name-additional
29,Billy Traber,2006-03-23,Washington Nationals,CLE,26,0.2,1,2,4,0,0,0,0,0,0,.000,.000,.000,.000,6,9,5.24,1.540,33,18,0,111.2,132,15,40,88,trabebi01
30,Bernie Castro,2006-03-19,Washington Nationals,BAL,26,0.0,1,24,80,14,23,0,7,6,9,.288,.360,.350,.710,,,,,,,,,,,,,castrbe01
31,Juan Gonzalez,2006-03-19,Boston Red Sox,CLE,36,1.9,17,1689,6556,1061,1936,434,1404,26,457,.295,.343,.561,.904,,,,,,,,,,,,,gonzaju03
32,Damian Moss,2006-03-19,Atlanta Braves,SEA,29,-0.5,4,,,,,,,,,,,,,,,,,,,,,,,,,mossda01
33,Alberto Reyes,2006-03-19,Tampa Bay Devil Rays,STL,36,2.9,11,190,12,2,3,0,0,0,1,.250,.308,.250,.558,19,10,3.60,1.257,297,2,6,345.1,270,38,164,333,reyesal01
34,Javier Cardona,2006-03-16,Boston Red Sox,CLE,30,,5,,,,,,,,,,,,,,,,,,,,,,,,,cardoja01
35,Raul Gonzalez,2006-03-11,Pittsburgh Pirates,STL,32,0.1,5,,,,,,,,,,,,,,,,,,,,,,,,,gonzara01
36,Dave Coggin,2006-03-08,Atlanta Braves,TBD,29,,5,,,,,,,,,,,,,,,,,,,,,,,,,coggida01
37,Craig Brazell,2006-03-07,Los Angeles Dodgers,NYM,26,0.0,1,24,34,3,9,1,3,0,1,.265,.286,.412,.697,,,,,,,,,,,,,brazecr01
38,Hideo Nomo,2006-03-06,Chicago White Sox,NYY,37,-0.3,11,233,485,22,65,4,26,0,13,.134,.156,.192,.348,123,109,4.21,1.350,320,318,0,1972.0,1758,248,904,1915,nomohi01
39,Vladimir Núñez,2006-03-06,Chicago White Sox,PIT,31,-2.3,7,220,59,3,8,1,5,0,1,.136,.150,.186,.336,20,32,4.83,1.406,230,27,21,408.1,396,53,178,302,nunezvl01
40,Dee Brown,2006-03-04,Kansas City Royals,WSN,28,-1.5,7,263,811,86,190,14,89,8,50,.234,.281,.334,.615,,,,,,,,,,,,,brownde02
41,Ruben Rivera,2006-03-03,Chicago White Sox,NYY,32,0.1,10,,,,,,,,,,,,,,,,,,,,,,,,,riverru01
42,Jose Acevedo,2006-03-02,Colorado Rockies,COL,28,-1.9,5,103,101,2,8,0,4,0,5,.079,.130,.099,.229,18,25,5.74,1.447,104,59,1,368.1,420,71,113,253,acevejo01
43,Pedro Astacio,2006-03-02,Washington Nationals,SDP,37,0.5,14,355,652,29,85,0,28,0,5,.130,.141,.146,.287,124,119,4.61,1.366,375,326,0,2106.1,2183,277,695,1622,astacpe01
44,Mark Watson,2006-03-02,Chicago Cubs,LAA,32,0.0,5,,,,,,,,,,,,,,,,,,,,,,,,,watsoma03
45,Alex Gonzalez,2006-03-01,Philadelphia Phillies,TBD,33,1.9,12,1376,4941,619,1205,137,535,97,390,.244,.303,.393,.697,,,,,,,,,,,,,gonzaal01
46,Jason Romano,2006-02-27,Milwaukee Brewers,FLA,27,-1.1,4,129,191,26,39,2,12,8,13,.204,.257,.277,.535,,,,,,,,,,,,,romanja01
47,Richard Hidalgo,2006-02-26,Baltimore Orioles,TEX,31,7.4,9,987,3459,531,929,171,560,48,358,.269,.345,.490,.835,,,,,,,,,,,,,hidalri01
48,Steve Lomasney,2006-02-26,Minnesota Twins,CIN,28,,6,,,,,,,,,,,,,,,,,,,,,,,,,lomasst01
49,Tom Wilson,2006-02-25,Florida Marlins,COL,35,-0.2,4,,,,,,,,,,,,,,,,,,,,,,,,,wilsoto02
50,Alex Escobar,2006-02-24,Washington Nationals,WSN,27,1.5,3,92,301,39,69,9,34,3,33,.229,.309,.369,.677,,,,,,,,,,,,,escobal01
51,Jeff Weaver,2006-02-23,Los Angeles Angels of Anaheim,LAD,29,4.5,7,80,159,11,35,0,10,0,3,.220,.235,.264,.499,78,87,4.44,1.318,226,209,2,1396.0,1459,158,381,937,weaveje01
52,Keiichi Yabu,2006-02-23,Colorado Rockies,OAK,37,0.0,1,3,1,0,0,0,0,0,0,.000,.000,.000,.000,4,0,4.50,1.552,40,0,1,58.0,64,6,26,44,yabuke01
53,Kevin Millwood,2006-02-22,Texas Rangers,CLE,31,6.6,9,220,428,18,53,2,24,0,19,.124,.161,.171,.332,107,75,3.76,1.243,258,250,0,1559.1,1465,158,474,1280,millwke01
54,Ryan Snare,2006-02-21,Kansas City Royals,SDP,27,-0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,snarery01
55,Ed Yarnall,2006-02-21,Kansas City Royals,WSN,30,,6,,,,,,,,,,,,,,,,,,,,,,,,,yarnaed01
56,Brian Buchanan,2006-02-20,Cincinnati Reds,MIN,32,-0.3,5,,,,,,,,,,,,,,,,,,,,,,,,,buchabr01
57,Kevin Gryboski,2006-02-20,Washington Nationals,TEX,32,-0.3,4,209,1,0,0,0,0,0,0,.000,.000,.000,.000,12,8,3.75,1.644,232,0,2,177.2,189,12,103,99,gryboke01
58,Chris Michalak,2006-02-20,Cincinnati Reds,ARI,35,,3,7,3,0,1,0,0,0,0,.333,.333,1.000,1.333,8,11,4.66,1.631,53,18,1,156.1,186,21,69,77,michach01
59,Wes Obermueller,2006-02-19,Atlanta Braves,ATL,29,0.4,4,58,77,4,21,0,6,0,1,.273,.282,.351,.633,9,19,5.65,1.607,62,41,0,256.1,307,35,105,131,obermwe01
60,Andy Tracy,2006-02-18,Baltimore Orioles,COL,32,-0.2,3,136,263,34,59,13,41,1,29,.224,.302,.418,.720,,,,,,,,,,,,,tracyan01
61,Bobby Jones,2006-02-17,Detroit Tigers,CHW,34,0.0,8,,,,,,,,,,,,,,,,,,,,,,,,,jonesbo04
62,Carlos Almanzar,2006-02-16,Atlanta Braves,TEX,32,1.3,8,100,4,0,0,0,0,0,0,.000,.000,.000,.000,13,13,4.82,1.397,210,1,0,239.0,252,35,82,170,almanca01
63,Scott Hatteberg,2006-02-14,Cincinnati Reds,OAK,36,2.0,11,1023,3357,423,900,83,422,1,432,.268,.356,.403,.758,,,,,,,,,,,,,hattesc01
64,Jose Lima,2006-02-14,New York Mets,KCR,33,1.1,12,202,287,18,38,0,10,0,7,.132,.153,.146,.299,89,98,5.21,1.381,344,231,5,1550.1,1758,264,383,968,limajo01
65,Quinton McCracken,2006-02-14,Cincinnati Reds,ARI,35,-1.8,11,954,2409,354,664,20,242,87,225,.276,.337,.375,.712,,,,,,,,,,,,,mccraqu01
66,Brandon Villafuerte,2006-02-14,San Francisco Giants,SFG,30,0.3,5,,,,,,,,,,,,,,,,,,,,,,,,,villabr01
67,Travis Lee,2006-02-11,Tampa Bay Devil Rays,TBD,31,4.3,8,985,3397,441,881,104,457,54,415,.259,.339,.412,.751,,,,,,,,,,,,,leetr01
68,Josh Fogg,2006-02-10,Colorado Rockies,PIT,29,0.3,5,121,200,10,24,0,8,1,7,.120,.150,.130,.280,39,42,4.74,1.427,136,119,0,697.1,764,94,231,368,foggjo01
69,Todd Greene,2006-02-10,San Francisco Giants,COL,35,-0.5,10,475,1414,165,351,69,200,5,57,.248,.281,.446,.726,,,,,,,,,,,,,greento02
70,Graham Koonce,2006-02-10,New York Yankees,PIT,31,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,kooncgr01
71,Antonio Alfonseca,2006-02-08,Texas Rangers,FLA,34,0.9,9,488,13,0,2,0,2,0,0,.154,.154,.154,.308,30,35,3.95,1.471,512,0,121,547.1,589,49,216,371,alfonan01
72,Vic Darensbourg,2006-02-08,Baltimore Orioles,DET,35,0.3,8,275,18,0,2,0,0,0,2,.111,.200,.111,.311,8,17,4.96,1.498,309,0,2,303.0,328,34,126,229,darenvi01
73,Matt Duff,2006-02-08,Toronto Blue Jays,TOR,31,,3,,,,,,,,,,,,,,,,,,,,,,,,,duffma01
74,Matt Erickson,2006-02-08,Arizona Diamondbacks,FLA,30,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,erickma01
75,John Halama,2006-02-08,Baltimore Orioles,WSN,34,0.6,8,33,26,2,3,0,0,0,3,.115,.207,.154,.361,53,47,4.60,1.445,245,118,0,881.2,1010,107,264,480,halamjo01
76,Bo Hart,2006-02-08,Colorado Rockies,STL,29,1.1,2,,,,,,,,,,,,,,,,,,,,,,,,,hartbo01
77,Matt LeCroy,2006-02-08,Washington Nationals,MIN,30,1.5,6,430,1301,140,342,58,209,0,112,.263,.327,.447,.774,,,,,,,,,,,,,lecroma01
78,Juan Melo,2006-02-08,Colorado Rockies,WSN,29,,5,,,,,,,,,,,,,,,,,,,,,,,,,meloju01
79,Desi Relaford,2006-02-08,Baltimore Orioles,TOR,32,-1.5,10,925,2913,373,711,40,308,81,291,.244,.321,.349,.669,,,,,,,,,,,,,relafde01
80,Brian Anderson,2006-02-07,Texas Rangers,KCR,34,1.1,13,171,255,15,35,1,10,2,7,.137,.162,.192,.354,82,83,4.74,1.345,291,245,1,1547.0,1743,264,337,723,anderbr02
81,Jeff DaVanon,2006-02-07,Arizona Diamondbacks,LAA,32,5.4,6,402,978,153,250,28,109,48,142,.256,.348,.401,.749,,,,,,,,,,,,,davanje02
82,Jimmy Anderson,2006-02-06,Florida Marlins,HOU,30,-1.1,6,,,,,,,,,,,,,,,,,,,,,,,,,anderji02
83,Cha-Seung Baek,2006-02-06,Seattle Mariners,SEA,26,-0.2,1,0,0,0,0,0,0,0,0,,,,,2,4,5.52,1.484,7,5,0,31.0,35,5,11,20,baekch01
84,Alex Gonzalez,2006-02-06,Boston Red Sox,FLA,29,2.9,8,896,3221,363,788,81,375,23,170,.245,.291,.391,.682,,,,,,,,,,,,,gonzaal02
85,Anastacio Martinez,2006-02-06,Washington Nationals,BOS,27,-0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,martian01
86,Bengie Molina,2006-02-06,Toronto Blue Jays,LAA,31,4.8,8,716,2484,250,678,65,362,2,118,.273,.309,.397,.705,,,,,,,,,,,,,molinbe01
87,Mike Vento,2006-02-06,Washington Nationals,NYY,28,-0.1,1,2,2,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,,,,ventomi01
88,Kurt Ainsworth,2006-02-04,Los Angeles Dodgers,BAL,27,-0.8,4,,,,,,,,,,,,,,,,,,,,,,,,,ainswku01
89,Craig Breslow,2006-02-04,Boston Red Sox,SDP,25,0.3,1,14,1,0,0,0,0,0,0,.000,.000,.000,.000,0,0,2.20,1.714,14,0,0,16.1,15,1,13,14,breslcr01
90,Mike Piazza HOF,2006-02-03,San Diego Padres,NYM,37,2.3,14,1703,6203,976,1929,397,1223,17,707,.311,.382,.555,.936,,,,,,,,,,,,,piazzmi01
91,Royce Clayton,2006-02-02,Washington Nationals,ARI,36,-0.1,15,1894,6730,862,1739,107,671,215,521,.258,.313,.370,.683,,,,,,,,,,,,,claytro01
92,George Lombard,2006-02-02,Washington Nationals,BOS,30,-0.3,5,124,329,53,74,7,20,21,22,.225,.279,.343,.622,,,,,,,,,,,,,lombage01
93,Chad Allen,2006-02-01,Kansas City Royals,STL,31,-0.6,7,267,851,102,229,14,84,15,63,.269,.321,.389,.710,,,,,,,,,,,,,allench01
94,Ron Calloway,2006-02-01,Boston Red Sox,NYM,29,-1.3,2,,,,,,,,,,,,,,,,,,,,,,,,,calloro01
95,Jermaine Clark,2006-02-01,Milwaukee Brewers,OAK,29,-1.0,4,46,78,9,12,0,9,3,8,.154,.244,.192,.437,,,,,,,,,,,,,clarkje02
96,Trent Durrington,2006-02-01,Boston Red Sox,MIL,30,-0.4,5,140,235,35,46,2,9,14,17,.196,.250,.268,.518,,,,,,,,,,,,,durritr01
97,Matt Ginter,2006-02-01,Boston Red Sox,DET,28,0.2,6,15,14,1,3,0,1,0,2,.214,.313,.286,.598,4,4,5.46,1.498,92,15,1,211.0,244,28,72,120,gintema01
98,Dustan Mohr,2006-02-01,Boston Red Sox,COL,30,0.5,5,476,1311,197,331,46,151,13,138,.252,.327,.426,.753,,,,,,,,,,,,,mohrdu01
99,Rick White,2006-02-01,Cincinnati Reds,PIT,37,-1.3,10,302,42,1,4,0,1,0,0,.095,.116,.119,.235,37,52,4.24,1.399,520,18,15,759.1,811,79,251,484,whiteri01
100,Ryan Glynn,2006-01-31,Minnesota Twins,OAK,31,-0.2,5,4,4,0,0,0,0,0,0,.000,.000,.000,.000,9,20,6.24,1.754,52,40,0,226.1,280,41,117,116,glynnry01
101,Ramon Martinez,2006-01-31,Los Angeles Dodgers,PHI,33,-1.7,8,630,1589,192,427,27,184,8,141,.269,.329,.383,.712,,,,,,,,,,,,,martira03
102,Peter Munro,2006-01-31,Minnesota Twins,NYY,31,-0.4,6,,,,,,,,,,,,,,,,,,,,,,,,,munrope01
103,Tim Raines Jr.,2006-01-31,Minnesota Twins,BAL,26,0.3,4,,,,,,,,,,,,,,,,,,,,,,,,,raineti02
104,Felix Rodriguez,2006-01-31,Washington Nationals,NYY,33,3.1,10,471,16,4,4,1,3,0,0,.250,.294,.500,.794,37,25,3.51,1.366,532,1,11,557.0,494,45,267,497,rodrife01
105,Ruben Sierra,2006-01-31,Minnesota Twins,NYY,40,-0.6,19,2172,8016,1081,2147,306,1318,142,606,.268,.316,.450,.766,,,,,,,,,,,,,sierrru01
106,Frank Thomas HOF,2006-01-31,Oakland Athletics,CHW,38,7.5,16,1959,6956,1327,2136,448,1465,32,1466,.307,.427,.568,.995,,,,,,,,,,,,,thomafr04
107,James Baldwin,2006-01-30,Toronto Blue Jays,BAL,34,0.1,11,29,44,1,4,0,2,0,0,.091,.091,.159,.250,79,74,5.01,1.458,266,202,2,1322.2,1443,203,486,844,baldwja01
108,Jeff Duncan,2006-01-30,Los Angeles Dodgers,SDP,27,-0.9,2,,,,,,,,,,,,,,,,,,,,,,,,,duncaje01
109,Ramiro Mendoza,2006-01-30,New York Yankees,NYY,34,0.1,10,25,3,0,0,0,0,0,0,.000,.000,.000,.000,59,40,4.30,1.345,342,62,16,797.0,891,82,181,463,mendora01
110,Joe Thurston,2006-01-28,Philadelphia Phillies,NYY,26,-0.3,3,37,40,4,11,0,2,0,1,.275,.279,.375,.654,,,,,,,,,,,,,thursjo01
111,Ben Weber,2006-01-28,Toronto Blue Jays,CIN,36,0.7,6,31,0,0,0,0,0,0,0,,,,,19,8,3.77,1.444,228,0,7,284.0,305,19,105,162,weberbe01
112,Ken Harvey,2006-01-27,Kansas City Royals,KCR,28,-0.2,4,271,998,102,273,27,126,3,60,.274,.322,.411,.733,,,,,,,,,,,,,harveke01
113,José Hernández,2006-01-27,Pittsburgh Pirates,CLE,36,0.7,14,1502,4466,611,1126,165,584,41,372,.252,.312,.420,.731,,,,,,,,,,,,,hernajo01
114,Henry Mateo,2006-01-27,Washington Nationals,WSN,29,-0.8,5,168,231,34,56,0,7,15,15,.242,.297,.286,.583,,,,,,,,,,,,,mateohe01
115,Daryle Ward,2006-01-27,Washington Nationals,PIT,31,-2.2,8,682,1892,201,490,76,317,1,139,.259,.309,.438,.747,,,,,,,,,,,,,wardda01
116,Wilkin Ruan,2006-01-26,Los Angeles Dodgers,KCR,27,0.2,3,,,,,,,,,,,,,,,,,,,,,,,,,ruanwi01
117,Jared Sandberg,2006-01-26,Houston Astros,BOS,28,0.7,4,,,,,,,,,,,,,,,,,,,,,,,,,sandbja01
118,Joe Beimel,2006-01-24,Los Angeles Dodgers,TBD,29,-0.1,5,159,41,3,10,0,1,0,2,.244,.279,.268,.547,10,19,5.16,1.611,174,23,0,275.2,311,30,133,158,beimejo01
119,Geremi Gonzalez,2006-01-24,New York Mets,BOS,31,2.1,5,44,78,1,10,0,3,0,3,.128,.160,.141,.302,26,33,4.84,1.417,107,79,0,516.2,517,63,215,310,gonzaje01
120,Wiki Gonzalez,2006-01-24,Washington Nationals,SEA,32,-0.1,6,283,801,72,192,17,101,3,76,.240,.312,.362,.674,,,,,,,,,,,,,gonzawi01
121,Steve Kent,2006-01-24,Houston Astros,ATL,27,,3,,,,,,,,,,,,,,,,,,,,,,,,,kentst01
122,Esix Snead,2006-01-24,Baltimore Orioles,ATL,30,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,sneades01
123,Jon Adkins,2006-01-23,San Diego Padres,CHW,28,0.1,3,3,0,0,0,0,0,0,0,,,,,2,4,5.08,1.594,59,0,0,79.2,96,14,31,48,adkinjo01
124,Gabe Kapler,2006-01-23,Boston Red Sox,BOS,30,1.0,8,778,2295,341,622,62,290,67,202,.271,.330,.421,.751,,,,,,,,,,,,,kaplega01
125,Wade Miller,2006-01-23,Chicago Cubs,BOS,29,4.4,7,124,262,20,45,0,17,0,4,.172,.184,.206,.390,62,43,3.98,1.336,143,139,0,859.0,795,99,353,723,millewa04
126,Willie Harris,2006-01-19,Boston Red Sox,CHW,28,1.8,5,322,854,121,207,5,52,49,83,.242,.309,.299,.608,,,,,,,,,,,,,harriwi02
127,Jorge Velandia,2006-01-19,Chicago White Sox,PIT,31,0.2,6,150,179,13,27,0,12,2,17,.151,.231,.201,.432,,,,,,,,,,,,,velanjo01
128,Tom Gregorio,2006-01-18,Seattle Mariners,OAK,29,-0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,gregoto01
129,Brian Jordan,2006-01-18,Atlanta Braves,ATL,39,0.4,14,1408,5069,744,1433,181,811,119,346,.283,.334,.457,.791,,,,,,,,,,,,,jordabr01
130,Luis Rivas,2006-01-18,Tampa Bay Devil Rays,MIN,26,-0.8,6,565,1884,258,493,30,177,78,113,.262,.307,.383,.690,,,,,,,,,,,,,rivaslu01
131,Carlos Rivera,2006-01-18,Colorado Rockies,HOU,28,-0.9,2,,,,,,,,,,,,,,,,,,,,,,,,,riverca01
132,Julian Tavarez,2006-01-18,Boston Red Sox,STL,33,3.1,13,503,135,8,15,0,9,0,6,.111,.149,.111,.260,72,55,4.33,1.466,642,79,21,1081.1,1172,83,413,626,tavarju01
133,Jorge Vasquez,2006-01-18,Pittsburgh Pirates,ATL,27,0.0,2,5,1,0,0,0,0,0,0,.000,.000,.000,.000,1,0,4.38,1.703,9,0,0,12.1,15,3,6,13,vasqujo01
134,Tony Alvarez,2006-01-17,Baltimore Orioles,CHW,27,-0.3,3,,,,,,,,,,,,,,,,,,,,,,,,,alvarto01
135,Matt Anderson,2006-01-17,San Francisco Giants,COL,29,-1.1,7,22,0,0,0,0,0,0,0,,,,,15,7,5.19,1.582,257,0,26,256.2,249,30,157,224,anderma01
136,Shawn Camp,2006-01-17,Tampa Bay Devil Rays,KCR,30,-0.4,2,1,0,0,0,0,0,0,0,,,,,3,6,4.98,1.487,71,0,2,115.2,143,14,29,79,campsh01
137,Pedro Liriano,2006-01-17,San Francisco Giants,PHI,25,-0.4,2,16,1,0,0,0,0,0,0,.000,.000,.000,.000,0,0,6.17,1.457,16,0,0,23.1,25,6,9,16,liriape01
138,Abraham Nunez,2006-01-17,San Francisco Giants,SEA,29,-1.1,3,,,,,,,,,,,,,,,,,,,,,,,,,nunezab02
139,Michael Tejera,2006-01-17,San Francisco Giants,TEX,29,-0.6,5,102,52,5,8,1,5,0,1,.154,.185,.212,.397,11,13,5.14,1.540,111,27,3,238.1,256,26,111,172,tejermi01
140,Jamey Wright,2006-01-17,San Francisco Giants,COL,31,1.3,10,217,388,22,52,1,16,0,12,.134,.160,.180,.340,61,88,5.13,1.609,226,216,0,1305.2,1442,147,659,702,wrighja01
141,Jeremy Hill,2006-01-16,New York Mets,NYM,28,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,hillje02
142,Jeff Nelson,2006-01-16,St. Louis Cardinals,SEA,39,0.9,14,28,2,0,0,0,0,0,0,.000,.000,.000,.000,48,44,3.41,1.347,792,0,33,782.0,630,54,423,827,nelsoje01
143,Scott Seabol,2006-01-15,Florida Marlins,STL,31,-0.6,2,60,106,11,23,1,10,0,8,.217,.270,.292,.562,,,,,,,,,,,,,seabosc01
144,Lance Carter,2006-01-14,Los Angeles Dodgers,TBD,31,2.5,5,9,0,0,0,0,0,0,0,,,,,13,11,3.94,1.211,171,0,29,242.0,228,37,65,122,cartela02
145,Pascual Matos,2006-01-14,Chicago White Sox,COL,31,,6,,,,,,,,,,,,,,,,,,,,,,,,,matospa01
146,Michael Coleman,2006-01-13,Tampa Bay Devil Rays,NYY,30,,8,,,,,,,,,,,,,,,,,,,,,,,,,colemmi01
147,Ryan Franklin,2006-01-13,Philadelphia Phillies,SEA,33,5.6,6,12,11,1,1,0,0,0,2,.091,.231,.091,.322,35,50,4.34,1.326,181,106,0,811.1,838,124,238,427,frankry01
148,Kevin Millar,2006-01-13,Baltimore Orioles,BOS,34,5.0,8,932,3000,419,866,111,471,5,327,.289,.365,.477,.842,,,,,,,,,,,,,millake01
149,Eduardo Perez,2006-01-13,Cleveland Indians,TBD,36,0.5,12,674,1614,216,398,70,261,19,176,.247,.326,.429,.755,,,,,,,,,,,,,perezed01
150,Eddy Rodriguez,2006-01-13,Baltimore Orioles,BAL,24,0.3,1,3,1,0,0,0,0,0,0,.000,.000,.000,.000,1,0,4.78,1.523,29,0,0,43.1,36,5,30,37,rodried03
151,Grant Balfour,2006-01-12,Cincinnati Reds,MIN,28,0.8,3,4,0,0,0,0,0,0,0,,,,,5,1,4.63,1.456,55,1,0,68.0,61,10,38,74,balfogr01
152,Micah Bowie,2006-01-12,Washington Nationals,WSN,31,-0.2,3,14,14,0,3,0,3,0,1,.214,.267,.214,.481,4,8,8.45,2.103,33,11,0,71.1,106,11,44,53,bowiemi01
153,Alan Embree,2006-01-12,San Diego Padres,NYY,36,0.2,12,317,2,0,0,0,0,0,1,.000,.333,.000,.333,30,33,4.70,1.334,635,4,8,567.1,540,75,217,518,embreal01
154,Andrew Good,2006-01-12,Washington Nationals,DET,26,0.4,3,31,21,0,2,0,2,0,0,.095,.091,.095,.186,5,4,5.30,1.348,35,12,0,112.0,121,24,30,75,goodan01
155,Paul Hoover,2006-01-12,Florida Marlins,TBD,30,,2,8,21,2,4,0,2,0,0,.190,.190,.190,.381,,,,,,,,,,,,,hoovepa01
156,Matt Kinney,2006-01-12,San Francisco Giants,SFG,29,-0.6,5,69,69,3,5,0,1,0,2,.072,.099,.087,.186,19,27,5.29,1.581,103,58,0,389.2,442,60,174,297,kinnema01
157,Justin Leone,2006-01-12,San Diego Padres,SEA,29,0.3,1,31,102,15,22,6,13,1,9,.216,.298,.441,.739,,,,,,,,,,,,,leoneju01
