Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO,Name-additional
13,Valerio De Los Santos,2005-04-13,Florida Marlins,TOR,32,1.1,7,181,9,0,0,0,0,0,1,.000,.100,.000,.100,8,10,4.38,1.319,206,2,1,226.0,194,32,104,181,delosva01
14,Andrew Lorraine,2005-04-12,Seattle Mariners,BAL,32,-0.6,10,,,,,,,,,,,,,,,,,,,,,,,,,lorraan01
15,Andy Barkett,2005-04-10,Atlanta Braves,DET,32,,3,,,,,,,,,,,,,,,,,,,,,,,,,barkean01
16,Reggie Taylor,2005-04-08,Tampa Bay Devil Rays,CHW,28,-0.2,4,249,485,60,113,14,57,19,26,.233,.275,.386,.660,,,,,,,,,,,,,taylore01
17,Kerry Robinson,2005-04-07,San Diego Padres,SDP,31,-1.2,6,445,671,104,179,3,51,35,36,.267,.305,.338,.644,,,,,,,,,,,,,robinke02
18,C.J. Nitkowski,2005-04-06,Detroit Tigers,NYY,32,0.1,9,88,15,1,2,0,1,0,0,.133,.133,.133,.267,18,32,5.35,1.629,329,44,3,475.2,514,57,261,345,nitkoc.01
19,Chris Michalak,2005-04-05,Arizona Diamondbacks,FLA,34,0.2,3,7,3,0,1,0,0,0,0,.333,.333,1.000,1.333,8,11,4.66,1.631,53,18,1,156.1,186,21,69,77,michach01
20,Wayne Franklin,2005-04-04,New York Yankees,SFG,31,0.4,5,117,70,3,11,0,5,0,3,.157,.189,.171,.361,14,15,5.47,1.543,119,40,0,302.2,313,54,154,203,frankwa01
21,Eric Munson,2005-04-03,Tampa Bay Devil Rays,DET,27,1.1,5,246,764,71,164,40,111,4,73,.215,.287,.414,.701,,,,,,,,,,,,,munsoer01
22,Andy Dominique,2005-04-01,Toronto Blue Jays,BOS,29,-0.3,1,7,11,0,2,0,1,0,0,.182,.182,.182,.364,,,,,,,,,,,,,dominan01
23,Andy Fox,2005-04-01,,TEX,34,-2.0,9,776,1925,248,461,30,168,74,197,.239,.324,.338,.662,,,,,,,,,,,,,foxan01
24,Ben Grieve,2005-04-01,Chicago Cubs,CHC,29,1.3,8,953,3195,470,859,118,491,24,461,.269,.367,.443,.810,,,,,,,,,,,,,grievbe01
25,Danny Klassen,2005-04-01,Houston Astros,DET,29,-0.1,6,,,,,,,,,,,,,,,,,,,,,,,,,klassda01
26,Pat Mahomes,2005-03-31,Los Angeles Dodgers,PIT,34,0.5,12,,,,,,,,,,,,,,,,,,,,,,,,,mahompa01
27,Keith McDonald,2005-03-30,Texas Rangers,PIT,32,,4,,,,,,,,,,,,,,,,,,,,,,,,,mcdonke01
28,Mike Myers,2005-03-29,Boston Red Sox,BOS,36,1.2,10,416,1,0,0,0,0,0,0,.000,.000,.000,.000,17,21,4.40,1.471,684,0,14,419.1,407,46,210,359,myersmi01
29,Benji Gil,2005-03-28,New York Mets,DET,32,0.0,11,,,,,,,,,,,,,,,,,,,,,,,,,gilbe01
30,Mickey Lopez,2005-03-27,San Francisco Giants,SEA,31,0.2,1,6,4,1,1,0,0,0,1,.250,.500,.250,.750,,,,,,,,,,,,,lopezmi01
31,Mark Johnson,2005-03-26,Chicago Cubs,MIL,29,-0.1,7,322,917,114,199,16,81,8,123,.217,.313,.318,.632,,,,,,,,,,,,,johnsma02
32,Jared Sandberg,2005-03-26,Boston Red Sox,TBD,27,2.2,3,,,,,,,,,,,,,,,,,,,,,,,,,sandbja01
33,Seth Greisinger,2005-03-24,Atlanta Braves,MIN,29,-0.5,3,1,4,0,1,0,1,0,0,.250,.250,.250,.500,10,16,5.56,1.518,41,38,0,218.2,256,33,76,116,greisse01
34,Fernando Lunar,2005-03-24,New York Mets,CHC,28,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,lunarfe01
35,Jeff Farnsworth,2005-03-13,Milwaukee Brewers,MIL,29,-0.2,2,,,,,,,,,,,,,,,,,,,,,,,,,farnsje01
36,Brian Daubach,2005-03-08,New York Mets,BOS,33,2.1,7,646,2000,267,522,92,330,5,229,.261,.342,.478,.819,,,,,,,,,,,,,daubabr01
37,Jeremy Giambi,2005-03-08,Chicago White Sox,LAD,30,2.2,6,,,,,,,,,,,,,,,,,,,,,,,,,giambje01
38,David Lee,2005-03-07,New York Mets,CLE,32,-0.1,5,80,6,1,1,0,0,0,0,.167,.167,.167,.333,5,2,4.37,1.639,96,0,1,115.1,117,14,72,97,leeda01
39,Jeff Zimmerman,2005-03-07,Texas Rangers,TEX,32,,5,,,,,,,,,,,,,,,,,,,,,,,,,zimmeje02
40,Brian Bowles,2005-03-06,Chicago White Sox,COL,28,0.3,3,,,,,,,,,,,,,,,,,,,,,,,,,bowlebr01
41,Craig House,2005-03-05,Texas Rangers,BAL,27,,4,,,,,,,,,,,,,,,,,,,,,,,,,housecr01
42,Jose Santiago,2005-03-05,New York Mets,CHW,30,-0.7,7,93,5,0,0,0,0,0,2,.000,.286,.000,.286,17,22,4.39,1.428,225,0,4,293.1,326,28,93,150,santijo03
43,Carlos Febles,2005-03-03,Kansas City Royals,BOS,29,-0.6,6,,,,,,,,,,,,,,,,,,,,,,,,,febleca01
44,Scott MacRae,2005-03-02,Houston Astros,CIN,30,,3,,,,,,,,,,,,,,,,,,,,,,,,,macrasc01
45,Dave Coggin,2005-03-01,Colorado Rockies,PHI,28,-0.3,4,,,,,,,,,,,,,,,,,,,,,,,,,coggida01
46,Matt Anderson,2005-02-28,Colorado Rockies,DET,28,-0.9,6,12,0,0,0,0,0,0,0,,,,,15,7,4.89,1.524,245,0,26,246.2,230,27,146,220,anderma01
47,Dave Elder,2005-02-28,Cincinnati Reds,NYY,29,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,elderda01
48,Shawn Sedlacek,2005-02-28,Colorado Rockies,CHC,28,-0.3,2,,,,,,,,,,,,,,,,,,,,,,,,,sedlash01
49,Andy Ashby,2005-02-23,San Diego Padres,SDP,37,0.8,14,303,521,26,70,1,26,1,16,.134,.160,.165,.325,98,110,4.12,1.324,309,285,1,1810.2,1857,205,540,1173,ashbyan01
50,Pedro Astacio,2005-02-23,Texas Rangers,BOS,36,-0.2,13,342,635,28,84,0,27,0,4,.132,.142,.148,.290,118,109,4.61,1.368,351,304,0,1979.2,2050,260,658,1544,astacpe01
51,Carlos Baerga,2005-02-23,,ARI,36,0.5,13,1537,5281,713,1543,132,755,59,284,.292,.332,.425,.757,,,,,,,,,,,,,baergca01
52,Luke Allen,2005-02-21,,PIT,26,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,allenlu01
53,Javier Cardona,2005-02-21,Colorado Rockies,NYM,29,-0.5,4,,,,,,,,,,,,,,,,,,,,,,,,,cardoja01
54,Bill Pulsipher,2005-02-21,St. Louis Cardinals,SEA,31,,5,65,81,7,10,0,4,0,5,.123,.170,.148,.319,13,19,5.13,1.533,101,46,0,323.0,356,44,139,201,pulsibi01
55,Robert Fick,2005-02-19,San Diego Padres,SDP,31,0.9,7,575,1818,224,472,62,269,5,180,.260,.329,.425,.753,,,,,,,,,,,,,fickro01
56,Kevin Jarvis,2005-02-19,St. Louis Cardinals,PIT,35,-1.1,10,139,188,19,30,1,14,0,13,.160,.223,.207,.431,34,46,5.93,1.524,174,114,1,749.1,894,145,248,438,jarvike01
57,Mike Venafro,2005-02-19,Arizona Diamondbacks,LAD,31,0.1,6,44,0,0,0,0,0,0,0,,,,,14,10,4.11,1.410,300,0,5,249.2,261,15,91,129,venafmi01
58,Mark Johnson,2005-02-18,Detroit Tigers,LAD,30,,4,,,,,,,,,,,,,,,,,,,,,,,,,johnsma05
59,Ramiro Mendoza,2005-02-18,New York Yankees,BOS,33,1.7,9,25,3,0,0,0,0,0,0,.000,.000,.000,.000,59,40,4.29,1.344,341,62,16,796.0,889,81,181,462,mendora01
60,Héctor Ortiz,2005-02-18,,COL,35,0.1,6,,,,,,,,,,,,,,,,,,,,,,,,,ortizhe01
61,Raul Casanova,2005-02-17,Chicago White Sox,KCR,32,-0.6,6,332,942,81,219,28,113,2,85,.232,.301,.369,.670,,,,,,,,,,,,,casanra01
62,Edwin Almonte,2005-02-16,Detroit Tigers,BOS,28,-0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,almoned01
63,Will Cunnane,2005-02-16,Chicago Cubs,ATL,31,0.3,8,178,35,6,7,0,4,0,3,.200,.263,.286,.549,13,12,5.26,1.606,184,12,3,274.0,312,38,128,234,cunnawi01
64,Vic Darensbourg,2005-02-15,Detroit Tigers,NYM,34,-0.9,7,275,18,0,2,0,0,0,2,.111,.200,.111,.311,7,16,5.13,1.507,287,0,2,280.2,304,32,119,220,darenvi01
65,Lou Merloni,2005-02-15,,CLE,34,2.3,7,409,1061,136,290,14,123,8,85,.273,.334,.388,.722,,,,,,,,,,,,,merlolo01
66,Scott Randall,2005-02-14,Colorado Rockies,KCR,29,-0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,randasc01
67,Todd Van Poppel,2005-02-14,New York Mets,CIN,33,-1.3,11,182,57,5,9,0,2,0,2,.158,.186,.175,.362,40,52,5.58,1.549,359,98,4,907.0,944,143,461,711,vanpoto01
68,Trent Hubbard,2005-02-11,Houston Astros,CHC,41,-0.7,10,,,,,,,,,,,,,,,,,,,,,,,,,hubbatr01
69,Travis Lee,2005-02-11,Tampa Bay Devil Rays,NYY,30,4.4,7,856,2993,387,771,92,408,47,380,.258,.340,.411,.751,,,,,,,,,,,,,leetr01
70,Buddy Groom,2005-02-09,New York Yankees,BAL,39,3.2,13,43,0,0,0,0,0,0,0,,,,,30,31,4.63,1.473,739,15,26,693.2,774,68,248,474,groombu01
71,Christian Parker,2005-02-09,Colorado Rockies,WSN,29,,3,,,,,,,,,,,,,,,,,,,,,,,,,parkech01
72,Dave Berg,2005-02-07,Boston Red Sox,TOR,34,-1.9,7,582,1600,190,430,21,163,8,133,.269,.328,.373,.700,,,,,,,,,,,,,bergda01
73,Damian Moss,2005-02-07,Seattle Mariners,CIN,28,1.5,4,55,80,3,12,0,3,0,6,.150,.209,.163,.372,22,19,4.50,1.479,74,61,0,361.2,340,47,195,204,mossda01
74,Denny Neagle,2005-02-07,Tampa Bay Devil Rays,COL,36,0.0,13,,,,,,,,,,,,,,,,,,,,,,,,,neaglde01
75,Magglio Ordonez,2005-02-07,Detroit Tigers,CHW,31,11.7,8,1001,3807,624,1167,187,703,82,333,.307,.364,.525,.889,,,,,,,,,,,,,ordonma01
76,Jeromy Burnitz,2005-02-05,Chicago Cubs,COL,36,2.5,12,1423,4792,798,1219,275,845,68,660,.254,.351,.491,.842,,,,,,,,,,,,,burnije01
77,Hector Almonte,2005-02-02,Atlanta Braves,COL,29,-0.6,5,,,,,,,,,,,,,,,,,,,,,,,,,almonhe01
78,Trace Coquillette,2005-02-02,Chicago White Sox,BOS,31,,5,,,,,,,,,,,,,,,,,,,,,,,,,coquitr01
79,Al Levine,2005-02-02,San Francisco Giants,DET,37,1.6,9,30,0,0,0,0,0,0,0,,,,,24,33,3.85,1.439,407,7,10,565.0,581,68,232,274,levinal01
80,Jim Mecir,2005-02-02,Florida Marlins,OAK,35,0.7,10,28,1,0,0,0,0,0,0,.000,.000,.000,.000,28,31,3.83,1.346,422,0,12,483.2,443,39,208,416,mecirji01
81,Derrick Gibson,2005-02-01,Atlanta Braves,ANA,30,,6,,,,,,,,,,,,,,,,,,,,,,,,,gibsode01
82,Jed Hansen,2005-02-01,New York Mets,KCR,32,,7,,,,,,,,,,,,,,,,,,,,,,,,,hanseje01
83,Joe DePastino,2005-01-31,New York Yankees,ATL,31,-0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,depasjo01
84,Scott Erickson,2005-01-31,Los Angeles Dodgers,TEX,37,-1.0,13,13,22,4,2,0,1,0,4,.091,.231,.136,.367,141,132,4.54,1.458,361,356,0,2294.0,2511,214,833,1235,ericksc01
85,Mike Matthews,2005-01-31,New York Mets,CIN,31,-0.7,5,213,25,2,3,1,1,0,0,.120,.120,.240,.360,13,10,4.41,1.446,224,10,1,238.2,228,29,117,173,matthmi01
86,Jeff Nelson,2005-01-31,Seattle Mariners,TEX,38,1.2,13,24,2,0,0,0,0,0,0,.000,.000,.000,.000,47,41,3.38,1.340,743,0,32,745.1,598,51,401,793,nelsoje01
87,Doug Glanville,2005-01-29,New York Yankees,PHI,34,-0.6,9,1115,3964,553,1100,59,333,168,208,.277,.315,.380,.695,,,,,,,,,,,,,glanvdo01
88,Tom Wilson,2005-01-29,Colorado Rockies,LAD,34,0.0,4,214,554,75,140,15,76,0,58,.253,.327,.386,.714,,,,,,,,,,,,,wilsoto02
89,Eric Junge,2005-01-28,New York Mets,PHI,28,0.3,2,,,,,,,,,,,,,,,,,,,,,,,,,jungeer01
90,Paul Shuey,2005-01-28,Cleveland Indians,LAD,34,1.8,10,106,7,0,1,0,0,0,0,.143,.143,.143,.286,45,27,3.57,1.376,451,0,22,504.1,438,40,256,534,shueypa01
91,Hideo Nomo,2005-01-27,Tampa Bay Devil Rays,LAD,36,3.5,10,231,481,22,65,4,26,0,13,.135,.158,.193,.351,118,101,4.05,1.327,301,299,0,1871.1,1631,232,853,1856,nomohi01
92,Jay Powell,2005-01-27,Atlanta Braves,TEX,33,-0.4,10,374,12,0,2,0,1,0,0,.167,.167,.167,.333,36,23,4.19,1.503,507,0,22,539.0,542,42,268,422,powelja04
93,Rick White,2005-01-27,Pittsburgh Pirates,CLE,36,-1.1,9,234,40,1,4,0,1,0,0,.100,.122,.125,.247,33,45,4.30,1.378,449,18,13,684.1,721,76,222,444,whiteri01
94,Carlos Delgado,2005-01-26,Florida Marlins,TOR,33,13.7,12,1423,5008,889,1413,336,1058,9,827,.282,.392,.556,.949,,,,,,,,,,,,,delgaca01
95,Matt DeWitt,2005-01-25,Milwaukee Brewers,BAL,27,0.2,4,,,,,,,,,,,,,,,,,,,,,,,,,dewitma01
96,Darnell McDonald,2005-01-25,Cleveland Indians,BAL,26,0.1,1,17,32,3,5,0,1,1,2,.156,.206,.188,.393,,,,,,,,,,,,,mcdonda02
97,Todd Sears,2005-01-25,Florida Marlins,SDP,29,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,searsto01
98,Steve Sparks,2005-01-25,San Diego Padres,ARI,39,-1.6,9,39,41,1,5,0,3,0,1,.122,.143,.146,.289,59,76,4.88,1.494,270,182,3,1319.2,1451,154,520,658,sparkst01
99,Tony Clark,2005-01-24,Arizona Diamondbacks,NYY,33,-1.7,10,1093,3613,519,955,191,635,6,414,.264,.340,.481,.821,,,,,,,,,,,,,clarkto02
100,Lee Gardner,2005-01-24,Tampa Bay Devil Rays,SFG,30,-0.3,1,0,0,0,0,0,0,0,0,,,,,1,1,4.05,1.500,12,0,0,13.1,12,3,8,8,gardnle01
101,Pedro Swann,2005-01-24,Cincinnati Reds,BAL,34,-0.1,4,,,,,,,,,,,,,,,,,,,,,,,,,swannpe01
102,John Franco,2005-01-23,Houston Astros,NYM,44,0.8,20,1070,34,2,3,0,1,0,0,.088,.088,.088,.176,90,86,2.84,1.324,1088,0,424,1230.2,1143,81,486,959,francjo01
103,Rey Sanchez,2005-01-23,New York Yankees,TBD,37,3.1,14,1467,4807,542,1305,15,387,55,227,.271,.308,.334,.642,,,,,,,,,,,,,sanchre01
104,Rich Aurilia,2005-01-22,Cincinnati Reds,SDP,33,2.1,10,1117,3997,540,1100,132,517,17,319,.275,.329,.435,.764,,,,,,,,,,,,,aurilri01
105,Scott Chiasson,2005-01-22,Colorado Rockies,CHC,27,-0.5,3,,,,,,,,,,,,,,,,,,,,,,,,,chiassc01
106,Scott Williamson,2005-01-22,Chicago Cubs,BOS,29,3.4,6,209,23,1,1,0,0,0,3,.043,.154,.043,.197,25,24,2.98,1.255,269,10,55,371.1,258,27,208,429,willisc01
107,Ricky Bottalico,2005-01-21,Milwaukee Brewers,NYM,35,0.7,11,447,17,1,2,0,1,0,0,.118,.118,.235,.353,31,40,3.96,1.388,522,0,114,587.0,518,64,297,546,bottari01
108,Luis Figueroa,2005-01-21,Boston Red Sox,MIL,31,,1,4,2,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,,,,figuelu01
109,Bryce Florie,2005-01-21,Florida Marlins,FLA,35,,10,,,,,,,,,,,,,,,,,,,,,,,,,floribr01
110,Denny Hocking,2005-01-21,Kansas City Royals,CHC,35,-0.5,12,931,2298,280,575,25,219,36,195,.250,.308,.346,.654,,,,,,,,,,,,,hockide01
111,Steve Reed,2005-01-21,Baltimore Orioles,COL,40,5.6,13,627,25,0,4,0,1,0,0,.160,.154,.160,.314,48,42,3.51,1.246,803,0,18,838.0,770,102,274,615,reedst01
112,Damian Rolls,2005-01-21,New York Yankees,TBD,27,-0.5,5,266,819,103,203,9,73,27,42,.248,.291,.337,.628,,,,,,,,,,,,,rollsda01
113,Aaron Small,2005-01-21,New York Yankees,FLA,33,-0.7,7,42,3,0,0,0,0,0,0,.000,.000,.000,.000,15,10,5.49,1.688,146,3,4,218.0,267,24,101,121,smallaa01
114,Roberto Alomar HOF,2005-01-20,Tampa Bay Devil Rays,CHW,37,-0.3,17,2379,9073,1508,2724,210,1134,474,1032,.300,.371,.443,.814,,,,,,,,,,,,,alomaro01
115,Jason Gilfillan,2005-01-20,Colorado Rockies,COL,28,-0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,gilfija01
116,Frank Gracesqui,2005-01-20,Florida Marlins,FLA,25,-0.3,1,7,0,0,0,0,0,0,0,,,,,0,1,11.25,2.250,7,0,1,4.0,6,0,3,1,gracefr01
117,Wilton Guerrero,2005-01-20,St. Louis Cardinals,KCR,30,-0.9,8,678,1678,197,473,11,127,42,64,.282,.308,.369,.677,,,,,,,,,,,,,guerrwi01
118,Alex Prieto,2005-01-20,Philadelphia Phillies,MIN,29,-0.5,2,24,43,5,9,1,4,0,3,.209,.255,.302,.558,,,,,,,,,,,,,prietal01
119,Tony Alvarez,2005-01-19,Chicago White Sox,PIT,26,-0.1,2,38,64,11,16,2,10,1,7,.250,.324,.406,.731,,,,,,,,,,,,,alvarto01
120,Dee Brown,2005-01-19,Tampa Bay Devil Rays,KCR,27,-2.0,7,263,811,86,190,14,89,8,50,.234,.281,.334,.615,,,,,,,,,,,,,brownde02
121,Mark DeRosa,2005-01-19,Texas Rangers,ATL,30,-0.2,7,393,975,135,259,17,99,6,65,.266,.318,.371,.690,,,,,,,,,,,,,derosma01
122,Jose Jimenez,2005-01-19,Arizona Diamondbacks,CLE,31,-0.7,7,295,81,8,10,0,4,0,0,.123,.123,.148,.272,24,44,4.92,1.454,329,38,110,521.1,572,46,186,319,jimenjo01
123,Brian Jordan,2005-01-19,Atlanta Braves,TEX,38,3.6,13,1332,4838,719,1376,178,787,117,332,.284,.336,.462,.798,,,,,,,,,,,,,jordabr01
124,Esteban Loaiza,2005-01-19,,NYY,33,7.0,10,107,179,12,31,0,11,0,3,.173,.186,.196,.381,100,89,4.70,1.423,300,263,1,1663.0,1883,210,484,1082,loaizes01
125,Sandy Martinez,2005-01-19,Detroit Tigers,BOS,34,-0.1,8,218,564,39,130,6,51,1,37,.230,.284,.333,.617,,,,,,,,,,,,,martisa01
126,Carlos Mendez,2005-01-19,Atlanta Braves,BAL,31,-0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,mendeca01
127,Jose Offerman,2005-01-19,Philadelphia Phillies,MIN,36,0.7,14,1565,5576,829,1527,55,524,172,761,.274,.361,.374,.734,,,,,,,,,,,,,offerjo01
128,Antonio Osuna,2005-01-19,,SDP,32,2.3,10,287,9,0,1,0,1,0,1,.111,.182,.111,.293,36,29,3.50,1.285,407,0,21,486.1,423,42,202,501,osunaan01
129,Pablo Ozuna,2005-01-19,Chicago White Sox,PHI,30,-0.4,3,65,111,11,29,0,5,5,3,.261,.297,.333,.630,,,,,,,,,,,,,ozunapa01
130,Jason Ryan,2005-01-19,Milwaukee Brewers,KCR,29,,5,,,,,,,,,,,,,,,,,,,,,,,,,ryanja04
131,Tony Saunders,2005-01-19,Baltimore Orioles,TBD,31,,7,,,,,,,,,,,,,,,,,,,,,,,,,saundto01
132,Aaron Sele,2005-01-19,Seattle Mariners,ANA,35,-0.3,12,13,25,2,4,0,1,0,1,.160,.192,.200,.392,131,92,4.52,1.476,321,316,0,1880.0,2068,191,706,1268,seleaa01
133,Miguel Asencio,2005-01-18,San Diego Padres,KCR,24,2.3,2,1,2,0,0,0,0,0,0,.000,.000,.000,.000,6,8,5.14,1.602,39,29,0,171.2,190,21,85,85,asencmi01
134,Danny Bautista,2005-01-18,Tampa Bay Devil Rays,ARI,33,-1.8,12,895,2517,317,685,62,319,37,149,.272,.315,.409,.724,,,,,,,,,,,,,bautida01
135,Alex Cora,2005-01-18,Cleveland Indians,LAD,29,4.7,7,684,1961,203,482,27,173,18,148,.246,.314,.351,.666,,,,,,,,,,,,,coraal01
136,Midre Cummings,2005-01-18,Baltimore Orioles,TBD,33,0.1,10,458,1111,136,286,22,124,9,94,.257,.319,.385,.704,,,,,,,,,,,,,cummimi01
137,Keith Osik,2005-01-18,,TBD,36,0.1,9,450,1119,96,259,13,108,6,111,.231,.309,.323,.632,,,,,,,,,,,,,osikke01
138,Nerio Rodriguez,2005-01-18,St. Louis Cardinals,STL,34,0.0,8,,,,,,,,,,,,,,,,,,,,,,,,,rodrine01
139,Eduardo Villacis,2005-01-18,Chicago White Sox,CHW,25,-0.2,1,0,0,0,0,0,0,0,0,,,,,0,1,13.50,3.000,1,1,0,3.1,6,1,4,0,villaed01
140,Enrique Wilson,2005-01-18,Baltimore Orioles,NYY,31,-3.4,8,540,1384,154,340,22,141,14,86,.246,.288,.352,.640,,,,,,,,,,,,,wilsoen01
141,Jay Witasick,2005-01-18,Baltimore Orioles,SDP,32,1.4,9,174,42,0,3,0,3,0,1,.071,.093,.071,.164,29,36,4.72,1.552,289,56,4,614.0,666,88,287,531,witasja01
142,Matt Blank,2005-01-17,Florida Marlins,FLA,29,,4,,,,,,,,,,,,,,,,,,,,,,,,,blankma01
143,Matt Duff,2005-01-17,Toronto Blue Jays,BOS,30,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,duffma01
144,Geremi Gonzalez,2005-01-17,Boston Red Sox,TBD,30,2.3,4,44,78,1,10,0,3,0,3,.128,.160,.141,.302,24,32,4.69,1.415,79,76,0,460.2,453,56,199,282,gonzaje01
145,Juan Gonzalez,2005-01-17,Cleveland Indians,KCR,35,2.3,16,1688,6555,1061,1936,434,1404,26,457,.295,.343,.561,.904,,,,,,,,,,,,,gonzaju03
146,Chris Hammond,2005-01-17,San Diego Padres,OAK,39,5.3,12,230,235,30,48,4,14,0,28,.204,.288,.294,.581,60,60,4.08,1.393,357,136,3,1036.1,1076,91,368,655,hammoch01
147,Roberto Hernandez,2005-01-17,New York Mets,PHI,40,-0.9,14,169,2,0,1,0,0,0,0,.500,.500,.500,1.000,56,59,3.39,1.348,825,3,320,891.2,825,81,377,805,hernaro01
148,Travis Phelps,2005-01-17,Colorado Rockies,MIL,27,0.0,3,8,1,0,0,0,0,0,0,.000,.000,.000,.000,3,5,4.34,1.372,79,0,5,105.2,91,15,54,93,phelptr01
149,Steve Lomasney,2005-01-15,Cincinnati Reds,CIN,27,,5,,,,,,,,,,,,,,,,,,,,,,,,,lomasst01
150,Eddie Oropesa,2005-01-15,Chicago Cubs,SDP,33,-2.6,4,117,0,0,0,0,0,0,0,,,,,8,4,7.34,1.859,125,0,0,92.0,99,11,72,78,oropeed01
151,Todd Ritchie,2005-01-15,Pittsburgh Pirates,TBD,33,-1.5,8,99,187,9,33,0,6,0,7,.176,.206,.203,.409,43,54,4.71,1.425,184,120,0,835.2,929,104,262,516,ritchto01
152,James Baldwin,2005-01-14,Baltimore Orioles,DET,33,-0.4,10,24,43,1,4,0,2,0,0,.093,.093,.163,.256,79,72,5.07,1.468,238,202,1,1266.0,1389,195,470,815,baldwja01
153,Tim Drew,2005-01-14,Colorado Rockies,ATL,26,-0.7,5,25,7,1,0,0,0,0,1,.000,.125,.000,.125,2,4,7.02,1.795,35,11,2,84.2,113,16,39,40,drewti01
154,Chad Fox,2005-01-14,Chicago Cubs,FLA,34,0.9,7,181,7,0,0,0,0,0,0,.000,.000,.000,.000,10,11,3.45,1.410,203,0,5,216.1,185,19,120,250,foxch02
155,Kevin Tolar,2005-01-14,Arizona Diamondbacks,CHC,34,-0.2,4,,,,,,,,,,,,,,,,,,,,,,,,,tolarke01
156,Billy Traber,2005-01-14,Cleveland Indians,BOS,25,0.2,1,2,4,0,0,0,0,0,0,.000,.000,.000,.000,6,9,5.24,1.540,33,18,0,111.2,132,15,40,88,trabebi01
157,Paul Bako,2005-01-13,Los Angeles Dodgers,CHC,33,-0.2,7,517,1438,132,343,14,129,4,153,.239,.312,.331,.643,,,,,,,,,,,,,bakopa01
158,Carlos Beltrán,2005-01-13,New York Mets,HOU,28,17.0,7,885,3467,616,985,146,569,192,371,.284,.353,.490,.844,,,,,,,,,,,,,beltrca01
