Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO,Name-additional
39,John Jaha,1999-02-17,Oakland Athletics,MIL,33,5.3,7,639,2176,361,583,105,366,33,290,.268,.361,.463,.824,,,,,,,,,,,,,jahajo01
40,Shawon Dunston,1999-02-16,St. Louis Cardinals,SFG,36,1.6,14,1452,5135,640,1379,123,550,195,190,.269,.296,.411,.707,,,,,,,,,,,,,dunstsh01
41,Eduardo Perez,1999-02-16,St. Louis Cardinals,CIN,29,0.6,6,327,885,107,208,33,140,13,88,.235,.308,.398,.705,,,,,,,,,,,,,perezed01
42,Orlando Merced,1999-02-10,Montreal Expos,BOS,32,4.6,9,958,3204,465,899,80,474,43,406,.281,.361,.425,.786,,,,,,,,,,,,,merceor01
43,Pete Walker,1999-02-08,Colorado Rockies,BOS,30,0.0,2,14,0,0,0,0,0,0,0,,,,,1,0,4.42,1.745,14,0,0,18.1,24,3,8,6,walkepe01
44,Jeff Juden,1999-02-05,New York Yankees,ANA,28,0.4,7,126,119,5,13,1,13,0,1,.109,.124,.160,.284,27,31,4.85,1.420,145,75,0,527.1,505,72,244,432,judenje01
45,Calvin Maduro,1999-02-05,Baltimore Orioles,PHI,24,-1.3,2,19,24,1,1,0,0,0,0,.042,.042,.042,.083,3,8,6.57,1.622,19,15,0,86.1,96,13,44,42,madurca01
46,Mike Fetters,1999-02-04,Baltimore Orioles,ANA,34,2.9,10,19,0,0,0,0,0,0,0,,,,,18,33,3.49,1.431,395,6,85,508.2,502,37,226,351,fettemi01
47,Chad Fonville,1999-02-04,Boston Red Sox,COL,28,-0.9,3,223,544,79,133,0,31,29,43,.244,.301,.270,.571,,,,,,,,,,,,,fonvich01
48,Carlos Reyes,1999-02-04,San Diego Padres,BOS,30,2.8,5,25,0,0,0,0,0,0,0,,,,,17,26,4.71,1.485,196,26,2,412.2,435,58,178,273,reyesca01
49,Esteban Beltre,1999-02-03,Baltimore Orioles,MIN,31,-0.5,7,,,,,,,,,,,,,,,,,,,,,,,,,beltres01
50,Wil Cordero,1999-02-03,Cleveland Indians,CHW,27,3.5,7,719,2639,371,733,71,336,42,184,.278,.330,.429,.759,,,,,,,,,,,,,cordewi01
51,Joe Oliver,1999-02-03,Tampa Bay Devil Rays,SEA,33,0.8,10,945,2985,273,739,90,425,9,222,.248,.300,.390,.690,,,,,,,,,,,,,olivejo01
52,Bill Selby,1999-02-03,Cleveland Indians,BOS,29,-0.3,1,40,95,12,26,3,6,1,9,.274,.337,.411,.747,,,,,,,,,,,,,selbybi01
53,Paul Wagner,1999-02-03,Cleveland Indians,ATL,31,-0.8,7,157,169,10,28,0,9,0,7,.166,.199,.178,.376,28,45,4.83,1.492,157,84,3,594.1,635,64,252,452,wagnepa01
54,Tim Young,1999-02-03,Boston Red Sox,MON,25,-0.1,1,10,0,0,0,0,0,0,0,,,,,0,0,6.00,1.667,10,0,0,6.0,6,0,4,7,youngti01
55,Shawn Gilbert,1999-02-02,Los Angeles Dodgers,STL,34,-0.3,2,36,27,4,4,1,1,2,1,.148,.179,.259,.438,,,,,,,,,,,,,gilbesh01
56,Joe Grahe,1999-02-02,Philadelphia Phillies,NYY,31,,6,17,12,1,5,0,2,0,0,.417,.417,.500,.917,21,26,4.46,1.567,174,34,45,367.2,411,26,165,188,grahejo01
57,Mike Maddux,1999-02-02,Montreal Expos,MON,37,1.0,13,333,90,4,6,0,4,0,6,.067,.125,.078,.203,36,34,4.00,1.328,398,48,20,774.2,779,55,250,502,maddumi01
58,Rusty Meacham,1999-02-02,Cincinnati Reds,PIT,31,-0.2,6,0,0,0,0,0,0,0,0,,,,,22,14,4.19,1.370,189,9,9,303.0,334,33,81,182,meachru01
59,Chris Jones,1999-02-01,San Diego Padres,SFG,33,-0.1,8,536,1005,152,254,30,130,26,73,.253,.304,.405,.709,,,,,,,,,,,,,jonesch05
60,Dennis Springer,1999-01-29,Florida Marlins,TBD,34,1.0,4,9,12,0,1,0,0,0,0,.083,.083,.083,.167,17,29,5.31,1.441,85,64,0,427.1,431,80,185,200,sprinde01
61,Jamie Walker,1999-01-28,Kansas City Royals,KCR,27,-0.9,2,2,0,0,0,0,0,0,0,,,,,3,4,6.71,1.641,56,2,0,60.1,76,11,23,39,walkeja01
62,Jim Abbott,1999-01-27,Milwaukee Brewers,CHW,31,-1.6,9,0,0,0,0,0,0,0,0,,,,,85,100,4.12,1.411,243,239,0,1592.0,1669,140,578,851,abbotji01
63,Mike Magnante,1999-01-27,Anaheim Angels,HOU,34,0.5,8,85,5,0,2,0,1,0,0,.400,.400,.400,.800,17,26,4.22,1.465,279,19,3,424.2,460,31,162,252,magnami01
64,Bob Wells,1999-01-27,Minnesota Twins,SEA,32,-0.4,5,10,0,1,0,0,0,0,1,,1.000,,,22,12,5.53,1.497,149,21,2,335.1,379,59,123,218,wellsbo01
65,John Cangelosi,1999-01-26,Chicago White Sox,FLA,36,1.4,12,1031,1998,328,500,12,134,154,358,.250,.371,.319,.690,,,,,,,,,,,,,cangejo01
66,Jason Grimsley,1999-01-26,New York Yankees,CLE,31,-1.5,7,28,38,3,4,0,2,0,3,.105,.171,.105,.276,18,25,5.39,1.674,101,68,1,426.0,450,35,263,283,grimsja01
67,Darrin Jackson,1999-01-26,Chicago White Sox,MIL,35,0.5,11,887,2480,289,635,76,301,39,128,.256,.294,.402,.695,,,,,,,,,,,,,jacksda03
68,Mike Morgan,1999-01-26,Texas Rangers,CHC,39,4.5,18,268,477,13,46,0,14,0,12,.096,.120,.107,.227,121,170,4.07,1.372,443,381,3,2458.2,2550,226,824,1249,morgami01
69,Tim Raines HOF,1999-01-26,Oakland Athletics,NYY,39,3.3,20,2295,8559,1528,2532,164,947,803,1264,.296,.386,.428,.814,,,,,,,,,,,,,raineti01
70,Dave Stevens,1999-01-26,Cleveland Indians,CHC,29,-0.4,5,37,5,0,1,0,0,0,0,.200,.200,.200,.400,15,16,5.80,1.699,176,6,21,239.0,283,46,123,160,steveda01
71,Billy McMillon,1999-01-25,Philadelphia Phillies,PHI,27,-0.3,2,65,141,14,34,2,18,2,11,.241,.290,.333,.624,,,,,,,,,,,,,mcmilbi01
72,Chris Michalak,1999-01-25,Anaheim Angels,ARI,28,-0.3,1,5,0,0,0,0,0,0,0,,,,,0,0,11.81,2.438,5,0,0,5.1,9,1,4,5,michach01
73,Steve Scarsone,1999-01-25,Kansas City Royals,ANA,33,-0.8,6,304,762,101,184,20,80,6,61,.241,.303,.382,.685,,,,,,,,,,,,,scarsst01
74,Jeff Ball,1999-01-22,Oakland Athletics,SFG,30,-0.1,1,2,4,0,1,0,0,0,0,.250,.250,.250,.500,,,,,,,,,,,,,ballje01
75,Alex Diaz,1999-01-21,Houston Astros,SFG,30,-1.3,7,336,766,99,184,7,68,39,30,.240,.271,.324,.595,,,,,,,,,,,,,diazal01
76,Randy Knorr,1999-01-21,Houston Astros,FLA,30,-0.1,8,191,521,62,118,19,76,0,38,.226,.280,.390,.670,,,,,,,,,,,,,knorrra01
77,Jeff McCurry,1999-01-21,Houston Astros,PIT,29,-0.2,4,102,4,0,0,0,0,0,0,.000,.000,.000,.000,3,11,5.57,1.761,106,0,1,124.1,158,23,61,57,mccurje01
78,Bob Scanlan,1999-01-21,Houston Astros,HOU,32,0.1,7,205,30,1,2,0,3,0,1,.067,.094,.067,.160,20,34,4.39,1.445,270,39,17,508.2,540,41,195,239,scanlbo01
79,Norm Charlton,1999-01-20,Tampa Bay Devil Rays,ATL,36,-1.9,10,288,87,6,8,0,1,0,3,.092,.151,.115,.265,45,49,3.62,1.332,517,37,96,798.0,707,61,356,714,charlno01
80,Steve Cooke,1999-01-20,Tampa Bay Devil Rays,CIN,29,1.7,6,104,171,8,24,0,7,0,0,.140,.145,.164,.308,26,36,4.31,1.412,104,88,1,549.2,585,61,191,335,cookest01
81,Chance Sanford,1999-01-20,Los Angeles Dodgers,PIT,27,-0.6,1,14,28,3,4,0,3,0,1,.143,.172,.250,.422,,,,,,,,,,,,,sanfoch01
82,Everett Stull,1999-01-20,Atlanta Braves,BAL,27,-0.2,1,3,0,0,0,0,0,0,0,,,,,0,1,16.20,3.300,3,0,0,3.1,7,1,4,2,stullev01
83,Marc Valdes,1999-01-20,Tampa Bay Devil Rays,MON,27,0.2,4,80,40,1,4,0,1,0,2,.100,.163,.100,.263,6,10,4.81,1.588,82,22,2,187.0,205,14,92,97,valdema01
84,Bobby Witt,1999-01-20,Tampa Bay Devil Rays,STL,35,3.0,13,47,50,2,6,1,5,0,2,.120,.151,.240,.391,131,140,4.73,1.556,377,356,0,2226.0,2216,219,1248,1795,wittbo01
85,Willie Greene,1999-01-19,Toronto Blue Jays,BAL,27,4.4,7,469,1377,198,340,64,229,13,204,.247,.344,.440,.784,,,,,,,,,,,,,greenwi01
86,Joey Cora,1999-01-18,Toronto Blue Jays,CLE,34,5.7,11,1119,3734,624,1035,30,294,117,380,.277,.348,.369,.717,,,,,,,,,,,,,corajo01
87,Joe Hudson,1999-01-18,Texas Rangers,MIL,28,0.0,4,6,0,0,0,0,0,0,0,,,,,6,7,4.82,1.764,102,0,2,127.0,151,7,73,62,hudsojo02
88,Héctor Ortiz,1999-01-18,Los Angeles Dodgers,KCR,29,-0.2,1,4,4,1,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,,,,ortizhe01
89,Todd Van Poppel,1999-01-18,Pittsburgh Pirates,PIT,27,-3.1,6,20,14,3,3,0,1,0,1,.214,.267,.286,.552,22,37,6.24,1.635,135,80,1,509.1,534,80,299,353,vanpoto01
90,Scott Servais,1999-01-17,San Francisco Giants,CHC,32,1.4,8,700,2170,214,527,57,285,3,159,.243,.304,.377,.681,,,,,,,,,,,,,servasc01
91,Robert Ellis,1999-01-15,Houston Astros,MIL,28,0.2,1,0,0,0,0,0,0,0,0,,,,,0,0,0.00,0.800,3,0,0,5.0,0,0,4,5,ellisro02
92,Ricardo Jordan,1999-01-15,Los Angeles Dodgers,NYY,29,0.1,4,53,2,0,0,0,0,0,0,.000,.000,.000,.000,5,4,5.25,1.678,69,0,1,70.1,71,6,47,47,jordari03
93,Scott Livingstone,1999-01-15,Los Angeles Dodgers,MON,33,-1.9,8,673,1533,163,431,17,177,10,89,.281,.317,.369,.686,,,,,,,,,,,,,livinsc01
94,Mike Mohler,1999-01-15,St. Louis Cardinals,OAK,30,2.5,6,9,0,0,0,0,0,0,0,,,,,12,24,4.74,1.572,262,20,9,334.0,340,37,185,233,mohlemi01
95,Luis Rivera,1999-01-15,Anaheim Angels,KCR,35,0.1,11,781,2215,249,516,28,209,20,171,.233,.291,.333,.624,,,,,,,,,,,,,riverlu01
96,Heathcliff Slocumb,1999-01-15,Baltimore Orioles,SEA,33,3.0,8,215,11,0,1,0,2,0,0,.091,.091,.091,.182,23,31,3.99,1.569,433,0,95,500.1,503,24,282,407,slocuhe01
97,Brent Cookson,1999-01-14,Los Angeles Dodgers,ARI,29,,1,22,35,2,5,0,5,1,2,.143,.189,.171,.361,,,,,,,,,,,,,cooksbr01
98,Terry Mathews,1999-01-14,Kansas City Royals,OAK,34,-0.2,7,147,23,3,9,0,3,0,0,.391,.391,.522,.913,20,20,4.23,1.432,300,4,9,382.2,385,46,163,281,mathete01
99,Hal Morris,1999-01-14,Cincinnati Reds,KCR,34,2.6,11,1067,3727,501,1140,73,483,45,315,.306,.360,.437,.796,,,,,,,,,,,,,morriha02
100,Billy Ashley,1999-01-13,Tampa Bay Devil Rays,BOS,28,-0.1,7,281,618,56,144,28,84,0,63,.233,.307,.409,.716,,,,,,,,,,,,,ashlebi01
101,Marcus Jensen,1999-01-13,St. Louis Cardinals,MIL,26,-0.4,3,49,106,10,17,1,8,0,16,.160,.270,.217,.487,,,,,,,,,,,,,jensema01
102,John Marzano,1999-01-13,Texas Rangers,SEA,36,0.3,10,301,794,79,191,11,72,0,39,.241,.289,.344,.633,,,,,,,,,,,,,marzajo01
103,Derrick May,1999-01-13,Montreal Expos,MON,30,0.2,9,771,2151,239,583,48,298,30,152,.271,.319,.395,.714,,,,,,,,,,,,,mayde01
104,Darren Bragg,1999-01-12,St. Louis Cardinals,BOS,29,8.0,5,469,1503,214,392,30,175,38,192,.261,.348,.395,.743,,,,,,,,,,,,,braggda01
105,Greg Cadaret,1999-01-12,Los Angeles Dodgers,TEX,37,1.3,10,41,2,0,0,0,0,0,0,.000,.000,.000,.000,38,32,3.99,1.545,451,35,14,724.1,716,58,403,539,cadargr01
106,Matt Luke,1999-01-12,Anaheim Angels,LAD,28,0.7,2,105,239,35,56,12,34,2,17,.234,.287,.444,.730,,,,,,,,,,,,,lukema01
107,Mike Munoz,1999-01-12,Texas Rangers,COL,33,0.1,10,309,7,2,1,0,1,0,3,.143,.400,.286,.686,16,18,5.29,1.619,390,0,10,307.2,345,28,153,212,munozmi01
108,Rich Becker,1999-01-11,Milwaukee Brewers,BAL,27,6.6,6,545,1678,250,433,31,178,56,225,.258,.347,.372,.719,,,,,,,,,,,,,beckeri01
109,Brian Johnson,1999-01-11,Cincinnati Reds,SFG,31,2.2,5,386,1169,111,297,40,159,1,67,.254,.298,.407,.705,,,,,,,,,,,,,johnsbr01
110,Doug Jones,1999-01-11,Oakland Athletics,CLE,42,4.0,14,276,7,0,1,0,0,0,1,.143,.250,.143,.393,60,72,3.23,1.228,722,4,291,951.0,963,70,205,792,jonesdo01
111,Pat Rapp,1999-01-11,Boston Red Sox,KCR,31,1.3,7,129,237,10,29,1,13,0,1,.122,.126,.152,.278,50,60,4.52,1.571,160,155,0,897.0,949,82,460,547,rapppa01
112,Mike Oquist,1999-01-08,Oakland Athletics,OAK,31,1.6,6,14,5,0,1,0,0,0,0,.200,.200,.200,.400,16,21,5.50,1.554,105,55,0,414.1,465,55,179,262,oquismi01
113,Bill Swift,1999-01-08,Seattle Mariners,SEA,37,-0.9,13,133,229,27,48,1,15,1,15,.210,.260,.262,.522,94,78,3.95,1.372,403,220,27,1599.2,1688,116,507,767,swiftbi02
114,Marc Newfield,1999-01-07,Oakland Athletics,MIL,26,-1.1,6,355,957,98,238,22,132,1,69,.249,.303,.375,.678,,,,,,,,,,,,,newfima01
115,Wayne Kirby,1999-01-06,Toronto Blue Jays,NYM,35,-1.2,8,516,1198,183,302,14,119,44,98,.252,.309,.345,.654,,,,,,,,,,,,,kirbywa01
116,Rheal Cormier,1999-01-05,Boston Red Sox,CLE,32,2.2,7,122,184,14,34,0,12,0,3,.185,.202,.217,.420,38,39,4.18,1.286,169,108,0,714.2,771,73,148,425,cormirh01
117,Jeff Manto,1999-01-05,Cleveland Indians,CLE,34,-0.5,7,264,675,90,154,29,91,3,82,.228,.319,.412,.731,,,,,,,,,,,,,mantoje01
118,Dave Telgheder,1999-01-05,Cleveland Indians,OAK,32,2.5,6,38,23,1,3,0,1,0,1,.130,.167,.174,.341,15,19,5.23,1.524,81,46,0,311.2,372,47,103,158,telghda01
119,Chris Turner,1999-01-05,Cleveland Indians,KCR,30,0.0,6,109,269,37,65,3,29,4,25,.242,.309,.338,.647,,,,,,,,,,,,,turnech01
120,Paul Abbott,1999-01-04,Seattle Mariners,SEA,31,0.5,5,1,0,0,0,0,0,0,0,,,,,6,8,5.03,1.618,37,19,0,136.0,130,13,90,110,abbotpa01
121,Osvaldo Fernandez,1999-01-04,San Francisco Giants,SFG,32,-1.1,2,45,74,0,5,0,1,0,1,.068,.092,.068,.160,10,17,4.70,1.487,41,39,0,228.0,267,29,72,137,fernaos01
122,Kevin Jarvis,1999-01-04,Oakland Athletics,CIN,29,-2.5,4,59,62,4,10,0,2,0,0,.161,.175,.194,.368,12,18,6.38,1.660,81,39,1,285.0,364,51,109,154,jarvike01
123,Terry Steinbach,1999-01-04,Minnesota Twins,MIN,37,5.4,13,1445,5031,603,1357,158,703,21,380,.270,.324,.422,.746,,,,,,,,,,,,,steinte01
124,Derrick White,1999-01-04,Chicago Cubs,COL,29,-0.4,3,76,116,10,21,3,8,3,2,.181,.202,.302,.503,,,,,,,,,,,,,whitede04
125,P.J. Forbes,1999-01-03,Texas Rangers,BAL,31,-0.1,1,9,10,0,1,0,2,0,0,.100,.100,.100,.200,,,,,,,,,,,,,forbep.01
126,Brady Raggio,1999-01-03,Texas Rangers,STL,26,-1.5,2,18,4,0,0,0,1,0,0,.000,.000,.000,.000,2,3,8.45,2.217,19,5,0,38.1,66,2,19,24,raggibr01
127,Jose Herrera,1999-01-02,Baltimore Orioles,TOR,26,-0.8,3,,,,,,,,,,,,,,,,,,,,,,,,,herrejo02
128,Pedro Borbon,1998-12-30,Los Angeles Dodgers,ATL,31,0.8,4,89,2,0,1,0,0,0,0,.500,.500,.500,1.000,5,3,3.42,1.239,89,0,3,71.0,60,3,28,67,borbope02
129,John Mabry,1998-12-30,Seattle Mariners,STL,28,-1.6,5,544,1719,181,491,32,200,3,132,.286,.337,.400,.738,,,,,,,,,,,,,mabryjo01
130,Gregg Jefferies,1998-12-28,Detroit Tigers,ANA,31,4.1,12,1354,5173,721,1513,118,631,193,443,.292,.348,.426,.774,,,,,,,,,,,,,jeffegr01
131,Carlos Garcia,1998-12-27,San Diego Padres,ANA,31,-1.0,9,604,2167,273,578,33,197,73,114,.267,.308,.375,.683,,,,,,,,,,,,,garcica01
132,Tim Belcher,1998-12-23,Anaheim Angels,KCR,37,9.1,12,199,383,19,47,2,25,0,2,.123,.136,.159,.296,136,127,3.97,1.323,361,340,5,2269.2,2210,229,792,1445,belchti01
133,Rob Butler,1998-12-23,Toronto Blue Jays,HOU,29,0.1,3,101,211,31,52,0,20,3,19,.246,.311,.327,.638,,,,,,,,,,,,,butlero01
134,Mark Lewis,1998-12-23,Cincinnati Reds,PHI,29,-1.8,8,726,2427,281,645,40,254,22,176,.266,.316,.376,.692,,,,,,,,,,,,,lewisma01
135,Mike Matheny,1998-12-23,Toronto Blue Jays,MIL,28,-1.5,5,445,1172,100,271,19,128,6,57,.231,.278,.334,.612,,,,,,,,,,,,,mathemi01
136,F.P. Santangelo,1998-12-23,San Francisco Giants,MON,31,5.9,4,439,1224,174,307,17,119,21,155,.251,.361,.361,.722,,,,,,,,,,,,,santaf.01
137,Ivan Cruz,1998-12-22,Pittsburgh Pirates,NYY,31,-0.1,1,11,20,0,5,0,3,0,2,.250,.318,.300,.618,,,,,,,,,,,,,cruziv01
138,Jim Dougherty,1998-12-22,Pittsburgh Pirates,OAK,31,-1.0,3,69,8,1,1,0,0,0,0,.125,.125,.125,.250,8,8,5.92,1.619,77,0,0,92.2,107,11,43,58,doughji01
139,Rob Ducey,1998-12-22,Philadelphia Phillies,SEA,34,1.8,10,425,853,125,211,14,75,19,81,.247,.317,.390,.707,,,,,,,,,,,,,duceyro01
140,Ray Montgomery,1998-12-22,Pittsburgh Pirates,HOU,29,0.1,3,47,87,14,21,1,8,0,6,.241,.281,.356,.638,,,,,,,,,,,,,montgra01
141,Todd Ritchie,1998-12-22,Pittsburgh Pirates,MIN,27,0.5,2,2,2,0,0,0,0,0,0,.000,.000,.000,.000,2,3,4.83,1.561,57,0,0,98.2,117,12,37,65,ritchto01
142,Chris Tremie,1998-12-22,Pittsburgh Pirates,TEX,29,0.0,2,12,27,2,5,0,0,0,2,.185,.241,.222,.464,,,,,,,,,,,,,tremich01
143,Rich Amaral,1998-12-21,Baltimore Orioles,SEA,37,1.4,8,606,1591,274,442,11,142,97,154,.278,.345,.354,.699,,,,,,,,,,,,,amarari01
144,Steve Avery,1998-12-21,Cincinnati Reds,BOS,29,0.8,9,213,410,33,73,4,31,1,12,.178,.199,.261,.460,88,76,4.10,1.330,259,242,0,1442.2,1435,132,484,923,averyst01
145,Brian Bevil,1998-12-21,Kansas City Royals,KCR,27,-0.6,3,4,0,0,0,0,0,0,0,,,,,5,3,6.28,1.604,60,1,1,67.1,72,7,36,67,bevilbr01
146,Ricky Bones,1998-12-21,Baltimore Orioles,KCR,30,-0.5,8,28,16,1,1,0,1,0,2,.063,.167,.063,.229,57,72,4.82,1.448,228,162,1,1093.1,1198,147,385,438,bonesri01
147,Chris Hatcher,1998-12-21,Colorado Rockies,KCR,30,-0.2,1,8,15,0,1,0,1,0,1,.067,.125,.067,.192,,,,,,,,,,,,,hatchch01
148,Dave Magadan,1998-12-21,San Diego Padres,OAK,36,3.3,13,1280,3651,471,1061,37,432,10,629,.291,.393,.380,.773,,,,,,,,,,,,,magadda01
