Rk,Name,Age,Tm,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Name-additional
133,Aaron Cook,27,COL,NL,9,15,.375,4.23,32,32,0,0,0,0,212.2,242,107,100,17,55,11,92,7,0,2,915,116,4.20,1.397,10.2,0.7,2.3,3.9,1.67,cookaa01
134,Roy Corcoran,26,WSN,NL,0,1,.000,11.12,6,0,2,0,0,0,5.2,12,8,7,1,4,0,6,0,0,0,34,41,5.44,2.824,19.1,1.6,6.4,9.5,1.50,corcoro01
135,Tim Corcoran,28,TBD,AL,5,9,.357,4.38,21,16,2,0,0,0,90.1,92,48,44,10,48,3,59,4,1,0,396,105,5.01,1.550,9.2,1.0,4.8,5.9,1.23,corcoti02
136,Chad Cordero,24,WSN,NL,7,4,.636,3.19,68,0,59,0,0,29,73.1,59,27,26,13,22,5,69,3,0,0,307,134,4.59,1.105,7.2,1.6,2.7,8.5,3.14,cordech01
137,Francisco Cordero,31,TOT,MLB,10,5,.667,3.70,77,0,47,0,0,22,75.1,69,32,31,7,32,2,84,3,0,4,322,125,3.52,1.341,8.2,0.8,3.8,10.0,2.63,cordefr01
138,Francisco Cordero,31,TEX,AL,7,4,.636,4.81,49,0,21,0,0,6,48.2,49,27,26,5,16,1,54,3,0,3,210,97,3.43,1.336,9.1,0.9,3.0,10.0,3.38,cordefr01
139,Francisco Cordero,31,MIL,NL,3,1,.750,1.69,28,0,26,0,0,16,26.2,20,5,5,2,16,1,30,0,0,1,112,272,3.67,1.350,6.8,0.7,5.4,10.1,1.88,cordefr01
140,Bryan Corey,32,TOT,AL,2,1,.667,3.69,32,0,3,0,0,0,39.0,35,16,16,1,15,0,28,2,0,0,166,129,3.35,1.282,8.1,0.2,3.5,6.5,1.87,coreybr01
141,Bryan Corey,32,TEX,AL,1,1,.500,2.60,16,0,3,0,0,0,17.1,15,5,5,0,8,0,13,0,0,0,75,181,3.03,1.327,7.8,0.0,4.2,6.8,1.63,coreybr01
142,Bryan Corey,32,BOS,AL,1,0,1.000,4.57,16,0,0,0,0,0,21.2,20,11,11,1,7,0,15,2,0,0,91,105,3.61,1.246,8.3,0.4,2.9,6.2,2.14,coreybr01
143,Lance Cormier,25,ATL,NL,4,5,.444,4.89,29,9,5,0,0,0,73.2,90,44,40,8,39,7,43,2,0,2,333,91,5.06,1.751,11.0,1.0,4.8,5.3,1.10,cormila01
144,Rheal Cormier*,39,TOT,NL,2,3,.400,2.44,64,0,13,0,0,0,48.0,48,13,13,5,17,3,19,3,0,2,205,194,4.96,1.354,9.0,0.9,3.2,3.6,1.12,cormirh01
145,Rheal Cormier*,39,PHI,NL,2,2,.500,1.59,43,0,6,0,0,0,34.0,27,6,6,2,13,3,13,3,0,2,139,297,4.56,1.176,7.1,0.5,3.4,3.4,1.00,cormirh01
146,Rheal Cormier*,39,CIN,NL,0,1,.000,4.50,21,0,7,0,0,0,14.0,21,7,7,3,4,0,6,0,0,0,66,106,5.93,1.786,13.5,1.9,2.6,3.9,1.50,cormirh01
147,Manny Corpas,23,COL,NL,1,2,.333,3.62,35,0,3,0,0,0,32.1,36,13,13,3,8,1,27,2,0,2,136,137,3.61,1.361,10.0,0.8,2.2,7.5,3.38,corpama01
148,Kevin Correia,25,SFG,NL,2,0,1.000,3.49,48,0,9,0,0,0,69.2,64,27,27,5,22,0,57,3,0,0,295,129,3.52,1.234,8.3,0.6,2.8,7.4,2.59,correke01
149,David Cortes,32,COL,NL,3,1,.750,4.30,30,0,16,0,0,0,29.1,35,14,14,3,6,1,14,1,0,0,124,115,4.24,1.398,10.7,0.9,1.8,4.3,2.33,corteda01
150,Neal Cotts*,26,CHW,AL,1,2,.333,5.17,70,0,14,0,0,1,54.0,64,33,31,12,24,6,43,3,0,3,251,92,5.94,1.630,10.7,2.0,4.0,7.2,1.79,cottsne01
151,Jesse Crain,24,MIN,AL,4,5,.444,3.52,68,0,24,0,0,1,76.2,79,31,30,6,18,2,60,2,0,1,325,128,3.38,1.265,9.3,0.7,2.1,7.0,3.33,crainje01
152,Francisco Cruceta,24,SEA,AL,0,0,,10.80,4,1,1,0,0,0,6.2,10,8,8,2,6,0,2,0,0,1,34,43,9.15,2.400,13.5,2.7,8.1,2.7,0.33,crucefr01
153,Juan Cruz,27,ARI,NL,5,6,.455,4.18,31,15,5,0,0,0,94.2,80,45,44,7,47,2,88,11,0,2,413,113,4.09,1.342,7.6,0.7,4.5,8.4,1.87,cruzju02
154,Casey Daigle,25,ARI,NL,0,0,,3.65,10,0,1,0,0,0,12.1,14,5,5,1,6,0,7,0,0,0,52,133,4.53,1.622,10.2,0.7,4.4,5.1,1.17,daiglca01
155,Kyle Davies,22,ATL,NL,3,7,.300,8.38,14,14,0,1,0,0,63.1,90,60,59,14,33,0,51,3,0,3,312,53,6.12,1.942,12.8,2.0,4.7,7.2,1.55,davieky01
156,Doug Davis*,30,MIL,NL,11,11,.500,4.91,34,34,0,1,1,0,203.1,206,118,111,19,102,1,159,5,0,3,904,93,4.38,1.515,9.1,0.8,4.5,7.0,1.56,davisdo02
157,Jason Davis,26,CLE,AL,3,2,.600,3.74,39,0,10,0,0,1,55.1,67,28,23,1,14,2,37,3,0,3,246,120,2.97,1.464,10.9,0.2,2.3,6.0,2.64,davisja02
158,Zach Day,28,TOT,NL,2,5,.286,6.75,8,8,0,0,0,0,40.0,51,32,30,5,21,2,19,3,0,1,190,67,5.62,1.800,11.5,1.1,4.7,4.3,0.90,dayza01
159,Zach Day,28,COL,NL,1,2,.333,10.80,3,3,0,0,0,0,13.1,22,17,16,3,10,1,6,1,0,0,71,46,7.65,2.400,14.9,2.0,6.8,4.1,0.60,dayza01
160,Zach Day,28,WSN,NL,1,3,.250,4.73,5,5,0,0,0,0,26.2,29,15,14,2,11,1,13,2,0,1,119,92,4.61,1.500,9.8,0.7,3.7,4.4,1.18,dayza01
161,Jorge De La Rosa*,25,TOT,MLB,5,6,.455,6.49,28,13,4,0,0,0,79.0,81,59,57,14,54,1,67,2,1,6,367,72,5.88,1.709,9.2,1.6,6.2,7.6,1.24,rosajo01
162,Jorge De La Rosa*,25,MIL,NL,2,2,.500,8.60,18,3,4,0,0,0,30.1,32,30,29,4,22,1,31,1,0,4,146,53,5.09,1.780,9.5,1.2,6.5,9.2,1.41,rosajo01
163,Jorge De La Rosa*,25,KCR,AL,3,4,.429,5.18,10,10,0,0,0,0,48.2,49,29,28,10,32,0,36,1,1,2,221,91,6.37,1.664,9.1,1.8,5.9,6.7,1.13,rosajo01
164,Mike DeJean,35,COL,NL,1,0,1.000,0.00,2,0,1,0,0,0,1.2,1,0,0,0,2,0,0,0,0,0,8,,6.75,1.800,5.4,0.0,10.8,0.0,0.00,dejeami01
165,Francisco Del Rosario,25,TOR,AL,1,2,.333,6.65,17,1,4,0,0,0,23.0,24,17,17,4,16,2,21,1,0,3,108,70,5.80,1.739,9.4,1.6,6.3,8.2,1.31,rosarfr01
166,Manny Delcarmen,24,BOS,AL,2,0,1.000,5.06,50,0,11,0,0,0,53.1,68,32,30,2,17,2,45,2,0,0,243,94,3.02,1.594,11.5,0.3,2.9,7.6,2.65,delcama01
167,Chris Demaria,25,MIL,NL,0,1,.000,5.93,10,0,4,0,0,0,13.2,10,11,9,4,9,0,11,2,0,0,63,78,7.76,1.390,6.6,2.6,5.9,7.2,1.22,demarch01
168,Ryan Dempster,29,CHC,NL,1,9,.100,4.80,74,0,64,0,0,24,75.0,77,47,40,5,36,3,67,3,0,6,342,97,3.79,1.507,9.2,0.6,4.3,8.0,1.86,dempsry01
169,Elmer Dessens,35,TOT,MLB,5,8,.385,4.56,62,0,12,0,0,2,77.0,86,43,39,8,22,8,52,1,0,3,334,103,4.04,1.403,10.1,0.9,2.6,6.1,2.36,desseel01
170,Elmer Dessens,35,KCR,AL,5,7,.417,4.50,43,0,10,0,0,2,54.0,63,31,27,4,13,6,36,1,0,2,234,105,3.55,1.407,10.5,0.7,2.2,6.0,2.77,desseel01
171,Elmer Dessens,35,LAD,NL,0,1,.000,4.70,19,0,2,0,0,0,23.0,23,12,12,4,9,2,16,0,0,1,100,97,5.19,1.391,9.0,1.6,3.5,6.3,1.78,desseel01
172,Joey Devine,22,ATL,NL,0,0,,9.95,10,0,1,0,0,0,6.1,8,7,7,1,9,1,10,1,1,4,36,47,6.78,2.684,11.4,1.4,12.8,14.2,1.11,devinjo01
173,Jose Diaz,26,KCR,AL,0,0,,10.80,4,0,1,0,0,0,6.2,10,8,8,2,8,0,3,1,0,2,38,46,10.20,2.700,13.5,2.7,10.8,4.1,0.38,diazjo01
174,R.A. Dickey,31,TEX,AL,0,1,.000,18.90,1,1,0,0,0,0,3.1,8,7,7,6,1,0,1,0,0,0,18,27,26.85,2.700,21.6,16.2,2.7,2.7,1.00,dicker.01
175,Lenny DiNardo*,26,BOS,AL,1,2,.333,7.85,13,6,0,0,0,0,39.0,61,35,34,6,20,1,17,1,0,1,190,61,5.89,2.077,14.1,1.4,4.6,3.9,0.85,dinarle01
176,Scott Dohmann,28,TOT,MLB,2,4,.333,7.08,48,0,18,0,0,1,48.1,59,39,38,9,33,7,44,4,0,5,231,69,6.04,1.903,11.0,1.7,6.1,8.2,1.33,dohmasc01
177,Scott Dohmann,28,COL,NL,1,1,.500,6.20,27,0,9,0,0,1,24.2,26,18,17,4,15,2,22,2,0,2,114,80,5.54,1.662,9.5,1.5,5.5,8.0,1.47,dohmasc01
178,Scott Dohmann,28,KCR,AL,1,3,.250,7.99,21,0,9,0,0,0,23.2,33,21,21,5,18,5,22,2,0,3,117,60,6.57,2.155,12.5,1.9,6.8,8.4,1.22,dohmasc01
179,Brendan Donnelly,34,LAA,AL,6,0,1.000,3.94,62,0,17,0,0,0,64.0,58,32,28,8,28,3,53,4,0,6,278,115,4.62,1.344,8.2,1.1,3.9,7.5,1.89,donnebr01
180,Octavio Dotel,32,NYY,AL,0,0,,10.80,14,0,7,0,0,0,10.0,18,13,12,2,11,1,7,0,0,3,59,43,7.65,2.900,16.2,1.8,9.9,6.3,0.64,doteloc01
181,Scott Downs*,30,TOR,AL,6,2,.750,4.09,59,5,13,0,0,1,77.0,73,38,35,9,30,6,61,2,0,7,327,112,4.33,1.338,8.5,1.1,3.5,7.1,2.03,downssc01
182,Ryan Drese,30,WSN,NL,0,2,.000,5.19,2,2,0,0,0,0,8.2,9,8,5,0,8,0,5,0,0,2,41,86,4.76,1.962,9.3,0.0,8.3,5.2,0.63,dresery01
183,Eric DuBose*,30,BAL,AL,0,0,,9.64,2,0,0,0,0,0,4.2,10,5,5,2,3,0,2,0,0,0,23,50,9.79,2.786,19.3,3.9,5.8,3.9,0.67,duboser01
184,Justin Duchscherer,28,OAK,AL,2,1,.667,2.91,53,0,17,0,0,9,55.2,52,18,18,4,9,0,51,1,0,3,224,153,2.79,1.096,8.4,0.6,1.5,8.2,5.67,duchsju01
185,Brandon Duckworth,30,KCR,AL,1,5,.167,6.11,10,8,0,0,0,0,45.2,62,36,31,3,24,4,27,2,0,4,216,77,4.53,1.883,12.2,0.6,4.7,5.3,1.13,duckwbr01
186,Zach Duke*,23,PIT,NL,10,15,.400,4.47,34,34,0,2,1,0,215.1,255,116,107,17,68,6,117,7,1,8,935,100,4.13,1.500,10.7,0.7,2.8,4.9,1.72,dukeza01
187,Scott Dunn,28,TBD,AL,1,0,1.000,11.74,7,0,0,0,0,0,7.2,17,10,10,2,4,0,4,2,0,3,45,41,7.84,2.739,20.0,2.3,4.7,4.7,1.00,dunnsc01
188,Chad Durbin,28,DET,AL,0,0,,1.50,3,0,1,0,0,0,6.0,6,1,1,1,0,0,3,0,0,0,24,318,4.31,1.000,9.0,1.5,0.0,4.5,,durbich01
189,Adam Eaton,28,TEX,AL,7,4,.636,5.12,13,13,0,0,0,0,65.0,78,38,37,11,24,0,43,4,0,0,291,90,5.32,1.569,10.8,1.5,3.3,6.0,1.79,eatonad01
190,Joey Eischen*,36,WSN,NL,0,1,.000,8.59,22,0,4,0,0,0,14.2,18,18,14,2,19,5,18,1,0,1,83,51,6.56,2.523,11.0,1.2,11.7,11.0,0.95,eischjo01
191,Scott Elarton,30,KCR,AL,4,9,.308,5.34,20,20,0,0,0,0,114.2,117,73,68,26,52,1,49,6,0,3,501,88,6.76,1.474,9.2,2.0,4.1,3.8,0.94,elartsc01
192,Alan Embree*,36,SDP,NL,4,3,.571,3.27,73,0,11,0,0,0,52.1,50,21,19,4,15,2,53,0,0,0,221,125,2.98,1.242,8.6,0.7,2.6,9.1,3.53,embreal01
193,Scott Erickson,38,NYY,AL,0,0,,7.94,9,0,2,0,0,0,11.1,13,12,10,2,7,2,2,3,0,0,57,59,7.74,1.765,10.3,1.6,5.6,1.6,0.29,ericksc01
194,Kelvim Escobar,30,LAA,AL,11,14,.440,3.61,30,30,0,1,0,0,189.1,192,93,76,17,50,2,147,4,0,7,789,125,3.62,1.278,9.1,0.8,2.4,7.0,2.94,escobke01
195,Shawn Estes*,33,SDP,NL,0,1,.000,4.50,1,1,0,0,0,0,6.0,5,3,3,0,3,0,4,1,0,0,27,96,3.81,1.333,7.5,0.0,4.5,6.0,1.33,estessh01
196,Seth Etherton,29,KCR,AL,1,1,.500,9.39,2,2,0,0,0,0,7.2,10,9,8,3,6,0,4,0,0,0,40,52,9.54,2.087,11.7,3.5,7.0,4.7,0.67,etherse01
197,Dana Eveland*,22,MIL,NL,0,3,.000,8.13,9,5,1,0,0,0,27.2,39,25,25,4,16,2,32,5,0,2,141,56,4.99,1.988,12.7,1.3,5.2,10.4,2.00,evelada01
198,Scott Eyre*,34,CHC,NL,1,3,.250,3.38,74,0,15,0,0,0,61.1,61,25,23,11,30,4,73,0,0,6,266,138,4.57,1.484,9.0,1.6,4.4,10.7,2.43,eyresc01
199,Willie Eyre,27,MIN,AL,1,0,1.000,5.31,42,0,20,0,0,0,59.1,75,36,35,8,22,4,26,6,0,4,275,85,5.44,1.635,11.4,1.2,3.3,3.9,1.18,eyrewi01
200,Brian Falkenborg,28,STL,NL,0,1,.000,2.84,5,0,3,0,0,0,6.1,5,2,2,0,0,0,5,1,0,0,25,165,2.04,0.789,7.1,0.0,0.0,7.1,,falkebr01
201,Kyle Farnsworth,30,NYY,AL,3,6,.333,4.36,72,0,24,0,0,6,66.0,62,34,32,8,28,3,75,1,1,5,289,104,3.77,1.364,8.5,1.1,3.8,10.2,2.68,farnsky01
202,Jeff Fassero*,43,SFG,NL,1,1,.500,7.80,10,1,2,0,0,0,15.0,23,13,13,4,8,0,7,0,0,2,73,59,7.28,2.067,13.8,2.4,4.8,4.2,0.88,fasseje01
203,Ryan Feierabend*,20,SEA,AL,0,1,.000,3.71,4,2,2,0,0,0,17.0,15,7,7,3,7,0,11,0,2,1,73,122,5.38,1.294,7.9,1.6,3.7,5.8,1.57,feierry01
204,Scott Feldman,23,TEX,AL,0,2,.000,3.92,36,0,5,0,0,0,41.1,42,19,18,4,10,0,30,4,0,0,175,119,3.97,1.258,9.1,0.9,2.2,6.5,3.00,feldmsc01
205,Pedro Feliciano*,29,NYM,NL,7,2,.778,2.09,64,0,10,0,0,0,60.1,56,15,14,4,20,1,54,3,0,1,256,210,3.36,1.260,8.4,0.6,3.0,8.1,2.70,felicpe01
206,Jared Fernandez,34,MIL,NL,0,0,,9.95,4,0,3,0,0,0,6.1,11,7,7,2,1,0,1,0,0,0,31,48,7.41,1.895,15.6,2.8,1.4,1.4,1.00,fernaja01
207,Nate Field,30,COL,NL,1,1,.500,4.00,14,0,1,0,0,0,9.0,9,4,4,2,5,1,14,0,0,1,40,127,4.59,1.556,9.0,2.0,5.0,14.0,2.80,fieldna01
208,Randy Flores*,30,STL,NL,1,1,.500,5.62,65,0,10,0,0,0,41.2,49,29,26,5,22,3,40,1,0,1,196,80,4.44,1.704,10.6,1.1,4.8,8.6,1.82,florera01
209,Ron Flores*,26,OAK,AL,1,2,.333,3.34,25,0,11,0,0,1,29.2,28,11,11,3,10,2,20,0,0,1,122,134,4.12,1.281,8.5,0.9,3.0,6.1,2.00,florero01
210,Gavin Floyd,23,PHI,NL,4,3,.571,7.29,11,11,0,1,1,0,54.1,70,48,44,14,32,3,34,3,0,2,264,65,7.18,1.877,11.6,2.3,5.3,5.6,1.06,floydga01
211,Josh Fogg,29,COL,NL,11,9,.550,5.49,31,31,0,1,1,0,172.0,206,115,105,24,60,13,93,6,0,3,765,89,5.03,1.547,10.8,1.3,3.1,4.9,1.55,foggjo01
212,Bartolome Fortunato,31,NYM,NL,1,0,1.000,27.00,2,0,0,0,0,0,3.0,7,9,9,2,2,0,0,1,0,0,18,18,14.81,3.000,21.0,6.0,6.0,0.0,0.00,fortuba01
213,Casey Fossum*,28,TBD,AL,6,6,.500,5.33,25,25,0,0,0,0,130.0,136,89,77,18,63,3,88,12,1,4,594,86,5.32,1.531,9.4,1.2,4.4,6.1,1.40,fossuca01
214,Keith Foulke,33,BOS,AL,3,1,.750,4.35,44,0,16,0,0,0,49.2,52,24,24,9,7,0,36,2,0,2,205,110,4.60,1.188,9.4,1.6,1.3,6.5,5.14,foulkke01
215,Jeff Francis*,25,COL,NL,13,11,.542,4.16,32,32,0,1,1,0,199.0,187,101,92,18,69,15,117,13,0,0,843,118,4.38,1.286,8.5,0.8,3.1,5.3,1.70,francje01
216,Frank Francisco,26,TEX,AL,0,1,.000,4.91,8,0,2,0,0,0,7.1,8,4,4,2,2,0,6,0,0,1,32,98,5.87,1.364,9.8,2.5,2.5,7.4,3.00,francfr01
217,Ryan Franklin,33,TOT,NL,6,7,.462,4.54,66,0,19,0,0,0,77.1,86,42,39,13,33,10,43,4,0,2,343,104,5.66,1.539,10.0,1.5,3.8,5.0,1.30,frankry01
218,Ryan Franklin,33,PHI,NL,1,5,.167,4.58,46,0,13,0,0,0,53.0,59,28,27,10,17,4,25,4,0,1,233,103,5.85,1.434,10.0,1.7,2.9,4.2,1.47,frankry01
219,Ryan Franklin,33,CIN,NL,5,2,.714,4.44,20,0,6,0,0,0,24.1,27,14,12,3,16,6,18,0,0,1,110,107,5.24,1.767,10.0,1.1,5.9,6.7,1.13,frankry01
220,Wayne Franklin*,32,ATL,NL,0,0,,7.04,11,0,3,0,0,0,7.2,8,6,6,2,6,2,3,0,0,0,35,66,8.10,1.826,9.4,2.3,7.0,3.5,0.50,frankwa01
221,Jason Frasor,28,TOR,AL,3,2,.600,4.32,51,0,12,0,0,0,50.0,47,24,24,8,17,1,51,2,0,3,215,106,4.33,1.280,8.5,1.4,3.1,9.2,3.00,frasoja01
222,Emiliano Fruto,22,SEA,AL,2,2,.500,5.50,23,0,6,0,0,1,36.0,34,24,22,4,24,1,34,2,0,4,165,81,4.87,1.611,8.5,1.0,6.0,8.5,1.42,frutoem01
223,Brian Fuentes*,30,COL,NL,3,4,.429,3.44,66,0,58,0,0,30,65.1,50,25,25,8,26,4,73,6,0,6,274,143,3.97,1.163,6.9,1.1,3.6,10.1,2.81,fuentbr01
224,Jeff Fulchino,26,FLA,NL,0,0,,0.00,1,0,0,0,0,0,0.1,0,0,0,0,1,0,0,0,0,0,2,,12.15,3.000,0.0,0.0,27.0,0.0,0.00,fulchje01
225,Aaron Fultz*,32,PHI,NL,3,1,.750,4.54,66,1,12,0,0,0,71.1,80,39,36,7,28,8,62,2,0,5,317,103,3.95,1.514,10.1,0.9,3.5,7.8,2.21,fultzaa01
226,Kason Gabbard*,24,BOS,AL,1,3,.250,3.51,7,4,1,0,0,0,25.2,24,11,10,0,16,0,15,0,1,1,111,137,3.85,1.558,8.4,0.0,5.6,5.3,0.94,gabbaka01
227,Eric Gagne,30,LAD,NL,0,0,,0.00,2,0,2,0,0,1,2.0,0,0,0,0,1,0,3,1,0,0,8,,3.15,0.500,0.0,0.0,4.5,13.5,3.00,gagneer01
228,Mike Gallo*,29,HOU,NL,1,2,.333,6.06,23,0,7,0,0,0,16.1,28,11,11,3,7,1,7,2,0,4,82,75,6.33,2.143,15.4,1.7,3.9,3.9,1.00,gallomi01
229,Freddy Garcia,29,CHW,AL,17,9,.654,4.53,33,33,0,1,0,0,216.1,228,116,109,32,48,3,135,7,0,4,917,105,4.58,1.276,9.5,1.3,2.0,5.6,2.81,garcifr03
230,Jose Garcia,21,FLA,NL,0,0,,4.91,5,0,1,0,0,0,11.0,10,6,6,1,5,0,8,0,0,0,48,91,4.24,1.364,8.2,0.8,4.1,6.5,1.60,garcijo01
231,Jon Garland,26,CHW,AL,18,7,.720,4.51,33,32,0,1,1,0,211.1,247,112,106,26,41,4,112,6,0,4,900,105,4.35,1.363,10.5,1.1,1.7,4.8,2.73,garlajo01
232,Matt Garza,22,MIN,AL,3,6,.333,5.76,10,9,0,0,0,0,50.0,62,33,32,6,23,0,38,0,0,1,232,78,4.57,1.700,11.2,1.1,4.1,6.8,1.65,garzama01
233,Chad Gaudin,23,OAK,AL,4,2,.667,3.09,55,0,13,0,0,2,64.0,51,24,22,3,42,2,36,1,2,2,276,144,4.65,1.453,7.2,0.4,5.9,5.1,0.86,gaudich01
234,Geoff Geary,29,PHI,NL,7,1,.875,2.96,81,0,17,0,0,1,91.1,103,34,30,6,20,4,60,6,0,2,390,159,3.54,1.347,10.1,0.6,2.0,5.9,3.00,gearyge01
235,Franklyn German,26,FLA,NL,0,0,,3.00,12,0,3,0,0,0,12.0,7,4,4,1,14,2,6,1,0,0,57,148,6.98,1.750,5.3,0.8,10.5,4.5,0.43,germafr01
236,Justin Germano,23,CIN,NL,0,1,.000,5.40,2,1,0,0,0,0,6.2,8,4,4,1,3,1,8,1,0,0,31,91,4.50,1.650,10.8,1.4,4.1,10.8,2.67,germaju01
237,Tom Glavine*,40,NYM,NL,15,7,.682,3.82,32,32,0,0,0,0,198.0,202,94,84,22,62,7,131,6,0,1,842,114,4.30,1.333,9.2,1.0,2.8,6.0,2.11,glavito02
238,Jimmy Gobble*,24,KCR,AL,4,6,.400,5.14,60,6,17,0,0,2,84.0,95,51,48,12,29,1,80,1,0,4,370,92,4.17,1.476,10.2,1.3,3.1,8.6,2.76,gobblji01
239,Edgar Gonzalez,23,ARI,NL,3,4,.429,4.22,11,5,1,0,0,0,42.2,45,20,20,7,9,0,28,3,0,2,182,113,4.81,1.266,9.5,1.5,1.9,5.9,3.11,gonzaed01
240,Enrique Gonzalez,23,ARI,NL,3,7,.300,5.67,22,18,1,0,0,0,106.1,114,71,67,14,34,0,66,4,0,1,462,83,4.69,1.392,9.6,1.2,2.9,5.6,1.94,gonzaen01
241,Geremi Gonzalez,31,TOT,NL,4,2,.667,5.79,24,4,3,0,0,0,56.0,71,43,36,10,23,2,44,2,0,0,260,79,5.24,1.679,11.4,1.6,3.7,7.1,1.91,gonzaje01
242,Geremi Gonzalez,31,NYM,NL,0,0,,7.71,3,3,0,0,0,0,14.0,21,12,12,4,6,1,8,0,0,0,67,58,7.00,1.929,13.5,2.6,3.9,5.1,1.33,gonzaje01
243,Geremi Gonzalez,31,MIL,NL,4,2,.667,5.14,21,1,3,0,0,0,42.0,50,31,24,6,17,1,36,2,0,0,193,89,4.65,1.595,10.7,1.3,3.6,7.7,2.12,gonzaje01
244,Mike Gonzalez*,28,PIT,NL,3,4,.429,2.17,54,0,47,0,0,24,54.0,42,13,13,1,31,2,64,2,0,0,234,207,2.85,1.352,7.0,0.2,5.2,10.7,2.06,gonzami02
245,Tom Gordon,38,PHI,NL,3,4,.429,3.34,59,0,53,0,0,34,59.1,53,23,22,9,22,4,68,1,0,3,253,141,3.99,1.264,8.0,1.4,3.3,10.3,3.09,gordoto01
246,Tom Gorzelanny*,23,PIT,NL,2,5,.286,3.79,11,11,0,0,0,0,61.2,50,29,26,3,31,2,40,4,0,3,267,118,4.18,1.314,7.3,0.4,4.5,5.8,1.29,gorzeto01
247,Mike Gosling*,25,CIN,NL,0,0,,13.50,1,0,0,0,0,0,1.1,1,2,2,1,1,0,1,1,0,0,7,43,15.90,1.500,6.8,6.8,6.8,6.8,1.00,goslimi01
248,John Grabow*,27,PIT,NL,4,2,.667,4.13,72,0,17,0,0,0,69.2,68,34,32,7,30,3,66,3,0,0,303,108,3.98,1.407,8.8,0.9,3.9,8.5,2.20,grabojo02
249,Danny Graves,32,CLE,AL,2,1,.667,5.79,13,0,5,0,0,0,14.0,18,12,9,3,5,1,3,0,0,1,65,79,6.58,1.643,11.6,1.9,3.2,1.9,0.60,graveda01
250,Sean Green,27,SEA,AL,0,0,,4.50,24,0,11,0,0,0,32.0,34,16,16,2,13,1,15,2,0,2,139,99,4.43,1.469,9.6,0.6,3.7,4.2,1.15,greense01
251,Kevin Gregg,28,LAA,AL,3,4,.429,4.14,32,3,12,0,0,0,78.1,88,41,36,10,21,0,71,2,0,6,341,110,3.87,1.391,10.1,1.1,2.4,8.2,3.38,greggke01
252,Zack Greinke,22,KCR,AL,1,0,1.000,4.26,3,0,1,0,0,0,6.1,7,3,3,1,3,2,5,0,0,0,28,116,5.04,1.579,9.9,1.4,4.3,7.1,1.67,greinza01
253,Jason Grilli,29,DET,AL,2,3,.400,4.21,51,0,18,0,0,0,62.0,61,31,29,6,25,3,31,5,0,5,270,108,4.86,1.387,8.9,0.9,3.6,4.5,1.24,grillja01
254,Jason Grimsley,38,ARI,NL,1,2,.333,4.88,19,0,6,0,0,0,27.2,30,15,15,4,8,2,10,0,0,1,118,98,5.17,1.373,9.8,1.3,2.6,3.3,1.25,grimsja01
255,Kevin Gryboski,32,WSN,NL,0,0,,14.29,6,0,1,0,0,0,5.2,14,11,9,3,2,0,4,1,0,0,35,32,10.21,2.824,22.2,4.8,3.2,6.4,2.00,gryboke01
256,Eddie Guardado*,35,TOT,MLB,1,3,.250,3.89,43,0,26,0,0,13,37.0,44,19,16,10,13,2,39,1,0,0,166,118,5.69,1.541,10.7,2.4,3.2,9.5,3.00,guarded01
257,Eddie Guardado*,35,SEA,AL,1,3,.250,5.48,28,0,15,0,0,5,23.0,29,14,14,8,11,1,22,0,0,0,108,82,7.19,1.739,11.3,3.1,4.3,8.6,2.00,guarded01
258,Eddie Guardado*,35,CIN,NL,0,0,,1.29,15,0,11,0,0,8,14.0,15,5,2,2,2,1,17,1,0,0,58,372,3.22,1.214,9.6,1.3,1.3,10.9,8.50,guarded01
259,Matt Guerrier,27,MIN,AL,1,0,1.000,3.36,39,1,13,0,0,1,69.2,78,29,26,9,21,0,37,0,0,6,300,134,4.67,1.421,10.1,1.2,2.7,4.8,1.76,guerrma02
260,Jeremy Guthrie,27,CLE,AL,0,0,,6.98,9,1,1,0,0,0,19.1,24,15,15,2,15,1,14,2,0,3,93,65,5.68,2.017,11.2,0.9,7.0,6.5,0.93,guthrje01
261,Angel Guzman,24,CHC,NL,0,6,.000,7.39,15,10,1,0,0,0,56.0,68,48,46,9,37,1,60,6,1,8,272,63,5.40,1.875,10.9,1.4,5.9,9.6,1.62,guzmaan01
262,Charlie Haeger,22,CHW,AL,1,1,.500,3.44,7,1,4,0,0,1,18.1,12,10,7,0,13,0,19,0,0,0,79,141,3.20,1.364,5.9,0.0,6.4,9.3,1.46,haegech01
263,John Halama*,34,BAL,AL,3,1,.750,6.14,17,1,7,0,0,0,29.1,38,20,20,6,13,2,12,0,0,0,132,74,6.32,1.739,11.7,1.8,4.0,3.7,0.92,halamjo01
264,Roy Halladay,29,TOR,AL,16,5,.762,3.19,32,32,0,4,0,0,220.0,208,82,78,19,34,5,132,5,0,3,876,143,3.60,1.100,8.5,0.8,1.4,5.4,3.88,hallaro01
265,Brad Halsey*,25,OAK,AL,5,4,.556,4.67,52,7,7,0,0,0,94.1,108,53,49,11,46,7,53,5,0,7,431,95,5.16,1.633,10.3,1.0,4.4,5.1,1.15,halsebr01
