Rk,Name,Age,Tm,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Name-additional
21,Brandon Backe,28,HOU,NL,3,2,.600,3.77,8,8,0,0,0,0,43.0,43,18,18,4,18,0,19,3,0,2,189,119,4.94,1.419,9.0,0.8,3.8,4.0,1.06,backebr01
22,Cha-Seung Baek,26,SEA,AL,4,1,.800,3.67,6,6,0,0,0,0,34.1,26,15,14,6,13,0,23,2,0,1,140,122,5.39,1.136,6.8,1.6,3.4,6.0,1.77,baekch01
23,Danys Báez,28,TOT,NL,5,6,.455,4.53,57,0,28,0,0,9,59.2,60,35,30,3,17,3,39,7,0,3,257,100,3.70,1.291,9.1,0.5,2.6,5.9,2.29,baezda01
24,Danys Báez,28,LAD,NL,5,5,.500,4.35,46,0,27,0,0,9,49.2,53,29,24,3,11,2,29,6,0,3,213,104,3.79,1.289,9.6,0.5,2.0,5.3,2.64,baezda01
25,Danys Báez,28,ATL,NL,0,1,.000,5.40,11,0,1,0,0,0,10.0,7,6,6,0,6,1,10,1,0,0,44,85,3.25,1.300,6.3,0.0,5.4,9.0,1.67,baezda01
26,Jeff Bajenaru,28,ARI,NL,0,1,.000,36.00,1,0,0,0,0,0,1.0,4,4,4,3,0,0,0,0,0,0,7,17,42.15,4.000,36.0,27.0,0.0,0.0,,bajenje01
27,Scott Baker,24,MIN,AL,5,8,.385,6.37,16,16,0,0,0,0,83.1,114,63,59,17,16,1,62,3,0,0,377,70,5.00,1.560,12.3,1.8,1.7,6.7,3.88,bakersc02
28,Brian Bannister,25,NYM,NL,2,1,.667,4.26,8,6,1,0,0,0,38.0,34,18,18,4,22,2,19,2,0,2,171,103,5.41,1.474,8.1,0.9,5.2,4.5,0.86,bannibr01
29,Kevin Barry,27,ATL,NL,1,1,.500,5.61,19,1,7,0,0,0,25.2,24,16,16,2,14,0,19,1,0,0,115,80,4.43,1.481,8.4,0.7,4.9,6.7,1.36,barryke01
30,Philip Barzilla*,27,HOU,NL,0,0,,0.00,1,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,2,,3.15,3.000,27.0,0.0,0.0,0.0,,barziph01
31,Miguel Batista,35,ARI,NL,11,8,.579,4.58,34,33,0,3,1,0,206.1,231,116,105,18,84,5,110,6,1,14,910,103,4.52,1.527,10.1,0.8,3.7,4.8,1.31,batismi01
32,Rick Bauer,29,TEX,AL,3,1,.750,3.55,58,1,19,0,0,2,71.0,73,31,28,4,25,0,35,4,0,3,302,130,4.12,1.380,9.3,0.5,3.2,4.4,1.40,bauerri01
33,Denny Bautista,25,TOT,MLB,0,3,.000,5.62,12,8,3,0,0,0,41.2,47,34,26,5,21,0,27,4,0,5,194,86,5.21,1.632,10.2,1.1,4.5,5.8,1.29,bautide01
34,Denny Bautista,25,KCR,AL,0,2,.000,5.66,8,7,0,0,0,0,35.0,38,24,22,5,17,0,22,4,0,5,161,84,5.55,1.571,9.8,1.3,4.4,5.7,1.29,bautide01
35,Denny Bautista,25,COL,NL,0,1,.000,5.40,4,1,3,0,0,0,6.2,9,10,4,0,4,0,5,0,0,0,33,95,3.45,1.950,12.2,0.0,5.4,6.8,1.25,bautide01
36,Jonah Bayliss,25,PIT,NL,1,1,.500,4.30,11,0,5,0,0,0,14.2,13,7,7,1,11,2,15,1,0,2,69,106,4.44,1.636,8.0,0.6,6.8,9.2,1.36,baylijo01
37,T.J. Beam,25,NYY,AL,2,0,1.000,8.50,20,0,5,0,0,0,18.0,26,17,17,5,6,2,12,2,1,1,85,54,6.76,1.778,13.0,2.5,3.0,6.0,2.00,beamtj01
38,Colter Bean,29,NYY,AL,0,0,,9.00,2,0,1,0,0,0,2.0,2,2,2,0,2,0,1,1,0,0,10,59,6.65,2.000,9.0,0.0,9.0,4.5,0.50,beanco01
39,Josh Beckett,26,BOS,AL,16,11,.593,5.01,33,33,0,0,0,0,204.2,191,120,114,36,74,1,158,10,1,11,869,95,5.12,1.295,8.4,1.6,3.3,6.9,2.14,beckejo02
40,Erik Bedard*,27,BAL,AL,15,11,.577,3.76,33,33,0,0,0,0,196.1,196,92,82,16,69,0,171,5,0,6,844,120,3.60,1.350,9.0,0.7,3.2,7.8,2.48,bedarer01
41,Joe Beimel*,29,LAD,NL,2,1,.667,2.96,62,0,10,0,0,2,70.0,70,26,23,7,21,3,30,0,1,6,295,153,4.49,1.300,9.0,0.9,2.7,3.9,1.43,beimejo01
42,Matt Belisle,26,CIN,NL,2,0,1.000,3.60,30,2,5,0,0,0,40.0,43,18,16,5,19,1,26,3,0,3,180,131,5.12,1.550,9.7,1.1,4.3,5.9,1.37,belisma01
43,Heath Bell,28,NYM,NL,0,0,,5.11,22,0,6,0,0,0,37.0,51,25,21,6,11,2,35,0,0,1,166,86,4.26,1.676,12.4,1.5,2.7,8.5,3.18,bellhe01
44,Armando Benitez,33,SFG,NL,4,2,.667,3.52,41,0,33,0,0,17,38.1,39,15,15,6,21,2,31,0,0,1,171,129,5.21,1.565,9.2,1.4,4.9,7.3,1.48,benitar01
45,Joaquín Benoit,28,TEX,AL,1,1,.500,4.86,56,0,7,0,0,0,79.2,68,49,43,5,38,4,85,3,0,3,347,95,3.37,1.331,7.7,0.6,4.3,9.6,2.24,benoijo01
46,Kris Benson,31,BAL,AL,11,12,.478,4.82,30,30,0,3,0,0,183.0,199,105,98,33,58,2,88,7,0,6,781,94,5.60,1.404,9.8,1.6,2.9,4.3,1.52,bensokr01
47,Jason Bergmann,24,WSN,NL,0,2,.000,6.68,29,6,7,0,0,0,64.2,81,49,48,12,27,6,54,6,0,3,303,64,5.42,1.670,11.3,1.7,3.8,7.5,2.00,bergmja01
48,Adam Bernero,29,TOT,MLB,1,1,.500,6.00,4,3,0,0,0,0,15.0,22,10,10,3,2,0,12,0,0,0,68,82,4.55,1.600,13.2,1.8,1.2,7.2,6.00,bernead01
49,Adam Bernero,29,PHI,NL,0,1,.000,36.00,1,1,0,0,0,0,2.0,7,8,8,3,2,0,0,0,0,0,15,15,25.65,4.500,31.5,13.5,9.0,0.0,0.00,bernead01
50,Adam Bernero,29,KCR,AL,1,0,1.000,1.38,3,2,0,0,0,0,13.0,15,2,2,0,0,0,12,0,0,0,53,348,1.30,1.154,10.4,0.0,0.0,8.3,,bernead01
51,Rafael Betancourt,31,CLE,AL,3,4,.429,3.81,50,0,17,0,0,3,56.2,52,25,24,7,11,5,48,0,0,0,231,118,3.64,1.112,8.3,1.1,1.7,7.6,4.36,betanra01
52,Chad Billingsley,21,LAD,NL,7,4,.636,3.80,18,16,0,0,0,0,90.0,92,43,38,7,58,3,59,3,0,5,403,119,4.88,1.667,9.2,0.7,5.8,5.9,1.02,billich01
53,Kurt Birkins*,25,BAL,AL,5,2,.714,4.94,35,0,4,0,0,0,31.0,25,19,17,4,16,0,27,3,0,3,136,93,4.92,1.323,7.3,1.2,4.6,7.8,1.69,birkiku01
54,Joe Blanton,25,OAK,AL,16,12,.571,4.82,32,31,0,1,1,0,194.1,241,111,104,17,58,4,107,5,0,3,856,92,4.16,1.539,11.2,0.8,2.7,5.0,1.84,blantjo01
55,Jeremy Bonderman,23,DET,AL,14,8,.636,4.08,34,34,0,0,0,0,214.0,214,104,97,18,64,7,202,3,1,3,903,111,3.29,1.299,9.0,0.8,2.7,8.5,3.16,bondeje01
56,Boof Bonser,24,MIN,AL,7,6,.538,4.22,18,18,0,0,0,0,100.1,104,50,47,18,24,0,84,1,0,2,419,106,4.55,1.276,9.3,1.6,2.2,7.5,3.50,bonsebo01
57,Chris Booker,29,TOT,MLB,0,0,,9.72,11,0,2,0,0,0,8.1,10,9,9,4,4,0,7,0,0,1,38,48,9.15,1.680,10.8,4.3,4.3,7.6,1.75,bookech01
58,Chris Booker,29,KCR,AL,0,0,,54.00,1,0,0,0,0,0,1.0,5,6,6,3,3,0,0,0,0,0,11,12,51.15,8.000,45.0,27.0,27.0,0.0,0.00,bookech01
59,Chris Booker,29,WSN,NL,0,0,,3.68,10,0,2,0,0,0,7.1,5,3,3,1,1,0,7,0,0,1,27,122,3.42,0.818,6.1,1.2,1.2,8.6,7.00,bookech01
60,Chris Bootcheck,27,LAA,AL,0,1,.000,10.45,7,0,5,0,0,0,10.1,16,12,12,3,9,0,7,0,0,1,54,45,8.18,2.419,13.9,2.6,7.8,6.1,0.78,bootcch01
61,Dave Borkowski,29,HOU,NL,3,2,.600,4.69,40,0,12,0,0,0,71.0,70,38,37,8,23,7,52,0,0,2,299,95,4.12,1.310,8.9,1.0,2.9,6.6,2.26,borkoda01
62,Joe Borowski,35,FLA,NL,3,3,.500,3.75,72,0,60,0,0,36,69.2,63,31,29,7,33,7,64,2,0,1,304,116,4.12,1.378,8.1,0.9,4.3,8.3,1.94,borowjo01
63,Micah Bowie*,31,WSN,NL,0,1,.000,1.37,15,0,3,0,0,0,19.2,11,3,3,1,7,0,11,0,0,0,75,317,3.76,0.915,5.0,0.5,3.2,5.0,1.57,bowiemi01
64,Blaine Boyer,24,ATL,NL,0,0,,40.50,2,0,0,0,0,0,0.2,4,3,3,0,1,0,0,0,0,0,7,17,7.65,7.500,54.0,0.0,13.5,0.0,0.00,boyerbl01
65,Chad Bradford,31,NYM,NL,4,2,.667,2.90,70,0,15,0,0,2,62.0,59,22,20,1,13,4,45,0,0,0,252,151,2.53,1.161,8.6,0.1,1.9,6.5,3.46,bradfch01
66,Ryan Braun,25,KCR,AL,0,1,.000,6.75,9,0,2,0,0,0,10.2,13,8,8,2,3,0,6,0,0,0,46,72,5.30,1.500,11.0,1.7,2.5,5.1,2.00,braunry01
67,Bill Bray*,23,TOT,NL,3,2,.600,4.09,48,0,10,0,0,2,50.2,57,27,23,5,18,3,39,1,0,0,223,111,4.02,1.480,10.1,0.9,3.2,6.9,2.17,braybi01
68,Bill Bray*,23,WSN,NL,1,1,.500,3.91,19,0,4,0,0,0,23.0,24,11,10,2,9,2,16,1,0,0,100,111,4.19,1.435,9.4,0.8,3.5,6.3,1.78,braybi01
69,Bill Bray*,23,CIN,NL,2,1,.667,4.23,29,0,6,0,0,2,27.2,33,16,13,3,9,1,23,0,0,0,123,112,3.87,1.518,10.7,1.0,2.9,7.5,2.56,braybi01
70,Dewon Brazelton,26,SDP,NL,0,2,.000,12.00,9,2,3,0,0,0,18.0,28,25,24,6,9,1,9,0,0,1,91,34,7.98,2.056,14.0,3.0,4.5,4.5,1.00,brazede01
71,Yhency Brazoban,26,LAD,NL,0,0,,5.40,5,0,2,0,0,0,5.0,7,3,3,0,2,0,4,0,0,1,23,89,2.75,1.800,12.6,0.0,3.6,7.2,2.00,brazoyh01
72,Craig Breslow*,25,BOS,AL,0,2,.000,3.75,13,0,3,0,0,0,12.0,12,5,5,0,6,1,12,1,1,2,55,130,2.90,1.500,9.0,0.0,4.5,9.0,2.00,breslcr01
73,Eude Brito*,27,PHI,NL,1,2,.333,7.36,5,2,0,0,0,0,18.1,21,15,15,2,12,2,9,1,1,3,87,65,5.71,1.800,10.3,1.0,5.9,4.4,0.75,britoeu01
74,Chris Britton,23,BAL,AL,0,2,.000,3.35,52,0,12,0,0,1,53.2,46,22,20,4,17,3,41,0,0,0,221,136,3.54,1.174,7.7,0.7,2.9,6.9,2.41,brittch01
75,Doug Brocail,39,SDP,NL,2,2,.500,4.76,25,0,6,0,0,0,28.1,27,16,15,1,8,2,19,0,0,1,119,86,3.11,1.235,8.6,0.3,2.5,6.0,2.38,brocado01
76,Jim Brower,33,TOT,MLB,0,1,.000,12.15,18,0,4,0,0,0,20.0,32,27,27,2,14,1,14,5,0,2,106,37,5.90,2.300,14.4,0.9,6.3,6.3,1.00,broweji01
77,Jim Brower,33,BAL,AL,0,1,.000,13.86,12,0,1,0,0,0,12.1,21,19,19,1,13,1,9,3,0,2,71,33,6.63,2.757,15.3,0.7,9.5,6.6,0.69,broweji01
78,Jim Brower,33,SDP,NL,0,0,,9.39,6,0,3,0,0,0,7.2,11,8,8,1,1,0,5,2,0,0,35,45,4.71,1.565,12.9,1.2,1.2,5.9,5.00,broweji01
79,Andrew Brown,25,CLE,AL,0,0,,3.60,9,0,4,0,0,0,10.0,6,4,4,0,8,1,7,1,0,1,44,129,4.45,1.400,5.4,0.0,7.2,6.3,0.88,brownan01
80,Jonathan Broxton,22,LAD,NL,4,1,.800,2.59,68,0,20,0,0,3,76.1,61,25,22,7,33,6,97,1,0,7,320,174,3.13,1.231,7.2,0.8,3.9,11.4,2.94,broxtjo01
81,Brian Bruney,24,NYY,AL,1,1,.500,0.87,19,0,2,0,0,0,20.2,14,2,2,1,15,0,25,1,0,2,90,527,3.68,1.403,6.1,0.4,6.5,10.9,1.67,brunebr01
82,Taylor Buchholz,24,HOU,NL,6,10,.375,5.89,22,19,1,1,1,0,113.0,107,80,74,21,34,4,77,3,0,5,479,76,5.18,1.248,8.5,1.7,2.7,6.1,2.26,buchhta01
83,Mark Buehrle*,27,CHW,AL,12,13,.480,4.99,32,32,0,1,0,0,204.0,247,124,113,36,48,5,98,6,1,0,876,95,5.27,1.446,10.9,1.6,2.1,4.3,2.04,buehrma01
84,Jason Bulger,27,LAA,AL,0,0,,16.20,2,0,1,0,0,0,1.2,1,3,3,0,3,0,1,0,0,1,9,34,7.35,2.400,5.4,0.0,16.2,5.4,0.33,bulgeja01
85,Ambiorix Burgos,22,KCR,AL,4,5,.444,5.52,68,1,41,0,0,18,73.1,83,49,45,16,37,4,72,6,3,11,336,86,5.78,1.636,10.2,2.0,4.5,8.8,1.95,burgoam01
86,A.J. Burnett,29,TOR,AL,10,8,.556,3.98,21,21,0,2,1,0,135.2,138,67,60,14,39,3,118,8,1,6,577,115,3.79,1.305,9.2,0.9,2.6,7.8,3.03,burnea.01
87,Mike Burns,27,TOT,MLB,0,0,,7.29,18,0,6,0,0,0,21.0,40,17,17,2,4,2,16,2,0,1,104,67,3.72,2.095,17.1,0.9,1.7,6.9,4.00,burnsmi01
88,Mike Burns,27,CIN,NL,0,0,,8.78,11,0,2,0,0,0,13.1,30,13,13,2,3,1,9,2,0,1,70,55,4.87,2.475,20.3,1.4,2.0,6.1,3.00,burnsmi01
89,Mike Burns,27,BOS,AL,0,0,,4.70,7,0,4,0,0,0,7.2,10,4,4,0,1,1,7,0,0,0,34,105,1.71,1.435,11.7,0.0,1.2,8.2,7.00,burnsmi01
90,Brian Burres*,25,BAL,AL,0,0,,2.25,11,0,2,0,0,0,8.0,6,2,2,1,1,0,6,0,0,0,31,209,3.65,0.875,6.8,1.1,1.1,6.8,6.00,burrebr01
91,Dave Bush,26,MIL,NL,12,11,.522,4.41,34,32,0,3,2,0,210.0,201,111,103,26,38,2,166,18,0,6,869,103,3.98,1.138,8.6,1.1,1.6,7.1,4.37,bushda01
92,Paul Byrd,35,CLE,AL,10,9,.526,4.88,31,31,0,1,0,0,179.0,232,120,97,26,38,3,88,6,0,2,805,92,4.79,1.508,11.7,1.3,1.9,4.4,2.32,byrdpa01
93,Tim Byrdak*,32,BAL,AL,1,0,1.000,12.86,16,0,2,0,0,0,7.0,14,10,10,2,8,1,2,0,0,1,42,37,9.72,3.143,18.0,2.6,10.3,2.6,0.25,byrdati01
94,Daniel Cabrera,25,BAL,AL,9,10,.474,4.74,26,26,0,2,1,0,148.0,130,82,78,11,104,1,157,5,1,17,662,95,4.20,1.581,7.9,0.7,6.3,9.5,1.51,cabreda01
95,Fernando Cabrera,24,CLE,AL,3,3,.500,5.19,51,0,20,0,0,0,60.2,53,36,35,12,32,2,71,1,0,5,256,87,5.01,1.401,7.9,1.8,4.7,10.5,2.22,cabrefe01
96,Matt Cain,21,SFG,NL,13,12,.520,4.15,32,31,1,1,1,0,190.2,157,93,88,18,87,1,179,6,2,9,818,108,3.96,1.280,7.4,0.8,4.1,8.4,2.06,cainma01
97,Kiko Calero,31,OAK,AL,3,2,.600,3.41,70,0,17,0,0,2,58.0,50,22,22,4,24,3,67,0,0,1,241,130,2.97,1.276,7.8,0.6,3.7,10.4,2.79,calerki01
98,Shawn Camp,30,TBD,AL,7,4,.636,4.68,75,0,15,0,0,4,75.0,93,43,39,9,19,3,53,7,0,4,328,98,4.33,1.493,11.2,1.1,2.3,6.4,2.79,campsh01
99,Brett Campbell,24,WSN,NL,0,0,,10.38,4,0,2,0,0,0,4.1,4,5,5,1,2,0,4,1,0,0,19,45,6.38,1.385,8.3,2.1,4.2,8.3,2.00,campbbr02
100,Jorge Campillo,27,SEA,AL,0,0,,15.43,1,0,0,0,0,0,2.1,4,4,4,0,0,0,1,0,0,0,11,33,2.29,1.714,15.4,0.0,0.0,3.9,,campijo01
101,Jose Capellan,25,MIL,NL,4,2,.667,4.40,61,0,12,0,0,0,71.2,65,37,35,11,31,7,58,3,0,3,310,104,4.95,1.340,8.2,1.4,3.9,7.3,1.87,capeljo01
102,Matt Capps,22,PIT,NL,9,1,.900,3.79,85,0,15,0,0,1,80.2,81,37,34,12,12,5,56,3,0,4,329,118,4.25,1.153,9.0,1.3,1.3,6.2,4.67,cappsma01
103,Chris Capuano*,27,MIL,NL,11,12,.478,4.03,34,34,0,3,2,0,221.1,229,108,99,29,47,4,174,9,0,7,936,113,4.04,1.247,9.3,1.2,1.9,7.1,3.70,capuach01
104,Chris Carpenter,31,STL,NL,15,8,.652,3.09,32,32,0,5,3,0,221.2,194,81,76,21,43,3,184,10,0,3,896,144,3.44,1.069,7.9,0.9,1.7,7.5,4.28,carpech01
105,Giovanni Carrara,38,LAD,NL,0,1,.000,4.55,25,0,9,0,0,1,27.2,27,14,14,5,7,0,25,1,0,1,116,100,4.56,1.229,8.8,1.6,2.3,8.1,3.57,carragi01
106,Hector Carrasco,36,LAA,AL,7,3,.700,3.41,56,3,24,0,0,1,100.1,93,42,38,10,27,1,72,5,0,6,417,133,3.96,1.196,8.3,0.9,2.4,6.5,2.67,carrahe01
107,Lance Carter,31,LAD,NL,0,1,.000,8.49,10,0,2,0,0,0,11.2,17,11,11,1,8,0,5,0,0,2,59,55,5.46,2.143,13.1,0.8,6.2,3.9,0.63,cartela02
108,Santiago Casilla,25,OAK,AL,0,0,,11.57,2,0,1,0,0,0,2.1,2,3,3,0,2,0,2,0,0,0,10,44,4.00,1.714,7.7,0.0,7.7,7.7,1.00,garcija01
109,Scott Cassidy,30,SDP,NL,6,4,.600,2.53,42,0,14,0,0,0,42.2,39,18,12,8,19,2,49,1,0,0,182,161,4.69,1.359,8.2,1.7,4.0,10.3,2.58,cassisc01
110,Fabio Castro*,21,TOT,MLB,0,1,.000,2.27,20,0,11,0,0,1,31.2,18,9,8,1,13,0,18,2,1,0,125,209,3.84,0.979,5.1,0.3,3.7,5.1,1.38,castrfa01
111,Fabio Castro*,21,TEX,AL,0,0,,4.32,4,0,2,0,0,0,8.1,6,5,4,0,7,0,5,0,0,0,37,111,4.47,1.560,6.5,0.0,7.6,5.4,0.71,castrfa01
112,Fabio Castro*,21,PHI,NL,0,1,.000,1.54,16,0,9,0,0,1,23.1,12,4,4,1,6,0,13,2,1,0,88,307,3.62,0.771,4.6,0.4,2.3,5.0,2.17,castrfa01
113,Gustavo Chacin*,25,TOR,AL,9,4,.692,5.05,17,17,0,0,0,0,87.1,90,51,49,19,38,2,47,6,0,0,384,91,6.41,1.466,9.3,2.0,3.9,4.8,1.24,chacigu01
114,Shawn Chacon,28,TOT,MLB,7,6,.538,6.36,26,20,0,0,0,0,109.0,124,86,77,23,63,3,62,9,1,4,516,71,6.73,1.716,10.2,1.9,5.2,5.1,0.98,chacosh01
115,Shawn Chacon,28,NYY,AL,5,3,.625,7.00,17,11,0,0,0,0,63.0,77,54,49,11,36,2,35,5,0,3,306,65,6.26,1.794,11.0,1.6,5.1,5.0,0.97,chacosh01
116,Shawn Chacon,28,PIT,NL,2,3,.400,5.48,9,9,0,0,0,0,46.0,47,32,28,12,27,1,27,4,1,1,210,82,7.39,1.609,9.2,2.3,5.3,5.3,1.00,chacosh01
117,Bruce Chen*,29,BAL,AL,0,7,.000,6.93,40,12,16,0,0,0,98.2,137,81,76,28,35,3,70,0,0,1,453,65,6.48,1.743,12.5,2.6,3.2,6.4,2.00,chenbr01
118,Travis Chick,22,SEA,AL,0,0,,12.60,3,0,0,0,0,0,5.0,7,7,7,0,10,0,2,0,0,0,31,38,8.35,3.400,12.6,0.0,18.0,3.6,0.20,chicktr01
119,Jason Childers,31,TBD,AL,0,1,.000,4.70,5,0,0,0,0,0,7.2,12,6,4,1,4,0,5,0,0,1,40,101,5.10,2.087,14.1,1.2,4.7,5.9,1.25,childja01
120,Randy Choate*,30,ARI,NL,0,1,.000,3.94,30,0,3,0,0,0,16.0,21,9,7,0,3,0,12,3,0,0,75,122,2.77,1.500,11.8,0.0,1.7,6.8,4.00,choatra01
121,Vinnie Chulk,27,TOT,MLB,1,3,.250,5.24,48,0,13,0,0,0,46.1,46,29,27,6,20,2,43,3,0,4,205,88,4.46,1.424,8.9,1.2,3.9,8.4,2.15,chulkvi01
122,Vinnie Chulk,27,TOR,AL,1,0,1.000,5.25,20,0,8,0,0,0,24.0,29,16,14,4,5,0,18,2,0,1,107,88,4.69,1.417,10.9,1.5,1.9,6.8,3.60,chulkvi01
123,Vinnie Chulk,27,SFG,NL,0,3,.000,5.24,28,0,5,0,0,0,22.1,17,13,13,2,15,2,25,1,0,3,98,87,4.22,1.433,6.9,0.8,6.0,10.1,1.67,chulkvi01
124,Brandon Claussen*,27,CIN,NL,3,8,.273,6.19,14,14,0,0,0,0,77.0,93,56,53,14,28,1,57,6,0,2,351,76,5.35,1.571,10.9,1.6,3.3,6.7,2.04,clausbr01
125,Roger Clemens,43,HOU,NL,7,6,.538,2.30,19,19,0,0,0,0,113.1,89,34,29,7,29,1,102,4,0,3,451,194,3.02,1.041,7.1,0.6,2.3,8.1,3.52,clemero02
126,Matt Clement,31,BOS,AL,5,5,.500,6.61,12,12,0,0,0,0,65.1,77,50,48,8,38,0,43,6,0,3,310,72,5.44,1.760,10.6,1.1,5.2,5.9,1.13,clemema01
127,Todd Coffey,25,CIN,NL,6,7,.462,3.58,81,0,28,0,0,8,78.0,85,34,31,7,27,5,60,2,0,4,340,131,3.89,1.436,9.8,0.8,3.1,6.9,2.22,coffeto01
128,Jesus Colome,28,TBD,AL,0,0,,27.00,1,0,0,0,0,0,0.1,0,1,1,0,1,0,0,0,0,0,2,34,12.15,3.000,0.0,0.0,27.0,0.0,0.00,colomje01
129,Bartolo Colon,33,LAA,AL,1,5,.167,5.11,10,10,0,1,1,0,56.1,71,39,32,11,11,0,31,3,0,1,251,89,5.33,1.456,11.3,1.8,1.8,5.0,2.82,colonba01
130,Roman Colon,26,DET,AL,2,0,1.000,4.89,20,1,4,0,0,1,38.2,46,21,21,6,14,2,25,1,0,6,170,93,5.03,1.552,10.7,1.4,3.3,5.8,1.79,colonro01
131,Clay Condrey,30,PHI,NL,2,2,.500,3.14,21,0,10,0,0,0,28.2,35,11,10,3,9,2,16,0,0,0,122,151,4.33,1.535,11.0,0.9,2.8,5.0,1.78,condrcl01
132,José Contreras,34,CHW,AL,13,9,.591,4.27,30,30,0,1,1,0,196.0,194,101,93,20,55,4,134,10,0,16,833,111,4.10,1.270,8.9,0.9,2.5,6.2,2.44,contrjo01
