Rk,Name,Age,Tm,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Name-additional
574,Heathcliff Slocumb,33,STL,NL,3,2,.600,2.36,40,0,12,0,0,2,53.1,49,16,14,3,30,5,48,1,0,3,238,196,3.81,1.481,8.3,0.5,5.1,8.1,1.60,slocuhe01
575,Joe Slusarski,32,HOU,NL,0,0,,0.00,3,0,1,0,0,0,3.2,1,0,0,0,3,1,3,0,0,0,15,,3.95,1.091,2.5,0.0,7.4,7.4,1.00,slusajo01
576,J.D. Smart,25,MON,NL,0,1,.000,5.02,29,0,6,0,0,0,52.0,56,30,29,4,17,0,21,0,0,0,223,90,4.31,1.404,9.7,0.7,2.9,3.6,1.24,smartj.01
577,Dan Smith,23,MON,NL,4,9,.308,6.02,20,17,0,0,0,0,89.2,104,64,60,12,39,0,72,4,0,3,407,75,4.71,1.595,10.4,1.2,3.9,7.2,1.85,smithda07
578,John Smoltz,32,ATL,NL,11,8,.579,3.19,29,29,0,1,1,0,186.1,168,70,66,14,40,2,156,4,0,2,746,141,3.14,1.116,8.1,0.7,1.9,7.5,3.90,smoltjo01
579,John Snyder,24,CHW,AL,9,12,.429,6.68,25,25,0,1,0,0,129.1,167,103,96,27,49,0,67,6,0,11,602,74,6.09,1.670,11.6,1.9,3.4,4.7,1.37,snydejo02
580,Clint Sodowsky,26,STL,NL,0,1,.000,15.63,3,1,0,0,0,0,6.1,15,11,11,1,6,0,2,0,0,0,39,31,7.40,3.316,21.3,1.4,8.5,2.8,0.33,sodowcl01
581,Jeff Sparks,27,TBD,AL,0,0,,5.40,8,0,2,0,0,1,10.0,6,6,6,1,12,1,17,1,0,1,49,94,4.93,1.800,5.4,0.9,10.8,15.3,1.42,sparkje01
582,Steve Sparks,33,ANA,AL,5,11,.313,5.42,28,26,1,0,0,0,147.2,165,101,89,21,82,0,73,9,0,8,688,89,5.84,1.673,10.1,1.3,5.0,4.4,0.89,sparkst01
583,Justin Speier,25,ATL,NL,0,0,,5.65,19,0,8,0,0,0,28.2,28,18,18,8,13,1,22,0,0,0,127,80,6.59,1.430,8.8,2.5,4.1,6.9,1.69,speieju01
584,Sean Spencer*,24,SEA,AL,0,0,,21.60,2,0,0,0,0,0,1.2,5,4,4,0,3,0,2,0,0,0,12,27,6.13,4.800,27.0,0.0,16.2,10.8,0.67,spencse01
585,Stan Spencer,29,SDP,NL,0,7,.000,9.16,9,8,1,0,0,0,38.1,56,44,39,11,11,1,36,1,1,1,183,46,5.93,1.748,13.1,2.6,2.6,8.5,3.27,spencst02
586,Paul Spoljaric*,28,TOT,MLB,2,5,.286,6.26,42,5,8,0,0,0,73.1,85,65,51,10,39,2,73,3,0,1,346,78,4.63,1.691,10.4,1.2,4.8,9.0,1.87,spoljpa01
587,Paul Spoljaric*,28,PHI,NL,0,3,.000,15.09,5,3,1,0,0,0,11.1,23,24,19,1,7,0,10,1,0,0,64,33,4.63,2.647,18.3,0.8,5.6,7.9,1.43,spoljpa01
588,Paul Spoljaric*,28,TOR,AL,2,2,.500,4.65,37,2,7,0,0,0,62.0,62,41,32,9,32,2,63,2,0,1,282,105,4.63,1.516,9.0,1.3,4.6,9.1,1.97,spoljpa01
589,Jerry Spradlin,32,TOT,MLB,3,1,.750,4.87,63,0,15,0,0,0,61.0,65,37,33,5,32,6,54,10,0,2,286,90,4.49,1.590,9.6,0.7,4.7,8.0,1.69,spradje01
590,Jerry Spradlin,32,CLE,AL,0,0,,18.00,4,0,1,0,0,0,3.0,6,6,6,1,3,0,2,0,0,0,18,30,9.13,3.000,18.0,3.0,9.0,6.0,0.67,spradje01
591,Jerry Spradlin,32,SFG,NL,3,1,.750,4.19,59,0,14,0,0,0,58.0,59,31,27,4,29,6,52,10,0,2,268,103,4.25,1.517,9.2,0.6,4.5,8.1,1.79,spradje01
592,Dennis Springer,34,FLA,NL,6,16,.273,4.86,38,29,3,3,2,1,196.1,231,121,106,23,64,4,83,7,0,2,855,89,4.90,1.503,10.6,1.1,2.9,3.8,1.30,sprinde01
593,Russ Springer,30,ATL,NL,2,1,.667,3.42,49,0,8,0,0,1,47.1,31,20,18,5,22,2,49,2,0,0,194,132,3.96,1.120,5.9,1.0,4.2,9.3,2.23,sprinru01
594,Mike Stanton*,32,NYY,AL,2,2,.500,4.33,73,1,10,0,0,0,62.1,71,30,30,5,18,4,59,1,0,2,271,109,3.20,1.428,10.3,0.7,2.6,8.5,3.28,stantmi02
595,Denny Stark,24,SEA,AL,0,0,,9.95,5,0,2,0,0,0,6.1,10,8,7,0,4,0,4,0,0,0,31,52,3.77,2.211,14.2,0.0,5.7,5.7,1.00,starkde01
596,Blake Stein,25,TOT,AL,1,2,.333,4.56,13,12,0,0,0,0,73.0,65,38,37,11,47,1,47,7,0,3,327,110,6.02,1.534,8.0,1.4,5.8,5.8,1.00,steinbl01
597,Blake Stein,25,OAK,AL,0,0,,16.88,1,1,0,0,0,0,2.2,6,5,5,1,6,0,4,0,0,1,19,31,11.76,4.500,20.3,3.4,20.3,13.5,0.67,steinbl01
598,Blake Stein,25,KCR,AL,1,2,.333,4.09,12,11,0,0,0,0,70.1,59,33,32,10,41,1,43,7,0,2,308,122,5.81,1.422,7.5,1.3,5.2,5.5,1.05,steinbl01
599,Garrett Stephenson,27,STL,NL,6,3,.667,4.22,18,12,1,0,0,0,85.1,90,43,40,11,29,1,59,5,0,0,371,110,4.62,1.395,9.5,1.2,3.1,6.2,2.03,stephga01
600,Dave Stevens,29,CLE,AL,0,0,,10.00,5,0,0,0,0,0,9.0,10,10,10,1,8,1,6,0,0,1,44,51,5.91,2.000,10.0,1.0,8.0,6.0,0.75,steveda01
601,Todd Stottlemyre,34,ARI,NL,6,3,.667,4.09,17,17,0,0,0,0,101.1,106,51,46,12,40,1,74,6,0,2,446,112,4.57,1.441,9.4,1.1,3.6,6.6,1.85,stottto01
602,Scott Strickland,23,MON,NL,0,1,.000,4.50,17,0,5,0,0,0,18.0,15,10,9,3,11,0,23,0,0,0,78,101,4.58,1.444,7.5,1.5,5.5,11.5,2.09,stricsc02
603,Everett Stull,27,ATL,NL,0,0,,13.50,1,0,0,0,0,0,0.2,2,3,1,0,2,0,0,0,0,0,7,50,12.13,6.000,27.0,0.0,27.0,0.0,0.00,stullev01
604,Tanyon Sturtze,28,CHW,AL,0,0,,0.00,1,1,0,0,0,0,6.0,4,0,0,0,2,0,2,0,0,0,22,,3.47,1.000,6.0,0.0,3.0,3.0,1.00,sturtta01
605,Scott Sullivan,28,CIN,NL,5,4,.556,3.01,79,0,16,0,0,3,113.2,88,41,38,10,47,4,78,8,1,6,470,155,4.36,1.188,7.0,0.8,3.7,6.2,1.66,sullisc01
606,Jeff Suppan,24,KCR,AL,10,12,.455,4.53,32,32,0,4,1,0,208.2,222,113,105,28,62,4,103,3,1,5,887,110,4.83,1.361,9.6,1.2,2.7,4.4,1.66,suppaje01
607,Mac Suzuki,24,TOT,AL,2,5,.286,6.79,38,13,6,0,0,0,110.0,124,92,83,16,64,3,68,7,0,11,510,74,5.72,1.709,10.1,1.3,5.2,5.6,1.06,suzukma01
608,Mac Suzuki,24,SEA,AL,0,2,.000,9.43,16,4,3,0,0,0,42.0,47,47,44,7,34,2,32,4,0,2,207,53,6.49,1.929,10.1,1.5,7.3,6.9,0.94,suzukma01
609,Mac Suzuki,24,KCR,AL,2,3,.400,5.16,22,9,3,0,0,0,68.0,77,45,39,9,30,1,36,3,0,9,303,97,5.25,1.574,10.2,1.2,4.0,4.8,1.20,suzukma01
610,Greg Swindell*,34,ARI,NL,4,0,1.000,2.51,63,0,15,0,0,1,64.2,54,19,18,8,21,1,51,1,0,0,261,183,4.19,1.160,7.5,1.1,2.9,7.1,2.43,swindgr01
611,Jeff Tam,28,TOT,MLB,0,0,,5.40,10,0,3,0,0,0,11.2,8,7,7,3,4,1,8,0,0,0,47,87,6.13,1.029,6.2,2.3,3.1,6.2,2.00,tamje01
612,Jeff Tam,28,CLE,AL,0,0,,81.00,1,0,0,0,0,0,0.1,2,3,3,0,1,1,0,0,0,0,4,12,12.13,9.000,54.0,0.0,27.0,0.0,0.00,tamje01
613,Jeff Tam,28,NYM,NL,0,0,,3.18,9,0,3,0,0,0,11.1,6,4,4,3,3,0,8,0,0,0,43,144,5.96,0.794,4.8,2.4,2.4,6.4,2.67,tamje01
614,Kevin Tapani,35,CHC,NL,6,12,.333,4.83,23,23,0,1,0,0,136.0,151,81,73,12,33,2,73,4,0,3,591,93,4.02,1.353,10.0,0.8,2.2,4.8,2.21,tapanke01
615,Julian Tavarez,26,SFG,NL,2,0,1.000,5.93,47,0,12,0,0,0,54.2,65,38,36,7,25,3,33,8,1,4,258,73,5.40,1.646,10.7,1.2,4.1,5.4,1.32,tavarju01
616,Billy Taylor,37,TOT,MLB,1,6,.143,4.95,61,0,43,0,0,26,56.1,68,35,31,5,23,8,52,2,1,1,257,93,3.77,1.615,10.9,0.8,3.7,8.3,2.26,taylobi04
617,Billy Taylor,37,OAK,AL,1,5,.167,3.98,43,0,38,0,0,26,43.0,48,23,19,3,14,3,38,2,1,1,189,116,3.39,1.442,10.0,0.6,2.9,8.0,2.71,taylobi04
618,Billy Taylor,37,NYM,NL,0,1,.000,8.10,18,0,5,0,0,0,13.1,20,12,12,2,9,5,14,0,0,0,68,56,5.01,2.175,13.5,1.4,6.1,9.5,1.56,taylobi04
619,Michael Tejera*,22,FLA,NL,0,0,,11.37,3,1,1,0,0,0,6.1,10,8,8,1,5,0,7,0,0,0,31,40,5.34,2.368,14.2,1.4,7.1,9.9,1.40,tejermi01
620,Amaury Telemaco,25,TOT,NL,4,0,1.000,5.77,49,0,10,0,0,0,53.0,52,34,34,10,26,4,43,2,0,5,234,84,5.55,1.472,8.8,1.7,4.4,7.3,1.65,telemam01
621,Amaury Telemaco,25,ARI,NL,1,0,1.000,7.50,5,0,3,0,0,0,6.0,7,5,5,2,6,1,2,0,0,0,28,64,9.80,2.167,10.5,3.0,9.0,3.0,0.33,telemam01
622,Amaury Telemaco,25,PHI,NL,3,0,1.000,5.55,44,0,7,0,0,0,47.0,45,29,29,8,20,3,41,2,0,5,206,87,5.01,1.383,8.6,1.5,3.8,7.9,2.05,telemam01
623,Anthony Telford,33,MON,NL,5,4,.556,3.94,79,0,21,0,0,2,96.0,112,52,42,3,38,3,69,3,1,3,429,114,3.38,1.563,10.5,0.3,3.6,6.5,1.82,telfoan01
624,Jay Tessmer,27,NYY,AL,0,0,,14.85,6,0,4,0,0,0,6.2,16,11,11,1,4,2,3,1,0,0,41,33,6.43,3.000,21.6,1.4,5.4,4.1,0.75,tessmja01
625,Justin Thompson*,26,DET,AL,9,11,.450,5.11,24,24,0,0,0,0,142.2,152,85,81,24,59,1,83,4,0,2,626,96,5.48,1.479,9.6,1.5,3.7,5.2,1.41,thompju02
626,Mark Thompson,28,STL,NL,1,3,.250,2.76,5,5,0,0,0,0,29.1,26,12,9,1,17,1,22,2,0,1,130,169,4.02,1.466,8.0,0.3,5.2,6.8,1.29,thompma01
627,John Thomson,25,COL,NL,1,10,.091,8.04,14,13,1,1,0,0,62.2,85,62,56,11,36,1,34,1,0,2,305,72,6.10,1.931,12.2,1.6,5.2,4.9,0.94,thomsjo01
628,Mike Thurman,25,MON,NL,7,11,.389,4.05,29,27,1,0,0,0,146.2,140,84,66,17,52,4,85,7,1,4,627,111,4.69,1.309,8.6,1.0,3.2,5.2,1.63,thurmmi01
629,Mike Timlin,33,BAL,AL,3,9,.250,3.57,62,0,52,0,0,27,63.0,51,30,25,9,23,3,50,5,0,1,261,130,4.74,1.175,7.3,1.3,3.3,7.1,2.17,timlimi01
630,Brett Tomko,26,CIN,NL,5,7,.417,4.92,33,26,1,1,0,0,172.0,175,103,94,31,60,10,132,4,0,8,744,95,5.06,1.366,9.2,1.6,3.1,6.9,2.20,tomkobr01
631,Steve Trachsel,28,CHC,NL,8,18,.308,5.56,34,34,0,4,0,0,205.2,226,133,127,32,64,4,149,3,3,8,894,81,4.69,1.410,9.9,1.4,2.8,6.5,2.33,trachst01
632,Mike Trombley,32,MIN,AL,2,8,.200,4.33,75,0,56,0,0,24,87.1,93,42,42,15,28,2,82,2,0,6,377,117,4.52,1.385,9.6,1.5,2.9,8.5,2.93,trombmi01
633,Ugueth Urbina,25,MON,NL,6,6,.500,3.69,71,0,62,0,0,41,75.2,59,35,31,6,36,6,100,0,0,6,323,122,2.95,1.256,7.0,0.7,4.3,11.9,2.78,urbinug01
634,Ismael Valdez,25,LAD,NL,9,14,.391,3.98,32,32,0,2,1,0,203.1,213,97,90,32,58,2,143,6,0,6,871,108,4.72,1.333,9.4,1.4,2.6,6.3,2.47,valdeis01
635,Javier Vazquez,22,MON,NL,9,8,.529,5.00,26,26,0,3,1,0,154.2,154,98,86,20,52,4,113,4,0,2,667,90,4.44,1.332,9.0,1.2,3.0,6.6,2.17,vazquja01
636,Mike Venafro*,25,TEX,AL,3,2,.600,3.29,65,0,11,0,0,0,68.1,63,29,25,4,22,0,37,3,0,0,283,155,3.91,1.244,8.3,0.5,2.9,4.9,1.68,venafmi01
637,Dave Veres,32,COL,NL,4,8,.333,5.14,73,0,63,0,0,31,77.0,88,46,44,14,37,7,71,2,1,8,349,113,5.17,1.623,10.3,1.6,4.3,8.3,1.92,veresda01
638,Ron Villone*,29,CIN,NL,9,7,.563,4.23,29,22,2,0,0,2,142.2,114,70,67,8,73,2,97,5,0,6,610,110,4.14,1.311,7.2,0.5,4.6,6.1,1.33,villoro01
639,Luis Vizcaino,24,OAK,AL,0,0,,5.40,1,0,1,0,0,0,3.1,3,2,2,1,3,0,2,0,0,1,16,93,8.53,1.800,8.1,2.7,8.1,5.4,0.67,vizcalu01
640,Ed Vosberg*,37,TOT,NL,0,1,.000,8.18,19,0,3,0,0,0,11.0,22,12,10,1,3,0,8,2,0,1,60,56,4.22,2.273,18.0,0.8,2.5,6.5,2.67,vosbeed01
641,Ed Vosberg*,37,SDP,NL,0,0,,9.72,15,0,3,0,0,0,8.1,16,11,9,1,3,0,6,2,0,1,47,45,5.05,2.280,17.3,1.1,3.2,6.5,2.00,vosbeed01
642,Ed Vosberg*,37,ARI,NL,0,1,.000,3.38,4,0,0,0,0,0,2.2,6,1,1,0,0,0,2,0,0,0,13,152,1.63,2.250,20.3,0.0,0.0,6.8,,vosbeed01
643,Billy Wagner*,27,HOU,NL,4,1,.800,1.57,66,0,55,0,0,39,74.2,35,14,13,5,23,1,124,1,0,2,286,287,1.65,0.777,4.2,0.6,2.8,14.9,5.39,wagnebi02
644,Paul Wagner,31,CLE,AL,1,0,1.000,4.15,3,0,1,0,0,0,4.1,5,4,2,0,3,0,0,2,0,0,24,128,6.60,1.846,10.4,0.0,6.2,0.0,0.00,wagnepa01
645,Dave Wainhouse,31,COL,NL,0,0,,6.91,19,0,11,0,0,0,28.2,37,22,22,6,16,0,18,0,0,1,131,85,6.27,1.849,11.6,1.9,5.0,5.7,1.13,wainhda01
646,Tim Wakefield,32,BOS,AL,6,11,.353,5.08,49,17,28,0,0,15,140.0,146,93,79,19,72,2,104,5,0,1,635,99,5.06,1.557,9.4,1.2,4.6,6.7,1.44,wakefti01
647,Donne Wall,31,SDP,NL,7,4,.636,3.07,55,0,12,0,0,0,70.1,58,31,24,11,23,3,53,0,0,6,290,138,4.64,1.152,7.4,1.4,2.9,6.8,2.30,walldo01
648,Derek Wallace,27,KCR,AL,0,1,.000,3.24,8,0,4,0,0,0,8.1,7,4,3,2,5,0,5,0,0,0,34,159,6.85,1.440,7.6,2.2,5.4,5.4,1.00,wallade01
649,Jeff Wallace*,23,PIT,NL,1,0,1.000,3.69,41,0,7,0,0,0,39.0,26,17,16,2,38,1,41,0,0,5,176,126,4.62,1.641,6.0,0.5,8.8,9.5,1.08,wallaje01
650,Bryan Ward*,27,CHW,AL,0,1,.000,7.55,40,0,8,0,0,0,39.1,63,36,33,10,11,1,35,0,0,2,183,66,5.50,1.881,14.4,2.3,2.5,8.0,3.18,wardbr01
651,John Wasdin,26,BOS,AL,8,3,.727,4.12,45,0,17,0,0,2,74.1,66,38,34,14,18,0,57,0,0,2,302,122,4.78,1.130,8.0,1.7,2.2,6.9,3.17,wasdijo01
652,Jarrod Washburn*,24,ANA,AL,4,5,.444,5.25,16,10,3,0,0,0,61.2,61,36,36,6,26,0,39,1,0,2,264,92,4.45,1.411,8.9,0.9,3.8,5.7,1.50,washbja01
653,Allen Watson*,28,TOT,MLB,6,3,.667,3.51,38,4,14,0,0,1,77.0,72,35,30,13,35,3,64,1,0,4,329,132,5.07,1.390,8.4,1.5,4.1,7.5,1.83,watsoal01
654,Allen Watson*,28,TOT,AL,4,1,.800,2.89,24,0,8,0,0,0,37.1,36,17,12,8,13,0,32,0,0,2,156,165,5.25,1.313,8.7,1.9,3.1,7.7,2.46,watsoal01
655,Allen Watson*,28,NYM,NL,2,2,.500,4.08,14,4,6,0,0,1,39.2,36,18,18,5,22,3,32,1,0,2,173,109,4.90,1.462,8.2,1.1,5.0,7.3,1.45,watsoal01
656,Allen Watson*,28,SEA,AL,0,1,.000,12.00,3,0,2,0,0,0,3.0,6,9,4,5,3,0,2,0,0,1,19,46,26.47,3.000,18.0,15.0,9.0,6.0,0.67,watsoal01
657,Allen Watson*,28,NYY,AL,4,0,1.000,2.10,21,0,6,0,0,0,34.1,30,8,8,3,10,0,30,0,0,1,137,225,3.40,1.165,7.9,0.8,2.6,7.9,3.00,watsoal01
658,David Weathers,29,MIL,NL,7,4,.636,4.65,63,0,14,0,0,2,93.0,102,49,48,14,38,3,74,2,1,1,414,98,4.79,1.505,9.9,1.4,3.7,7.2,1.95,weathda01
659,Eric Weaver,25,SEA,AL,0,1,.000,10.61,8,0,2,0,0,0,9.1,14,12,11,2,8,1,14,0,0,5,52,48,5.49,2.357,13.5,1.9,7.7,13.5,1.75,weaveer01
660,Jeff Weaver,22,DET,AL,9,12,.429,5.55,30,29,1,0,0,0,163.2,176,104,101,27,56,2,114,17,0,0,717,88,5.22,1.418,9.7,1.5,3.1,6.3,2.04,weaveje01
661,Bob Wells,32,MIN,AL,8,3,.727,3.81,76,0,18,0,0,1,87.1,79,41,37,8,28,4,44,5,0,4,364,133,4.45,1.225,8.1,0.8,2.9,4.5,1.57,wellsbo01
662,David Wells*,36,TOR,AL,17,10,.630,4.82,34,34,0,7,1,0,231.2,246,132,124,32,62,2,169,6,0,1,987,101,4.35,1.329,9.6,1.2,2.4,6.6,2.73,wellsda01
663,Kip Wells,22,CHW,AL,4,1,.800,4.04,7,7,0,0,0,0,35.2,33,17,16,2,15,0,29,3,2,1,153,123,3.75,1.346,8.3,0.5,3.8,7.3,1.93,wellski01
664,Turk Wendell,32,NYM,NL,5,4,.556,3.05,80,0,14,0,0,3,85.2,80,31,29,9,37,8,77,2,1,2,369,146,4.07,1.366,8.4,0.9,3.9,8.1,2.08,wendetu01
665,Don Wengert,29,KCR,AL,0,1,.000,9.25,11,1,2,0,0,0,24.1,41,26,25,6,5,0,10,0,0,0,116,54,6.13,1.890,15.2,2.2,1.8,3.7,2.00,wengedo01
666,John Wetteland,32,TEX,AL,4,4,.500,3.68,62,0,59,0,0,43,66.0,67,30,27,9,19,1,60,0,0,0,281,138,3.95,1.303,9.1,1.2,2.6,8.2,3.16,wettejo01
667,Dan Wheeler,21,TBD,AL,0,4,.000,5.87,6,6,0,0,0,0,30.2,35,20,20,7,13,1,32,0,0,1,136,85,5.29,1.565,10.3,2.1,3.8,9.4,2.46,wheelda01
668,Matt Whisenant*,28,TOT,MLB,4,5,.444,5.63,67,0,25,0,0,1,54.1,50,34,34,4,36,2,37,7,0,1,244,86,5.10,1.583,8.3,0.7,6.0,6.1,1.03,whisema01
669,Matt Whisenant*,28,KCR,AL,4,4,.500,6.35,48,0,21,0,0,1,39.2,40,28,28,4,26,1,27,7,0,1,184,79,5.58,1.664,9.1,0.9,5.9,6.1,1.04,whisema01
670,Matt Whisenant*,28,SDP,NL,0,1,.000,3.68,19,0,4,0,0,0,14.2,10,6,6,0,10,1,10,0,0,0,60,117,3.82,1.364,6.1,0.0,6.1,6.1,1.00,whisema01
671,Gabe White*,27,CIN,NL,1,2,.333,4.43,50,0,18,0,0,0,61.0,68,31,30,13,14,1,61,2,0,0,261,106,4.69,1.344,10.0,1.9,2.1,9.0,4.36,whitega01
672,Rick White,30,TBD,AL,5,3,.625,4.08,63,1,11,0,0,0,108.0,132,56,49,8,38,5,81,1,0,3,480,121,3.68,1.574,11.0,0.7,3.2,6.8,2.13,whiteri01
673,Matt Whiteside,31,SDP,NL,1,0,1.000,13.91,10,0,4,0,0,0,11.0,19,17,17,1,5,0,9,0,0,1,55,31,4.04,2.182,15.5,0.8,4.1,7.4,1.80,whitema02
674,Bob Wickman,30,MIL,NL,3,8,.273,3.39,71,0,63,0,0,37,74.1,75,31,28,6,38,6,60,2,0,2,331,134,4.18,1.520,9.1,0.7,4.6,7.3,1.58,wickmbo01
675,Marc Wilkins,28,PIT,NL,2,3,.400,4.24,46,0,14,0,0,0,51.0,49,28,24,3,26,1,44,4,1,4,227,110,3.94,1.471,8.6,0.5,4.6,7.8,1.69,wilkima01
676,Brian Williams,30,HOU,NL,2,1,.667,4.41,50,0,15,0,0,0,67.1,69,35,33,4,35,2,53,5,0,7,303,102,4.11,1.545,9.2,0.5,4.7,7.1,1.51,willibr01
677,Jeff Williams*,27,LAD,NL,2,0,1.000,4.08,5,3,1,0,0,0,17.2,12,10,8,2,9,0,7,0,0,0,73,107,5.34,1.189,6.1,1.0,4.6,3.6,0.78,willije02
678,Mike Williams,30,PIT,NL,3,4,.429,5.09,58,0,50,0,0,23,58.1,63,36,33,9,37,7,76,1,0,4,269,91,4.49,1.714,9.7,1.4,5.7,11.7,2.05,willimi03
679,Todd Williams,28,SEA,AL,0,0,,4.66,13,0,7,0,0,0,9.2,11,5,5,1,7,0,7,1,0,0,47,110,5.51,1.862,10.2,0.9,6.5,6.5,1.00,willito02
680,Woody Williams,32,SDP,NL,12,12,.500,4.41,33,33,0,0,0,0,208.1,213,106,102,33,73,5,137,2,0,9,887,96,4.96,1.373,9.2,1.4,3.2,5.9,1.88,williwo02
681,Scott Williamson,23,CIN,NL,12,7,.632,2.41,62,0,40,0,0,19,93.1,54,29,25,8,43,6,107,1,0,13,366,194,3.37,1.039,5.2,0.8,4.1,10.3,2.49,willisc01
682,Joe Winkelsas,25,ATL,NL,0,0,,54.00,1,0,0,0,0,0,0.1,4,2,2,0,1,1,0,0,0,0,6,17,12.13,15.000,108.0,0.0,27.0,0.0,0.00,winkejo01
683,Jay Witasick,26,KCR,AL,9,12,.429,5.57,32,28,2,1,1,0,158.1,191,108,98,23,83,1,102,8,2,5,732,89,5.46,1.731,10.9,1.3,4.7,5.8,1.23,witasja01
684,Bobby Witt,35,TBD,AL,7,15,.318,5.84,32,32,0,3,2,0,180.1,213,130,117,23,96,1,123,3,1,9,815,84,5.07,1.713,10.6,1.1,4.8,6.1,1.28,wittbo01
685,Mark Wohlers,29,ATL,NL,0,0,,27.00,2,0,0,0,0,0,0.2,1,2,2,0,6,0,0,0,0,0,10,25,30.13,10.500,13.5,0.0,81.0,0.0,0.00,wohlema01
686,Bob Wolcott,25,BOS,AL,0,0,,8.10,4,0,1,0,0,0,6.2,8,6,6,1,3,0,2,1,0,0,29,65,6.28,1.650,10.8,1.4,4.1,2.7,0.67,wolcobo01
687,Randy Wolf*,22,PHI,NL,6,9,.400,5.55,22,21,0,0,0,0,121.2,126,78,75,20,67,0,116,5,0,4,552,87,5.14,1.586,9.3,1.5,5.0,8.6,1.73,wolfra02
688,Brad Woodall*,30,CHC,NL,0,1,.000,5.63,6,3,3,0,0,0,16.0,17,12,10,5,6,0,7,1,0,1,71,81,7.63,1.438,9.6,2.8,3.4,3.9,1.17,woodabr01
689,Steve Woodard,24,MIL,NL,11,8,.579,4.52,31,29,0,2,0,0,185.0,219,101,93,23,36,7,119,6,1,4,801,100,4.14,1.378,10.7,1.1,1.8,5.8,3.31,woodast01
690,Tim Worrell,31,OAK,AL,2,2,.500,4.15,53,0,17,0,0,0,69.1,69,38,32,6,34,1,62,3,0,1,309,111,4.07,1.486,9.0,0.8,4.4,8.0,1.82,worreti01
691,Jamey Wright,24,COL,NL,4,3,.571,4.87,16,16,0,0,0,0,94.1,110,52,51,10,54,3,49,4,0,3,423,120,5.32,1.739,10.5,1.0,5.2,4.7,0.91,wrighja01
692,Jaret Wright,23,CLE,AL,8,10,.444,6.06,26,26,0,0,0,0,133.2,144,99,90,18,77,1,91,7,0,4,609,82,5.41,1.653,9.7,1.2,5.2,6.1,1.18,wrighja02
693,Esteban Yan,24,TBD,AL,3,4,.429,5.90,50,1,15,0,0,0,61.0,77,41,40,8,32,4,46,9,0,2,286,84,5.35,1.787,11.4,1.2,4.7,6.8,1.44,yanes01
694,Ed Yarnall*,23,NYY,AL,1,0,1.000,3.71,5,2,2,0,0,0,17.0,17,8,7,1,10,0,13,0,0,0,77,129,4.13,1.588,9.0,0.5,5.3,6.9,1.30,yarnaed01
695,Masato Yoshii,34,NYM,NL,12,8,.600,4.40,31,29,1,1,0,0,174.0,168,86,85,25,58,3,105,6,0,1,723,101,4.90,1.299,8.7,1.3,3.0,5.4,1.81,yoshima01
696,Jeff Zimmerman,26,TEX,AL,9,3,.750,2.36,65,0,14,0,0,3,87.2,50,24,23,9,23,1,67,2,0,2,336,215,3.80,0.833,5.1,0.9,2.4,6.9,2.91,zimmeje02
697,Jordan Zimmerman*,24,SEA,AL,0,0,,7.88,12,0,2,0,0,0,8.0,14,8,7,0,4,0,3,1,0,1,41,66,4.26,2.250,15.8,0.0,4.5,3.4,0.75,zimmejo01
